id,goals,non_penalty_goals,shot,shot_on_target,tot_shot_dist,fk,pk,att_pk,xg,npxg,goals_minus_xg,non_penalty_goals_minus_npxg,non_pen_shots,season,comp
00459419,11,11,71,33,1029,0,0,0,8,8,2,2,71,18,ENG
008a6e6d,1,1,1,1,0,0,0,0,0,0,0,0,1,18,ENG
00963611,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
01226327,0,0,20,2,390,3,0,0,1,1,-1,-1,20,18,ENG
02b29014,7,7,47,17,972,0,0,0,3,3,3,3,47,18,ENG
032f894e,0,0,12,0,342,4,0,0,0,0,0,0,12,18,ENG
0356cf4f,0,0,1,0,8,0,0,0,0,0,0,0,1,18,ENG
0420d84f,0,0,5,2,48,0,0,0,1,1,-1,-1,5,18,ENG
0442183b,0,0,2,1,23,0,0,0,0,0,0,0,2,18,ENG
07802f7f,1,1,8,5,94,0,0,0,1,1,0,0,8,18,ENG
08aa17d0,3,3,16,3,342,0,0,0,0,0,2,2,16,18,ENG
099e666f,0,0,3,1,53,0,0,0,0,0,0,0,3,18,ENG
0c61c77c,0,0,1,0,29,0,0,0,0,0,0,0,1,18,ENG
0cc5f4a5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
0d267745,4,4,32,10,518,0,0,0,2,2,1,1,32,18,ENG
0db5d2c8,0,0,13,3,169,0,0,0,1,1,-1,-1,13,18,ENG
0e6bc38c,5,5,60,18,978,0,0,0,5,5,0,0,60,18,ENG
0ef89a37,7,7,54,17,1296,10,0,0,3,3,3,3,54,18,ENG
10072610,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
101da2b5,5,5,47,19,1085,0,0,0,2,2,2,2,47,18,ENG
10b9fa99,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
111c3236,1,1,10,3,289,0,0,0,0,0,0,0,10,18,ENG
1148323a,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
119b9a8e,0,0,3,0,79,0,0,0,0,0,0,0,3,18,ENG
11b9265b,0,0,12,2,274,1,0,0,0,0,0,0,12,18,ENG
129af0db,11,11,79,34,1074,0,0,0,13,13,-2,-2,79,18,ENG
12aa7661,0,0,17,3,440,2,0,0,0,0,0,0,17,18,ENG
15ea812b,0,0,18,4,178,0,0,0,1,1,-1,-1,18,18,ENG
15f3ec41,0,0,2,1,39,0,0,0,0,0,0,0,2,18,ENG
15fd5593,0,0,2,2,50,0,0,0,0,0,0,0,2,18,ENG
16380240,4,4,39,13,729,6,0,0,4,4,0,0,39,18,ENG
1695c659,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
16ceb862,7,7,48,14,535,0,0,0,6,6,0,0,48,18,ENG
1840e36d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
184e4970,1,1,11,2,283,0,0,0,0,0,0,0,11,18,ENG
189cee7b,8,8,29,16,394,1,0,0,5,5,3,3,29,18,ENG
18b896d6,2,2,15,4,247,0,0,0,1,1,0,0,15,18,ENG
18e96f64,0,0,2,0,19,0,0,0,0,0,0,0,2,18,ENG
1931bde9,3,2,42,14,907,0,1,1,3,2,0,0,41,18,ENG
199ff86e,0,0,1,0,11,0,0,0,0,0,0,0,1,18,ENG
19b8b0b9,0,0,16,2,252,0,0,0,1,1,-1,-1,16,18,ENG
19ba6c6d,7,7,49,22,695,1,0,0,5,5,1,1,49,18,ENG
1a160ea3,0,0,5,0,70,0,0,0,0,0,0,0,5,18,ENG
1a2935f6,2,2,14,4,130,0,0,0,1,1,0,0,14,18,ENG
1a4ef233,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
1ae30132,0,0,2,2,64,0,0,0,0,0,0,0,2,18,ENG
1b780599,0,0,1,0,34,0,0,0,0,0,0,0,1,18,ENG
1b7ec703,2,2,24,8,424,1,0,0,2,2,0,0,24,18,ENG
1bebde9d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
1bf811d4,0,0,4,0,61,0,0,0,0,0,0,0,4,18,ENG
1c7012b8,0,0,5,0,105,0,0,0,0,0,0,0,5,18,ENG
1cb49278,0,0,12,1,130,0,0,0,0,0,0,0,12,18,ENG
1d387eee,0,0,5,2,73,0,0,0,0,0,0,0,5,18,ENG
1d6ac165,4,4,33,8,422,0,0,0,2,2,1,1,33,18,ENG
1d8c99b0,2,2,20,6,496,1,0,0,0,0,1,1,20,18,ENG
1e0b6a73,0,0,13,1,256,1,0,0,0,0,0,0,13,18,ENG
1e26e376,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
1ecb65be,3,3,19,8,277,0,0,0,2,2,0,0,19,18,ENG
1ef37668,0,0,3,1,60,0,0,0,0,0,0,0,3,18,ENG
1f9a3a04,0,0,2,0,30,0,0,0,0,0,0,0,2,18,ENG
20b104bc,1,1,13,3,276,0,0,0,0,0,0,0,13,18,ENG
210d9ecb,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
21512407,0,0,7,1,170,1,0,0,0,0,0,0,7,18,ENG
21a66e33,1,1,4,2,36,0,0,0,1,1,0,0,4,18,ENG
21a66f6a,30,28,181,72,3058,10,2,3,24,22,5,5,178,18,ENG
22551915,0,0,2,1,35,0,0,0,0,0,0,0,2,18,ENG
2475dcc6,6,5,39,12,670,1,1,1,5,5,0,0,38,18,ENG
24fae784,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
25b166d0,0,0,9,3,170,0,0,1,2,1,-2,-1,8,18,ENG
25f50295,1,1,10,4,143,0,0,0,1,1,0,0,10,18,ENG
2649ff32,1,1,6,2,136,0,0,0,0,0,0,0,6,18,ENG
26679cdf,0,0,4,1,64,0,0,0,0,0,0,0,4,18,ENG
2691c772,9,9,60,22,924,0,0,0,6,6,2,2,60,18,ENG
26f6dca8,5,5,43,16,903,7,0,1,3,3,1,1,42,18,ENG
27d7453c,2,2,17,7,251,0,0,0,1,1,0,0,17,18,ENG
282f75f3,1,1,27,8,310,1,0,0,2,2,-1,-1,27,18,ENG
285a3d44,1,1,24,8,240,0,0,0,2,2,-1,-1,24,18,ENG
29733c72,3,3,28,10,492,4,0,0,3,3,0,0,28,18,ENG
2973d8ff,2,2,13,5,234,0,0,0,1,1,0,0,13,18,ENG
2acd49b9,1,1,19,7,300,0,0,0,2,2,-1,-1,19,18,ENG
2afc7272,0,0,18,2,491,0,0,0,0,0,0,0,18,18,ENG
2b114be3,10,10,57,19,969,6,0,0,5,5,4,4,57,18,ENG
2b471f99,1,1,23,5,577,0,0,0,0,0,0,0,23,18,ENG
2b622f01,0,0,5,2,124,0,0,0,0,0,0,0,5,18,ENG
2b91cf8e,2,2,11,3,95,0,0,0,1,1,0,0,11,18,ENG
2baec6ce,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
2c0f8e9e,9,8,86,30,1655,14,1,2,10,9,-1,-1,84,18,ENG
2ce2508a,10,3,34,9,853,9,7,8,8,1,1,1,26,18,ENG
2e4f5f03,1,1,12,2,231,0,0,0,0,0,0,0,12,18,ENG
2f4c5a52,1,1,11,1,287,0,0,0,0,0,0,0,11,18,ENG
2f72f79e,0,0,18,1,401,1,0,0,0,0,0,0,18,18,ENG
2f7acede,0,0,3,0,88,0,0,0,0,0,0,0,3,18,ENG
2f90f6b8,0,0,21,5,417,1,0,0,1,1,-1,-1,21,18,ENG
2ff964a0,0,0,14,5,231,0,0,0,0,0,0,0,14,18,ENG
31dce0c8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3201b03d,0,0,3,1,31,0,0,0,0,0,0,0,3,18,ENG
3233eefd,0,0,7,2,88,0,0,0,0,0,0,0,7,18,ENG
32e7ce92,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3312f911,0,0,15,2,271,0,0,0,1,1,-1,-1,15,18,ENG
33508c78,2,2,38,10,729,2,0,0,2,2,0,0,38,18,ENG
3515d404,3,3,28,13,621,6,0,0,2,2,0,0,28,18,ENG
356a9a62,1,1,4,2,69,0,0,0,0,0,0,0,4,18,ENG
3680d723,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
36c2ca73,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3727dd3c,1,1,42,9,1121,6,0,0,2,2,-1,-1,42,18,ENG
381d7d54,3,3,17,6,263,0,0,0,1,1,1,1,17,18,ENG
3831b9fe,1,1,6,1,103,0,0,0,0,0,0,0,6,18,ENG
38aefb74,0,0,2,1,24,0,0,0,0,0,0,0,2,18,ENG
38c7feef,3,3,47,17,1029,0,0,0,2,2,0,0,47,18,ENG
3925dbd6,1,1,4,2,38,0,0,0,1,1,0,0,4,18,ENG
3935e52e,2,2,21,6,277,0,0,0,2,2,0,0,21,18,ENG
39583cfd,1,1,8,4,160,2,0,0,0,0,0,0,8,18,ENG
3a24769f,0,0,2,1,26,0,0,0,0,0,0,0,2,18,ENG
3a949a25,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3bb625ac,0,0,7,1,158,0,0,0,0,0,0,0,7,18,ENG
3bb7b8b4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3be1a627,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3c066877,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
3ca7254a,4,4,56,20,1204,1,0,0,3,3,1,1,56,18,ENG
3cefa66a,1,1,12,3,175,0,0,0,1,1,0,0,12,18,ENG
3e5e4e63,2,2,22,6,275,0,0,0,1,1,0,0,22,18,ENG
3e9e06cb,2,2,16,4,161,0,0,0,2,2,0,0,16,18,ENG
3ea50f67,0,0,1,0,9,0,0,0,0,0,0,0,1,18,ENG
3eb22ec9,6,6,25,14,350,0,0,0,3,3,2,2,25,18,ENG
3f2d59fe,3,3,13,5,169,0,0,0,0,0,2,2,13,18,ENG
3fe6bd8c,0,0,4,0,56,0,0,0,0,0,0,0,4,18,ENG
407feb71,0,0,3,1,41,0,0,0,0,0,0,0,3,18,ENG
4115ce4e,1,1,1,1,7,0,0,0,0,0,0,0,1,18,ENG
422862ea,0,0,12,4,270,0,0,0,0,0,0,0,12,18,ENG
43458538,8,6,49,19,779,0,2,2,6,4,1,1,47,18,ENG
434ad289,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
436a9dd0,0,0,12,1,302,0,0,0,0,0,0,0,12,18,ENG
43a166b4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
4468ec10,3,3,36,9,745,1,0,0,2,2,0,0,36,18,ENG
44781702,2,2,18,6,381,0,0,0,1,1,0,0,18,18,ENG
450ab6fc,3,3,12,8,146,0,0,0,1,1,1,1,12,18,ENG
4535e4bb,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
453f566a,0,0,2,1,44,0,0,0,0,0,0,0,2,18,ENG
45963054,20,15,65,28,949,0,5,6,16,11,3,3,59,18,ENG
45da6694,3,3,24,10,487,0,0,0,1,1,1,1,24,18,ENG
46b5375e,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
46ee5234,0,0,9,1,167,0,0,0,0,0,0,0,9,18,ENG
47a34c4f,0,0,8,1,196,0,0,0,0,0,0,0,8,18,ENG
47b7e3af,4,3,28,6,649,3,1,1,3,2,1,0,27,18,ENG
4806ec67,0,0,1,0,13,0,0,0,0,0,0,0,1,18,ENG
4830e0af,0,0,5,0,79,0,0,0,0,0,0,0,5,18,ENG
495945ef,0,0,8,1,157,0,0,0,0,0,0,0,8,18,ENG
49b05a83,0,0,1,0,12,0,0,0,0,0,0,0,1,18,ENG
4a537185,1,1,12,4,225,0,0,0,0,0,0,0,12,18,ENG
4ab53cdb,7,6,68,23,1196,0,1,1,8,7,-1,-1,67,18,ENG
4b40d9ca,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
4b511457,1,1,27,3,507,0,0,0,2,2,-1,-1,27,18,ENG
4c370d81,15,14,83,36,1419,0,1,1,10,9,4,4,82,18,ENG
4cde5509,0,0,4,1,66,0,0,0,0,0,0,0,4,18,ENG
4d034881,21,17,90,38,1251,1,4,4,16,13,4,3,86,18,ENG
4e9a0555,10,10,39,24,479,0,0,0,7,7,3,3,39,18,ENG
4f974391,1,1,21,6,602,8,0,0,0,0,0,0,21,18,ENG
5167c97e,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
51a3caf1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
51b41c5c,0,0,5,0,74,0,0,0,0,0,0,0,5,18,ENG
51cf8561,0,0,5,2,155,0,0,0,0,0,0,0,5,18,ENG
52105203,1,1,19,4,193,0,0,0,2,2,-1,-1,19,18,ENG
5271c8f1,0,0,5,1,118,0,0,0,0,0,0,0,5,18,ENG
53538b39,1,1,30,6,609,1,0,0,1,1,0,0,30,18,ENG
53af52f3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
53cad200,2,2,13,3,252,0,0,0,1,1,0,0,13,18,ENG
5540c9dc,2,2,14,4,151,0,0,0,1,1,0,0,14,18,ENG
562eed5c,0,0,5,0,66,0,0,0,0,0,0,0,5,18,ENG
56f6f826,0,0,3,1,21,0,0,0,0,0,0,0,3,18,ENG
57c433c8,2,2,9,3,90,0,0,0,1,1,0,0,9,18,ENG
57df7a11,0,0,9,3,245,0,0,0,0,0,0,0,9,18,ENG
580d52dd,0,0,17,3,396,1,0,0,0,0,0,0,17,18,ENG
59bf127b,2,2,40,8,740,0,0,0,3,3,-1,-1,40,18,ENG
59e6e5bf,4,4,43,16,632,0,0,0,4,4,0,0,43,18,ENG
5a1900a4,0,0,20,3,476,5,0,0,0,0,0,0,20,18,ENG
5a4280b1,1,1,10,2,76,0,0,0,1,1,0,0,10,18,ENG
5acc4a10,1,1,23,3,646,0,0,0,0,0,0,0,23,18,ENG
5b54bf3b,1,1,4,2,108,2,0,0,0,0,0,0,4,18,ENG
5bddccc9,1,1,12,5,133,0,0,0,1,1,0,0,12,18,ENG
5be28712,1,1,2,2,20,0,0,0,0,0,0,0,2,18,ENG
5c2b4f07,2,2,15,5,318,0,0,0,0,0,1,1,15,18,ENG
5dbefa9d,3,3,25,11,332,0,0,1,5,4,-2,-1,24,18,ENG
5eae500a,16,16,85,41,1113,3,0,1,13,12,2,3,84,18,ENG
5eebbfdf,2,2,23,5,496,1,0,0,2,2,0,0,23,18,ENG
5eecec3d,0,0,11,4,132,0,0,0,0,0,0,0,11,18,ENG
5f09991f,5,5,33,11,772,4,0,0,3,3,1,1,33,18,ENG
601ef102,1,1,10,2,126,0,0,0,1,1,0,0,10,18,ENG
61abe9b6,2,2,20,6,360,0,0,0,1,1,0,0,20,18,ENG
6265208f,4,4,46,16,731,0,0,1,6,5,-2,-1,45,18,ENG
62a0089e,0,0,2,0,41,0,0,0,0,0,0,0,2,18,ENG
63d17038,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
6421ec64,8,8,68,30,1516,8,0,1,5,4,3,3,67,18,ENG
64b08de7,0,0,1,0,17,0,0,0,0,0,0,0,1,18,ENG
653ee42d,0,0,19,2,437,0,0,0,1,1,-1,-1,19,18,ENG
67d23ab0,2,2,70,20,1309,4,0,0,6,6,-4,-4,70,18,ENG
6813ac34,0,0,6,1,85,0,0,0,0,0,0,0,6,18,ENG
68796d61,6,6,28,14,333,0,0,0,6,6,0,0,28,18,ENG
691bef82,0,0,3,0,63,0,0,0,0,0,0,0,3,18,ENG
6992791d,5,4,44,19,954,8,1,1,3,3,1,0,43,18,ENG
6adbc307,2,2,11,4,126,0,0,0,1,1,0,0,11,18,ENG
6b47c5db,0,0,41,6,926,0,0,0,2,2,-2,-2,41,18,ENG
6c679c6d,3,3,46,12,874,0,0,0,4,4,-1,-1,46,18,ENG
6c96b263,0,0,1,0,16,0,0,0,0,0,0,0,1,18,ENG
6ca5ec4b,3,3,45,22,828,0,0,0,3,3,0,0,45,18,ENG
6cc47ae1,1,1,6,1,108,0,0,0,1,1,0,0,6,18,ENG
6cdd8245,1,1,15,3,322,1,0,1,1,1,0,0,14,18,ENG
6d6f09dc,0,0,11,5,193,0,0,0,0,0,0,0,11,18,ENG
6dfd5af0,0,0,10,2,214,0,0,0,0,0,0,0,10,18,ENG
6eaed4eb,0,0,13,2,273,2,0,0,0,0,0,0,13,18,ENG
6fd8a334,0,0,1,0,8,0,0,0,0,0,0,0,1,18,ENG
715fc0fe,1,1,19,7,319,0,0,0,1,1,0,0,19,18,ENG
71672fa0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
71ef519e,3,3,59,16,1351,6,0,0,3,3,0,0,59,18,ENG
72c812f3,2,2,23,7,581,0,0,0,1,1,0,0,23,18,ENG
7314bba4,0,0,28,4,280,0,0,0,2,2,-2,-2,28,18,ENG
73489527,1,1,19,7,492,4,0,0,0,0,0,0,19,18,ENG
7391c2d9,0,0,3,0,87,1,0,0,0,0,0,0,3,18,ENG
73d9bdc7,5,5,23,9,305,0,0,0,4,4,0,0,23,18,ENG
74b2cd7e,1,1,8,2,104,0,0,0,0,0,0,0,8,18,ENG
74e12f1e,2,2,15,5,264,0,0,0,2,2,0,0,15,18,ENG
7527558b,1,1,24,3,427,0,0,0,2,2,-1,-1,24,18,ENG
758dd7f0,0,0,2,0,23,0,0,0,0,0,0,0,2,18,ENG
75f2c59f,5,5,33,13,561,2,0,0,3,3,1,1,33,18,ENG
76c131da,0,0,4,0,89,0,0,0,0,0,0,0,4,18,ENG
76dd1480,4,4,39,12,791,3,0,0,3,3,1,1,39,18,ENG
76eca7e2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
76fa5f80,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
78803d03,0,0,2,1,41,0,0,0,0,0,0,0,2,18,ENG
78b8ac63,0,0,5,3,53,0,0,0,0,0,0,0,5,18,ENG
7914b9fe,0,0,10,3,196,0,0,0,0,0,0,0,10,18,ENG
7a11550b,0,0,5,0,109,0,0,0,0,0,0,0,5,18,ENG
7a1f2c08,0,0,1,0,17,0,0,0,0,0,0,0,1,18,ENG
7b4de647,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
7ba6d84e,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
7bb5f40e,2,2,28,7,568,1,0,0,2,2,0,0,28,18,ENG
7bc34048,0,0,4,0,44,0,0,0,1,1,-1,-1,4,18,ENG
7c104bb7,0,0,3,0,60,0,0,0,0,0,0,0,3,18,ENG
7c2a398c,0,0,1,0,12,0,0,0,0,0,0,0,1,18,ENG
7c4243d4,0,0,7,1,193,0,0,0,0,0,0,0,7,18,ENG
7ca2d989,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
7ca9f0f0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
7d2d3329,0,0,2,0,61,0,0,0,0,0,0,0,2,18,ENG
7d41b619,2,2,18,6,433,0,0,0,1,1,0,0,18,18,ENG
7dbbe367,1,1,16,6,291,1,0,0,1,1,0,0,16,18,ENG
7f4f3e49,6,6,59,19,796,0,0,0,6,6,0,0,59,18,ENG
7fe90ccd,1,1,25,9,507,0,0,0,1,1,0,0,25,18,ENG
7fec31a0,2,2,22,8,358,0,0,0,2,2,0,0,22,18,ENG
80c31c97,0,0,13,2,132,0,0,0,1,1,-1,-1,13,18,ENG
810e3c74,8,8,56,23,996,0,0,0,7,7,0,0,56,18,ENG
819aa8e7,8,8,60,23,1002,1,0,0,6,6,1,1,60,18,ENG
819b3158,4,3,34,10,666,1,1,1,3,2,1,0,33,18,ENG
82b1198a,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
82dbf623,1,1,6,2,75,0,0,0,1,1,0,0,6,18,ENG
82e34b69,5,2,31,10,530,0,3,5,6,2,-1,0,26,18,ENG
8309b068,0,0,2,1,35,0,0,0,0,0,0,0,2,18,ENG
833fb62e,0,0,9,1,169,0,0,0,0,0,0,0,9,18,ENG
8397a50c,0,0,1,0,35,0,0,0,0,0,0,0,1,18,ENG
839c14e1,0,0,23,4,572,0,0,0,0,0,0,0,23,18,ENG
85b011bb,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
861e0116,0,0,4,0,108,0,0,0,0,0,0,0,4,18,ENG
867239d3,6,6,76,18,1687,5,0,0,7,7,-1,-1,76,18,ENG
86dd77d1,0,0,13,1,317,1,0,0,0,0,0,0,13,18,ENG
87449a74,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
87575fd9,4,4,10,7,85,0,0,0,3,3,0,0,10,18,ENG
875898c7,0,0,15,2,216,0,0,0,1,1,-1,-1,15,18,ENG
87935cf3,1,1,3,1,16,0,0,0,1,1,0,0,3,18,ENG
8816329f,2,2,35,12,609,0,0,0,4,4,-2,-2,35,18,ENG
892d5bb1,12,12,73,36,1423,8,0,0,6,6,5,5,73,18,ENG
89cbc961,0,0,1,0,16,0,0,0,0,0,0,0,1,18,ENG
89d10e53,0,0,7,1,130,0,0,0,0,0,0,0,7,18,ENG
89e4b358,0,0,2,1,20,0,0,0,0,0,0,0,2,18,ENG
8a7ff278,0,0,5,1,82,0,0,0,0,0,0,0,5,18,ENG
8aa5f52c,0,0,10,2,132,0,0,0,0,0,0,0,10,18,ENG
8aadeaef,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
8abd0c03,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
8ae9869d,0,0,10,0,87,0,0,0,1,1,-1,-1,10,18,ENG
8aec0537,7,6,43,19,924,1,1,1,3,2,3,3,42,18,ENG
8b04d6c1,0,0,16,6,377,0,0,0,1,1,-1,-1,16,18,ENG
8b0d6fe9,0,0,2,0,44,0,0,0,0,0,0,0,2,18,ENG
8b6e0db2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
8b788c01,9,8,48,15,830,0,1,1,6,5,2,2,47,18,ENG
8b8e759d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
8b9ebd03,6,5,53,23,1049,5,1,1,5,4,0,0,52,18,ENG
8cceca90,0,0,2,1,42,0,0,0,0,0,0,0,2,18,ENG
8d228291,7,6,47,24,705,0,1,1,7,6,0,0,46,18,ENG
8d3c902d,2,2,23,4,326,0,0,0,2,2,0,0,23,18,ENG
8df7a2fb,0,0,25,7,310,1,0,0,1,1,-1,-1,25,18,ENG
8e65a5e5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
8f62b6ee,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
8f866fe8,5,4,21,9,367,0,1,1,2,1,2,2,20,18,ENG
8f898ba8,0,0,11,4,146,0,0,0,0,0,0,0,11,18,ENG
90f87966,0,0,8,1,122,0,0,0,0,0,0,0,8,18,ENG
914ab9a1,2,2,10,5,107,0,0,0,0,0,1,1,10,18,ENG
91bdc54a,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
9228b07c,2,2,21,3,457,0,0,0,1,1,0,0,21,18,ENG
92e7e919,12,12,75,33,1222,0,0,0,10,10,1,1,75,18,ENG
9306d5ea,0,0,12,2,288,0,0,0,0,0,0,0,12,18,ENG
9328b835,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
935e6b8f,1,1,15,3,357,1,0,0,1,1,0,0,15,18,ENG
939bc634,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
93ee387c,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
94b2001f,3,3,19,7,444,1,0,0,1,1,1,1,19,18,ENG
960acc0a,2,2,19,6,450,0,0,0,1,1,0,0,19,18,ENG
96bb8cc2,1,1,24,6,547,5,0,0,1,1,0,0,24,18,ENG
96e0490d,0,0,2,0,63,0,0,0,0,0,0,0,2,18,ENG
97572117,0,0,3,0,105,0,0,0,0,0,0,0,3,18,ENG
977ffc24,1,1,9,5,143,0,0,0,0,0,0,0,9,18,ENG
980522ec,10,10,97,39,2231,16,0,0,7,7,3,3,97,18,ENG
984a5a64,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
987718f5,3,3,20,7,350,0,0,0,2,2,0,0,20,18,ENG
989d5705,2,2,25,6,492,0,0,0,2,2,0,0,25,18,ENG
98be0d02,2,2,13,6,236,0,0,0,1,1,0,0,13,18,ENG
99813635,0,0,11,0,207,0,0,0,1,1,-1,-1,11,18,ENG
9a104dee,5,5,19,8,252,0,0,0,2,2,2,2,19,18,ENG
9a8c6673,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
9a9c05db,0,0,4,1,103,0,0,0,0,0,0,0,4,18,ENG
9aa186b2,0,0,8,2,203,0,0,0,0,0,0,0,8,18,ENG
9aacb284,0,0,19,4,328,0,0,0,1,1,-1,-1,19,18,ENG
9c318325,1,1,15,5,285,0,0,0,1,1,0,0,15,18,ENG
9c94165b,0,0,12,5,256,0,0,0,0,0,0,0,12,18,ENG
9d107085,1,1,20,6,496,1,0,0,0,0,0,0,20,18,ENG
9d597f08,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
9dab6e3b,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
9dbb75ca,14,12,66,32,897,0,2,2,13,12,0,0,64,18,ENG
9e525177,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
9e53837d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
9f472354,2,2,33,13,412,0,0,0,3,3,-1,-1,33,18,ENG
9f736ed2,2,2,54,16,1177,4,0,0,3,3,-1,-1,54,18,ENG
9fa0a0b8,0,0,1,0,20,0,0,0,0,0,0,0,1,18,ENG
9feb8f24,2,2,24,4,441,0,0,0,1,1,0,0,24,18,ENG
a0666d3e,2,2,12,4,252,0,0,0,0,0,1,1,12,18,ENG
a1232f4e,1,1,3,1,14,0,0,0,1,1,0,0,3,18,ENG
a179d516,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
a1d5bd30,7,7,61,20,1183,6,0,0,5,5,1,1,61,18,ENG
a32204c9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
a36d4785,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
a39bb753,12,10,69,34,1200,1,2,2,7,6,4,3,67,18,ENG
a3b03921,0,0,1,0,13,0,0,0,0,0,0,0,1,18,ENG
a440d8ca,1,1,3,1,22,0,0,0,0,0,0,0,3,18,ENG
a498e276,1,1,13,3,153,0,0,0,0,0,0,0,13,18,ENG
a53649b7,0,0,1,1,10,0,0,0,0,0,0,0,1,18,ENG
a634b9d2,0,0,2,0,64,0,0,0,0,0,0,0,2,18,ENG
a65ce836,3,3,27,8,572,1,0,0,1,1,1,1,27,18,ENG
a67a09fb,0,0,11,0,273,0,0,0,0,0,0,0,11,18,ENG
a6951bf8,0,0,1,0,20,0,0,0,0,0,0,0,1,18,ENG
a6de6361,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
a6e316c1,0,0,6,2,129,0,0,0,0,0,0,0,6,18,ENG
a9142dc3,0,0,8,0,215,0,0,0,0,0,0,0,8,18,ENG
aa51343f,0,0,4,2,92,0,0,0,0,0,0,0,4,18,ENG
aa5859cb,6,6,25,12,337,0,0,0,3,3,2,2,25,18,ENG
aa8e289e,0,0,5,1,88,0,0,0,0,0,0,0,5,18,ENG
ab070c55,3,2,58,17,725,0,1,2,10,8,-7,-6,56,18,ENG
ab651565,1,1,44,15,937,0,0,0,2,2,-1,-1,44,18,ENG
ab7263c1,0,0,2,1,29,0,0,0,0,0,0,0,2,18,ENG
abe66106,2,2,20,6,284,0,0,0,3,3,-1,-1,20,18,ENG
ac05f970,3,3,34,15,744,0,0,0,2,2,0,0,34,18,ENG
ac7d7378,0,0,0,0,0,0,0,0,0,0,0,0,0,18,ENG
ac861941,0,0,32,7,560,1,0,0,2,2,-2,-2,32,18,ENG
ad1ffcfd,3,3,14,4,169,0,0,0,1,1,1,1,14,18,ENG
