id,goals,non_penalty_goals,shot,shot_on_target,tot_shot_dist,fk,pk,att_pk,xg,npxg,goals_minus_xg,non_penalty_goals_minus_npxg,non_pen_shots,season,comp
4315f30d,0,0,8,1,139,1,0,0,0,0,0,0,8,18,FRA
43e7a164,0,0,18,2,237,0,0,0,1,1,-1,-1,18,18,FRA
446aa6e1,0,0,5,1,44,0,0,0,0,0,0,0,5,18,FRA
44f8c299,2,2,18,9,311,3,0,0,2,2,0,0,18,18,FRA
45076ff8,1,1,11,5,170,0,0,0,1,1,0,0,11,18,FRA
450e277f,2,2,18,6,180,0,0,0,2,2,0,0,18,18,FRA
45e17712,0,0,2,0,35,0,0,0,0,0,0,0,2,18,FRA
4657faba,0,0,1,1,27,0,0,0,0,0,0,0,1,18,FRA
468fdbad,4,1,24,8,566,1,3,3,3,1,0,0,21,18,FRA
46d50339,0,0,5,2,109,0,0,0,0,0,0,0,5,18,FRA
46faabfa,2,2,39,14,791,0,0,0,2,2,0,0,39,18,FRA
4749367a,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
47c2e669,0,0,1,0,28,0,0,0,0,0,0,0,1,18,FRA
4887118d,1,1,2,1,23,0,0,0,0,0,0,0,2,18,FRA
48b28bfd,5,5,39,7,928,0,0,0,2,2,2,2,39,18,FRA
4914ed4a,1,1,11,3,238,0,0,0,0,0,0,0,11,18,FRA
4a57580c,2,2,28,8,408,0,0,0,3,3,-1,-1,28,18,FRA
4b96c347,3,3,37,9,762,3,0,0,3,3,0,0,37,18,FRA
4be0b467,0,0,16,5,249,0,0,0,1,1,-1,-1,16,18,FRA
4bf69118,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
4c5b714f,2,2,20,8,384,0,0,0,0,0,1,1,20,18,FRA
4c700f46,0,0,5,0,107,0,0,0,0,0,0,0,5,18,FRA
4d1666ff,2,2,10,3,153,0,0,0,1,1,0,0,10,18,FRA
4d3e9033,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
4db2157a,0,0,14,4,355,0,0,0,0,0,0,0,14,18,FRA
4dbd0916,2,2,47,11,1099,18,0,0,3,3,-1,-1,47,18,FRA
4df04a86,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
4e0afc5d,0,0,7,1,121,0,0,0,0,0,0,0,7,18,FRA
4e7bfc23,1,1,5,3,134,0,0,0,0,0,0,0,5,18,FRA
4e7d66f8,1,1,37,7,954,0,0,0,1,1,0,0,37,18,FRA
4e7db402,0,0,1,0,11,0,0,0,0,0,0,0,1,18,FRA
4f093689,1,1,7,1,90,0,0,0,1,1,0,0,7,18,FRA
5046b7d4,7,7,37,15,569,0,0,0,6,6,0,0,37,18,FRA
509a4ccb,8,8,32,11,476,0,0,0,5,5,2,2,32,18,FRA
5148dcc5,3,3,50,17,940,0,0,0,4,4,-1,-1,50,18,FRA
516dc25b,0,0,7,1,190,0,0,0,0,0,0,0,7,18,FRA
51a3caf1,0,0,2,0,42,0,0,0,0,0,0,0,2,18,FRA
51c30111,1,1,18,5,477,0,0,0,0,0,0,0,18,18,FRA
51fa3fed,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
527f063d,28,25,100,48,1510,5,3,5,23,19,4,5,95,18,FRA
53283127,1,1,14,3,331,0,0,0,0,0,0,0,14,18,FRA
535b0343,0,0,2,1,39,0,0,0,0,0,0,0,2,18,FRA
54131505,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
542cc80f,1,1,45,12,1255,0,0,0,1,1,0,0,45,18,FRA
563fcd6b,0,0,1,0,18,0,0,0,0,0,0,0,1,18,FRA
5693aa98,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
56b52c4e,0,0,2,0,52,0,0,0,0,0,0,0,2,18,FRA
56f7a928,0,0,25,12,587,0,0,0,1,1,-1,-1,25,18,FRA
574aa9ec,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
57c433c8,2,2,20,6,222,0,0,0,4,4,-2,-2,20,18,FRA
57e3f0c7,13,12,64,26,1228,4,1,1,8,7,4,4,63,18,FRA
57ef0d97,1,1,7,3,135,0,0,0,0,0,0,0,7,18,FRA
58ae47b2,6,4,55,16,1248,12,2,3,8,5,-2,-1,52,18,FRA
5984e9f9,0,0,8,0,88,0,0,0,0,0,0,0,8,18,FRA
5aca2a18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
5b1bf5e3,6,6,53,18,1309,10,0,1,4,3,1,2,52,18,FRA
5c4dc0ff,18,17,97,40,1755,8,1,1,12,11,5,5,96,18,FRA
5cdddffa,0,0,31,5,723,0,0,0,1,1,-1,-1,31,18,FRA
5ceba7fc,17,14,99,43,1584,1,3,3,17,14,0,0,96,18,FRA
5cec2c74,1,1,11,3,187,0,0,0,1,1,0,0,11,18,FRA
5d42d487,1,1,7,4,126,0,0,0,0,0,0,0,7,18,FRA
5d59e0df,12,8,90,22,1278,0,4,5,16,12,-4,-4,85,18,FRA
5d66c10d,0,0,1,0,17,0,0,0,0,0,0,0,1,18,FRA
5d8d7454,1,1,13,3,297,0,0,0,1,1,0,0,13,18,FRA
5e22e2a4,0,0,18,1,489,0,0,0,0,0,0,0,18,18,FRA
5e6342d4,0,0,17,5,440,0,0,0,0,0,0,0,17,18,FRA
6043997c,0,0,1,0,8,0,0,0,0,0,0,0,1,18,FRA
60d90c55,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
61590953,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
6191093d,3,3,39,14,885,0,0,0,3,3,0,0,39,18,FRA
61d618fa,0,0,8,1,219,1,0,0,0,0,0,0,8,18,FRA
639b42f5,0,0,1,0,28,0,0,0,0,0,0,0,1,18,FRA
6421dd73,1,1,32,10,678,1,0,0,2,2,-1,-1,32,18,FRA
64ba07c0,0,0,6,2,157,0,0,0,0,0,0,0,6,18,FRA
65585e3a,2,2,12,4,198,0,0,0,2,2,0,0,12,18,FRA
6605d143,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
66116290,18,15,66,28,1056,4,3,4,13,10,4,4,62,18,FRA
6690ef25,1,1,11,3,211,0,0,0,0,0,0,0,11,18,FRA
677ee102,0,0,3,2,48,0,0,0,0,0,0,0,3,18,FRA
67ac5bb8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
67d251a2,1,1,2,1,57,0,0,0,0,0,0,0,2,18,FRA
6853490f,12,10,72,28,1641,15,2,3,8,5,3,4,69,18,FRA
689c9cf4,0,0,5,2,145,0,0,0,0,0,0,0,5,18,FRA
68a87d66,0,0,13,1,269,0,0,0,0,0,0,0,13,18,FRA
69384e5d,19,15,86,36,1616,14,4,4,14,11,4,3,82,18,FRA
6aeb647a,0,0,2,0,51,0,0,0,0,0,0,0,2,18,FRA
6afaebf2,0,0,3,1,73,0,0,0,0,0,0,0,3,18,FRA
6b200d45,0,0,13,2,205,0,0,0,1,1,-1,-1,13,18,FRA
6b994195,0,0,3,0,27,0,0,0,0,0,0,0,3,18,FRA
6b9f2f3e,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
6ba71da5,0,0,4,1,36,0,0,0,0,0,0,0,4,18,FRA
6bb2c084,0,0,34,7,737,0,0,0,1,1,-1,-1,34,18,FRA
6bca20fe,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
6c203af0,2,2,41,6,1061,2,0,0,2,2,0,0,41,18,FRA
6c6ecdd4,5,5,35,16,486,0,0,0,4,4,0,0,35,18,FRA
6ca88b2a,0,0,3,1,85,0,0,0,0,0,0,0,3,18,FRA
6dfd8f05,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
6e5b5a45,0,0,1,0,8,0,0,0,0,0,0,0,1,18,FRA
6e7f1353,9,9,53,24,996,0,0,0,5,5,3,3,53,18,FRA
6f5ead86,3,3,16,6,424,8,0,0,1,1,2,2,16,18,FRA
6f8cd6d0,3,3,51,20,759,0,0,0,5,5,-2,-2,51,18,FRA
6fb7edd3,0,0,1,0,9,0,0,0,0,0,0,0,1,18,FRA
6fbde63a,1,1,29,7,635,1,0,0,1,1,0,0,29,18,FRA
706a60e1,1,1,10,5,199,0,0,0,0,0,0,0,10,18,FRA
70d8e84c,1,1,13,2,224,1,0,0,0,0,0,0,13,18,FRA
71ec39ef,0,0,16,1,228,0,0,0,2,2,-2,-2,16,18,FRA
730bd100,0,0,7,6,112,0,0,0,1,1,-1,-1,7,18,FRA
743fd71f,0,0,3,0,49,0,0,0,0,0,0,0,3,18,FRA
75a63397,0,0,27,11,488,0,0,0,3,3,-3,-3,27,18,FRA
75d97aa6,3,3,19,7,258,0,0,0,2,2,0,0,19,18,FRA
76806215,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
770d7eb8,3,0,12,2,364,2,3,3,2,0,0,0,9,18,FRA
775185ae,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7768df30,0,0,4,1,34,0,0,0,0,0,0,0,4,18,FRA
776972d5,1,1,4,2,85,0,0,0,0,0,0,0,4,18,FRA
779847d6,0,0,9,2,187,0,0,0,1,1,-1,-1,9,18,FRA
77d7c96f,1,1,7,3,90,0,0,0,0,0,0,0,7,18,FRA
77f278a0,7,7,30,13,444,0,0,0,5,5,1,1,30,18,FRA
7844c810,0,0,1,0,22,0,0,0,0,0,0,0,1,18,FRA
79584585,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7961f7aa,11,11,66,27,1306,6,0,0,6,6,4,4,66,18,FRA
79685569,0,0,9,1,213,0,0,0,0,0,0,0,9,18,FRA
796b1c41,5,5,61,22,1464,9,0,1,4,3,0,1,60,18,FRA
79b2399c,2,2,40,12,796,1,0,0,2,2,0,0,40,18,FRA
7a137df4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7abfcbff,0,0,17,5,365,2,0,0,1,1,-1,-1,17,18,FRA
7add56e1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7adea561,0,0,1,0,8,0,0,0,0,0,0,0,1,18,FRA
7af0e1f8,0,0,8,3,212,0,0,0,0,0,0,0,8,18,FRA
7b075c75,0,0,1,0,9,0,0,0,0,0,0,0,1,18,FRA
7b536033,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7c2965bb,15,15,68,31,1210,2,0,0,10,10,4,4,68,18,FRA
7c56da38,4,4,20,13,338,0,0,0,2,2,1,1,20,18,FRA
7c6d6c96,0,0,8,1,70,0,0,0,0,0,0,0,8,18,FRA
7cab69b5,2,2,18,2,210,0,0,0,1,1,0,0,18,18,FRA
7cb9de24,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7cdda3bf,3,2,30,12,459,0,1,1,4,3,-1,-1,29,18,FRA
7cf431a5,3,3,34,9,795,3,0,0,2,2,0,0,34,18,FRA
7cf9f0ed,0,0,11,1,283,2,0,0,0,0,0,0,11,18,FRA
7d45b97a,0,0,1,0,23,0,0,0,0,0,0,0,1,18,FRA
7d9b37bf,1,1,25,8,530,2,0,0,2,2,-1,-1,25,18,FRA
7de29631,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7e82a78f,7,6,43,21,1049,11,1,1,4,3,2,2,42,18,FRA
7f3b388c,7,3,21,5,520,1,4,4,5,2,1,0,17,18,FRA
7f622eef,1,1,10,3,249,0,0,0,0,0,0,0,10,18,FRA
7f9111ea,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
7fb301af,0,0,1,0,29,0,0,0,0,0,0,0,1,18,FRA
7fecbcdb,0,0,4,1,118,0,0,0,0,0,0,0,4,18,FRA
7ffaf233,6,6,30,10,318,0,0,0,5,5,0,0,30,18,FRA
813aae2f,3,2,14,5,315,3,1,1,2,1,1,0,13,18,FRA
81aeb1dd,1,1,9,3,198,0,0,0,0,0,0,0,9,18,FRA
81d3318f,8,7,61,18,1134,0,1,1,8,7,0,0,60,18,FRA
81d9a76b,0,0,1,0,28,1,0,0,0,0,0,0,1,18,FRA
821233cc,2,2,6,3,57,0,0,0,0,0,1,1,6,18,FRA
82671804,5,5,58,21,1357,1,0,0,4,3,1,1,58,18,FRA
833a91a1,0,0,5,1,116,0,0,0,0,0,0,0,5,18,FRA
8417953b,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
84549a07,3,3,24,7,427,0,0,0,2,2,0,0,24,18,FRA
84d94b91,1,1,27,4,747,0,0,0,0,0,0,0,27,18,FRA
85322440,0,0,5,3,97,0,0,0,0,0,0,0,5,18,FRA
857e2586,0,0,6,2,124,1,0,0,0,0,0,0,6,18,FRA
85a44ecc,1,1,16,4,289,0,0,0,1,1,0,0,16,18,FRA
8614496d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
86a2ba20,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
86e7deaf,1,1,11,3,140,0,0,0,0,0,0,0,11,18,FRA
871fc5f8,0,0,1,0,9,0,0,0,0,0,0,0,1,18,FRA
872cd68c,1,1,5,2,130,0,0,0,0,0,0,0,5,18,FRA
8730ed6a,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
873ce3a2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
8746d5d0,0,0,2,1,45,0,0,0,0,0,0,0,2,18,FRA
8794e251,1,1,23,5,441,0,0,0,1,1,0,0,23,18,FRA
8802c1d5,0,0,31,13,570,0,0,0,1,1,-1,-1,31,18,FRA
881ef58c,4,4,24,10,436,0,0,0,2,2,2,2,24,18,FRA
883f251e,0,0,11,2,150,0,0,0,1,1,-1,-1,11,18,FRA
88615858,2,2,21,8,434,0,0,0,1,1,0,0,21,18,FRA
88fdac8b,0,0,1,1,18,0,0,0,0,0,0,0,1,18,FRA
8a2248b4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
8b298f56,5,3,26,7,706,14,2,2,3,2,1,0,24,18,FRA
8ba3a754,0,0,3,1,58,1,0,0,0,0,0,0,3,18,FRA
8c2c48a9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
8cb8dc58,1,1,3,1,27,0,0,0,0,0,0,0,3,18,FRA
8d043f1d,2,2,14,5,243,1,0,0,2,2,0,0,14,18,FRA
8da74c05,0,0,7,3,149,0,0,0,0,0,0,0,7,18,FRA
8dbff17c,1,1,15,2,217,1,0,0,2,2,-1,-1,15,18,FRA
8e2d5426,0,0,4,1,84,0,0,0,0,0,0,0,4,18,FRA
8e87af42,3,3,27,8,418,0,0,0,3,3,0,0,27,18,FRA
8eec784d,0,0,2,2,25,0,0,0,0,0,0,0,2,18,FRA
8f325097,1,1,7,1,158,0,0,0,0,0,0,0,7,18,FRA
8f696594,19,17,104,42,2236,20,2,2,12,10,7,6,102,18,FRA
8f898ba8,4,4,13,6,143,0,0,0,2,2,1,1,13,18,FRA
8ff07990,18,12,101,45,2242,21,6,7,15,9,2,2,94,18,FRA
8ff4872e,0,0,10,5,132,0,0,0,1,1,-1,-1,10,18,FRA
9001138b,7,6,23,12,335,0,1,2,6,5,0,1,21,18,FRA
909222de,5,5,31,9,443,0,0,0,4,4,0,0,31,18,FRA
90fcf472,9,9,49,23,867,2,0,0,4,4,4,4,49,18,FRA
91e58f66,0,0,15,2,397,0,0,0,0,0,0,0,15,18,FRA
91f2da4c,1,1,34,8,632,1,0,0,2,2,-1,-1,34,18,FRA
92232aad,4,4,19,7,241,0,0,0,2,2,1,1,19,18,FRA
9260926b,0,0,16,2,328,0,0,0,0,0,0,0,16,18,FRA
92b56413,0,0,5,2,125,0,0,0,0,0,0,0,5,18,FRA
933d3b51,0,0,8,2,204,0,0,0,0,0,0,0,8,18,FRA
942c6dc3,0,0,1,1,23,0,0,0,0,0,0,0,1,18,FRA
9453d2f4,1,1,7,4,84,0,0,0,1,1,0,0,7,18,FRA
950ff24d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
96908f80,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
96fcd380,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
97b87472,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
97fb4608,0,0,1,0,27,0,0,0,0,0,0,0,1,18,FRA
9836e892,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
9980269a,1,1,7,3,133,0,0,0,0,0,0,0,7,18,FRA
9a1f2e1c,1,1,8,2,144,0,0,0,0,0,0,0,8,18,FRA
9a493fb7,0,0,4,1,86,0,0,0,0,0,0,0,4,18,FRA
9a506145,1,1,11,2,157,0,0,0,1,1,0,0,11,18,FRA
9ae9eaea,0,0,2,1,48,0,0,0,0,0,0,0,2,18,FRA
9b6d9b53,0,0,16,3,364,0,0,0,1,1,-1,-1,16,18,FRA
9b8970ce,0,0,2,0,47,0,0,0,0,0,0,0,2,18,FRA
9dafff2a,0,0,6,1,164,0,0,0,0,0,0,0,6,18,FRA
9dd5da03,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
9e27e5de,1,1,19,5,296,0,0,0,2,2,-1,-1,19,18,FRA
9f29c204,1,1,18,2,428,0,0,0,0,0,0,0,18,18,FRA
9f6325f9,0,0,1,0,33,0,0,0,0,0,0,0,1,18,FRA
9ffdf29a,0,0,1,0,15,0,0,0,0,0,0,0,1,18,FRA
a0791826,0,0,3,0,76,0,0,0,0,0,0,0,3,18,FRA
a08b974a,9,9,63,22,982,0,0,0,10,10,-1,-1,63,18,FRA
a0f9b535,4,4,58,26,1322,3,0,0,4,4,0,0,58,18,FRA
a1017967,0,0,4,0,91,0,0,0,0,0,0,0,4,18,FRA
a1d04509,3,3,22,7,448,0,0,0,1,1,2,2,22,18,FRA
a2da58b1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
a3d524cb,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
a44d3a3c,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
a4527d33,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
a4b1028a,0,0,15,2,426,0,0,0,0,0,0,0,15,18,FRA
a4c3f7af,0,0,21,6,529,2,0,0,1,1,-1,-1,21,18,FRA
a51728e3,0,0,5,1,78,0,0,0,0,0,0,0,5,18,FRA
a557e6b0,0,0,2,0,62,0,0,0,0,0,0,0,2,18,FRA
a56bd2ee,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
a5876fca,0,0,1,0,20,0,0,0,0,0,0,0,1,18,FRA
a5db0bec,6,6,50,17,915,0,0,0,5,5,0,0,50,18,FRA
a6138e4a,1,1,7,5,145,0,0,0,0,0,0,0,7,18,FRA
a712ca2b,3,3,19,6,226,0,0,0,2,2,1,1,19,18,FRA
a8797cf1,1,1,7,2,191,0,0,0,0,0,0,0,7,18,FRA
a87e9eb6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
a8b4a643,0,0,3,1,74,0,0,0,0,0,0,0,3,18,FRA
aa1a8c7e,8,8,55,21,1100,5,0,0,7,7,1,1,55,18,FRA
aad56ca3,0,0,3,2,51,0,0,0,0,0,0,0,3,18,FRA
ab914649,0,0,11,3,155,0,0,0,1,1,-1,-1,11,18,FRA
abccacf7,0,0,1,0,10,0,0,0,0,0,0,0,1,18,FRA
ac62861c,0,0,26,2,702,0,0,0,0,0,0,0,26,18,FRA
ac73ec79,0,0,19,4,452,0,0,0,1,1,-1,-1,19,18,FRA
ad625c12,0,0,16,5,427,1,0,0,0,0,0,0,16,18,FRA
adf825b9,0,0,1,0,12,0,0,0,0,0,0,0,1,18,FRA
ae59b359,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
ae7d0ecd,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
ae82fa48,0,0,1,1,19,0,0,0,0,0,0,0,1,18,FRA
aef6e670,0,0,12,4,178,0,0,0,1,1,-1,-1,12,18,FRA
af0c835b,0,0,5,0,120,0,0,0,0,0,0,0,5,18,FRA
b0547a87,6,5,66,15,1393,4,1,2,6,4,0,0,64,18,FRA
b056e3da,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
b18a3023,2,2,16,4,265,0,0,0,1,1,0,0,16,18,FRA
b2bd0f6c,7,3,64,21,1452,4,4,4,9,5,-2,-2,60,18,FRA
b396a0b1,0,0,5,2,99,0,0,0,0,0,0,0,5,18,FRA
b4a014b1,1,1,25,7,447,8,0,0,1,1,0,0,25,18,FRA
b4c816a9,0,0,2,1,34,0,0,0,0,0,0,0,2,18,FRA
b51242ef,0,0,6,3,121,0,0,0,0,0,0,0,6,18,FRA
b666421b,3,3,14,6,133,0,0,0,1,1,1,1,14,18,FRA
b6dac747,0,0,6,2,160,0,0,0,0,0,0,0,6,18,FRA
b6e50615,2,2,10,4,226,0,0,0,0,0,1,1,10,18,FRA
b7e7937d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
b82880c6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
b86fe156,1,1,34,10,873,7,0,0,1,1,0,0,34,18,FRA
b92edde2,0,0,15,2,430,0,0,0,0,0,0,0,15,18,FRA
b931d9d1,0,0,14,1,387,0,0,0,0,0,0,0,14,18,FRA
b99bec05,1,1,14,3,347,0,0,0,0,0,0,0,14,18,FRA
bb4a42be,3,3,54,15,1193,6,0,0,3,3,0,0,54,18,FRA
bc270726,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
bc6bd723,16,15,106,42,1780,0,1,2,13,12,2,2,104,18,FRA
bcb98316,0,0,2,0,52,0,0,0,0,0,0,0,2,18,FRA
bcc81786,1,1,15,6,310,0,0,0,1,1,0,0,15,18,FRA
bced0375,1,1,20,5,502,0,0,0,1,1,0,0,20,18,FRA
bcf1b2e9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
bd4f5f94,1,1,5,1,39,0,0,0,0,0,0,0,5,18,FRA
beb391dd,4,4,31,12,523,1,0,0,3,3,0,1,31,18,FRA
bece776f,18,15,85,44,1844,17,3,4,12,9,5,5,81,18,FRA
beff5d14,1,1,11,2,199,1,0,0,1,1,0,0,11,18,FRA
bf354e77,0,0,16,1,257,0,0,0,1,1,-1,-1,16,18,FRA
bfdb33aa,5,5,41,14,676,0,0,0,4,4,0,0,41,18,FRA
c0cddebe,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
c121a641,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
c1febb46,1,1,26,7,556,0,0,0,1,1,0,0,26,18,FRA
c2211709,4,4,39,10,963,0,0,0,2,2,1,1,39,18,FRA
c26a3918,0,0,16,3,376,0,0,0,0,0,0,0,16,18,FRA
c27dfb82,0,0,21,5,485,3,0,0,1,1,-1,-1,21,18,FRA
c3512013,0,0,2,0,46,0,0,0,0,0,0,0,2,18,FRA
c3725db2,0,0,4,0,37,0,0,0,0,0,0,0,4,18,FRA
c4527123,0,0,6,1,70,0,0,0,0,0,0,0,6,18,FRA
c46fa34c,0,0,23,3,724,0,0,0,0,0,0,0,23,18,FRA
c47541e0,13,13,80,30,1368,6,0,0,8,8,4,4,80,18,FRA
c4bbea9f,0,0,20,4,246,0,0,0,1,1,-1,-1,20,18,FRA
c53083ad,2,1,17,3,328,0,1,2,2,1,0,0,15,18,FRA
c58270f8,2,2,18,6,243,0,0,1,3,2,-1,0,17,18,FRA
c5a500ca,8,4,64,22,1350,8,4,5,8,4,0,0,59,18,FRA
c6056d58,3,3,24,7,256,0,0,0,2,2,0,0,24,18,FRA
c650629d,7,7,39,14,604,0,0,0,5,5,1,1,39,18,FRA
c69ef855,1,1,11,3,179,0,0,0,0,0,0,0,11,18,FRA
c6ac6579,9,9,44,20,484,0,0,0,10,10,-1,-1,44,18,FRA
c6e5d20f,3,3,45,15,1075,4,0,0,2,2,0,0,45,18,FRA
c76b7567,5,5,58,16,1015,0,0,0,4,4,0,0,58,18,FRA
c801616a,2,1,36,9,810,10,1,1,3,2,-1,-1,35,18,FRA
c8c02ac7,0,0,15,2,433,0,0,0,0,0,0,0,15,18,FRA
c8c60119,1,1,7,1,110,0,0,0,0,0,0,0,7,18,FRA
c9e99e49,1,1,27,5,723,9,0,0,1,1,0,0,27,18,FRA
cac76a72,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
cb9ec45d,0,0,1,0,31,0,0,0,0,0,0,0,1,18,FRA
cc41f558,0,0,1,0,25,0,0,0,0,0,0,0,1,18,FRA
cc77354e,0,0,2,1,17,0,0,0,0,0,0,0,2,18,FRA
ccb1c3af,1,1,22,7,519,0,0,0,1,1,0,0,22,18,FRA
ccbbe661,2,2,21,5,285,0,0,0,2,2,0,0,21,18,FRA
cd387ff4,1,1,14,7,282,1,0,0,0,0,0,0,14,18,FRA
cdf65d12,0,0,6,0,70,0,0,0,0,0,0,0,6,18,FRA
ce17b5eb,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
ce316f8c,1,1,27,6,410,0,0,0,3,3,-2,-2,27,18,FRA
ce492295,0,0,4,0,60,0,0,0,0,0,0,0,4,18,FRA
cee88597,0,0,4,2,82,0,0,0,0,0,0,0,4,18,FRA
cf4053e2,3,3,30,12,543,0,0,0,3,3,0,0,30,18,FRA
cfd8dde3,0,0,27,7,472,0,0,0,1,1,-1,-1,27,18,FRA
cfe852d8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
d14229f3,5,5,25,10,325,0,0,0,3,3,1,1,25,18,FRA
d2110326,1,1,4,1,33,0,0,0,0,0,0,0,4,18,FRA
d2448564,3,3,48,19,840,0,0,0,4,4,-1,-1,48,18,FRA
d28b4a9d,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
d2aa8ac0,2,2,13,4,325,0,0,0,0,0,1,1,13,18,FRA
d33c706e,5,4,68,18,1292,7,1,2,9,7,-4,-3,66,18,FRA
d3b58e33,0,0,3,2,46,0,0,0,0,0,0,0,3,18,FRA
d3ce9f1f,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
d4133fa1,0,0,4,0,91,0,0,0,0,0,0,0,4,18,FRA
d504b3e1,0,0,4,2,82,0,0,0,0,0,0,0,4,18,FRA
d512db65,0,0,1,0,8,0,0,0,0,0,0,0,1,18,FRA
d520120b,12,9,49,22,695,1,3,3,10,7,2,1,46,18,FRA
d5f2f82b,0,0,15,0,180,0,0,0,1,1,-1,-1,15,18,FRA
d63e2912,0,0,3,1,57,0,0,0,0,0,0,0,3,18,FRA
d6a889ea,0,0,10,3,227,0,0,0,0,0,0,0,10,18,FRA
d72db2f5,0,0,7,0,135,0,0,0,0,0,0,0,7,18,FRA
d7553721,4,4,38,14,828,0,0,0,2,2,1,1,38,18,FRA
d7bf3d19,0,0,12,0,349,0,0,0,0,0,0,0,12,18,FRA
d8b97bb3,2,2,10,5,153,0,0,0,1,1,0,0,10,18,FRA
d9afac11,3,3,33,9,432,0,0,0,4,4,-1,-1,33,18,FRA
dbb10755,1,1,14,3,149,0,0,0,1,1,0,0,14,18,FRA
dc366c36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,FRA
dc3a9a0d,2,2,29,7,568,2,0,0,2,2,0,0,29,18,FRA
dcf7cf44,2,2,12,4,252,1,0,0,0,0,1,1,12,18,FRA
de343d38,0,0,9,2,185,0,0,0,0,0,0,0,9,18,FRA
de488e56,0,0,11,3,277,0,0,0,0,0,0,0,11,18,FRA
de4fe7a2,0,0,19,4,283,1,0,0,2,2,-2,-2,19,18,FRA
e067808c,4,4,29,8,394,0,0,0,4,4,0,0,29,18,FRA
e0d725fe,0,0,17,4,421,0,0,0,0,0,0,0,17,18,FRA
e162b013,4,4,11,5,170,0,0,0,0,0,3,3,11,18,FRA
e1b3413d,1,1,15,3,271,0,0,0,0,0,0,0,15,18,FRA
e2f9bb5f,0,0,3,0,68,0,0,0,0,0,0,0,3,18,FRA
