id,sca,sca_pass_live,sca_pass_dead,sca_take_on,sca_shot,sca_fouled,sca_def,gca,gca_pass_live,gca_pass_dead,gca_take_on,gca_shot,gca_fouled,gca_def,season,comp
86df8ac0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
86e7deaf,26,23,0,0,1,1,1,3,3,0,0,0,0,0,19,FRA
872cd68c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
873ce3a2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
8746d5d0,14,8,3,1,0,2,0,1,0,0,0,0,1,0,19,FRA
8794e251,28,24,2,1,1,0,0,10,8,1,0,1,0,0,19,FRA
8802c1d5,14,11,1,0,1,0,1,1,1,0,0,0,0,0,19,FRA
885b7aa7,12,10,1,0,0,0,1,1,1,0,0,0,0,0,19,FRA
8870154f,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
88f130ed,4,3,0,0,0,1,0,0,0,0,0,0,0,0,19,FRA
8a2248b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
8b28686a,9,6,2,1,0,0,0,1,1,0,0,0,0,0,19,FRA
8b298f56,108,70,20,3,5,8,2,11,5,2,1,2,1,0,19,FRA
8b529245,19,10,0,4,3,2,0,3,0,0,1,1,1,0,19,FRA
8b66d9cc,66,39,6,11,4,5,1,4,2,0,1,1,0,0,19,FRA
8c2c48a9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
8c955557,24,16,1,6,1,0,0,3,1,0,2,0,0,0,19,FRA
8ca253a3,26,15,1,3,3,4,0,4,0,0,2,1,1,0,19,FRA
8da74c05,60,51,1,3,1,2,2,3,2,0,0,0,1,0,19,FRA
8dbff17c,10,5,0,0,5,0,0,1,0,0,0,1,0,0,19,FRA
8eec784d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
8f325097,8,8,0,0,0,0,0,1,1,0,0,0,0,0,19,FRA
8f4d116f,54,48,0,0,4,1,1,3,1,0,0,2,0,0,19,FRA
8f534f8e,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,FRA
8f696594,220,128,56,13,13,9,1,13,9,1,1,2,0,0,19,FRA
8fa8f8d2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,19,FRA
8ff07990,48,33,0,2,5,8,0,6,5,0,0,1,0,0,19,FRA
8ff4872e,27,17,2,1,1,6,0,1,0,0,0,0,1,0,19,FRA
9001138b,26,17,1,2,4,2,0,3,1,1,0,0,1,0,19,FRA
909222de,52,33,0,9,4,6,0,13,10,0,1,0,2,0,19,FRA
90eb507d,40,34,5,0,0,1,0,1,0,1,0,0,0,0,19,FRA
90f87966,26,22,1,0,3,0,0,2,2,0,0,0,0,0,19,FRA
90fcf472,66,38,4,11,9,2,2,7,2,0,3,2,0,0,19,FRA
91e58f66,20,17,0,0,0,1,2,1,1,0,0,0,0,0,19,FRA
91f2da4c,54,36,0,9,2,7,0,3,3,0,0,0,0,0,19,FRA
92232aad,45,34,5,1,3,2,0,3,2,1,0,0,0,0,19,FRA
923f4dda,28,19,0,2,1,6,0,4,3,0,0,0,1,0,19,FRA
92b1763b,2,1,0,0,1,0,0,1,0,0,0,1,0,0,19,FRA
92b56413,48,44,0,0,0,1,3,6,6,0,0,0,0,0,19,FRA
92cd4bef,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
933d3b51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
934a0957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
93c942fb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
9453d2f4,23,14,0,1,2,5,1,1,1,0,0,0,0,0,19,FRA
94f8d10c,12,11,0,0,1,0,0,0,0,0,0,0,0,0,19,FRA
950ff24d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
972aeb2a,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
97b87472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
97fb4608,7,7,0,0,0,0,0,2,2,0,0,0,0,0,19,FRA
9836e892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
9980269a,46,32,0,7,1,5,1,4,2,0,1,0,1,0,19,FRA
9a1f2e1c,33,29,0,0,1,3,0,1,1,0,0,0,0,0,19,FRA
9a506145,15,9,0,0,3,2,1,0,0,0,0,0,0,0,19,FRA
9ae9eaea,16,15,1,0,0,0,0,3,3,0,0,0,0,0,19,FRA
9b398aea,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
9b6d9b53,32,26,2,2,0,2,0,5,4,0,1,0,0,0,19,FRA
9daeac61,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
9dafff2a,6,2,1,0,1,1,1,0,0,0,0,0,0,0,19,FRA
9dd5da03,39,33,2,0,1,1,2,4,4,0,0,0,0,0,19,FRA
9e27e5de,26,23,0,0,2,1,0,1,1,0,0,0,0,0,19,FRA
9f29c204,5,4,0,1,0,0,0,0,0,0,0,0,0,0,19,FRA
9f6325f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
9f90c06b,3,3,0,0,0,0,0,1,1,0,0,0,0,0,19,FRA
9fc0f253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
a0434482,61,49,1,7,3,0,1,7,5,0,1,0,0,1,19,FRA
a08b974a,68,44,2,5,4,11,2,10,7,0,1,1,1,0,19,FRA
a0f9b535,166,89,31,24,8,13,1,15,10,2,0,2,1,0,19,FRA
a1d04509,19,17,0,1,1,0,0,1,1,0,0,0,0,0,19,FRA
a44d3a3c,3,1,0,0,0,1,1,1,0,0,0,0,0,1,19,FRA
a4527d33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
a46472d0,15,14,0,1,0,0,0,2,2,0,0,0,0,0,19,FRA
a4b1028a,72,56,3,8,4,0,1,5,4,0,1,0,0,0,19,FRA
a4c3f7af,41,30,4,4,1,1,1,2,2,0,0,0,0,0,19,FRA
a56bd2ee,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
a5db0bec,123,97,0,5,11,9,1,20,11,0,0,3,5,1,19,FRA
a6138e4a,21,16,1,2,1,1,0,3,3,0,0,0,0,0,19,FRA
a634b9d2,12,11,1,0,0,0,0,2,2,0,0,0,0,0,19,FRA
a671316d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
a7e4760c,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
a8797cf1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
a8b4a643,7,4,0,0,1,2,0,1,1,0,0,0,0,0,19,FRA
aa21406e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
ab096c6f,37,33,2,0,2,0,0,6,5,1,0,0,0,0,19,FRA
acde3581,10,5,0,1,1,3,0,2,0,0,0,0,2,0,19,FRA
ad82197c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
ae59b359,14,10,0,1,0,2,1,5,2,0,1,0,1,1,19,FRA
ae6941ec,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
ae82fa48,14,3,5,1,2,3,0,0,0,0,0,0,0,0,19,FRA
aeed036d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
aeed5c06,34,27,1,6,0,0,0,10,8,0,2,0,0,0,19,FRA
aef6e670,19,13,2,0,1,1,2,6,4,0,0,1,0,1,19,FRA
af0c835b,46,37,1,1,4,2,1,4,3,0,0,1,0,0,19,FRA
b0547a87,48,27,11,2,4,3,1,4,2,1,0,1,0,0,19,FRA
b056e3da,2,2,0,0,0,0,0,1,1,0,0,0,0,0,19,FRA
b1adaefa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
b2459674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
b2bd0f6c,102,83,2,7,4,6,0,9,6,0,1,1,1,0,19,FRA
b4a014b1,32,25,1,0,4,1,1,2,1,0,0,1,0,0,19,FRA
b4c816a9,15,8,0,2,3,2,0,0,0,0,0,0,0,0,19,FRA
b666421b,18,15,1,1,0,1,0,3,1,0,1,0,1,0,19,FRA
b66d1d8a,18,14,3,1,0,0,0,3,3,0,0,0,0,0,19,FRA
b684a484,8,5,0,0,1,2,0,1,1,0,0,0,0,0,19,FRA
b6dac747,36,28,0,3,3,2,0,3,0,0,1,1,1,0,19,FRA
b7e7937d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
b8d22478,59,29,10,8,3,9,0,4,2,0,1,0,1,0,19,FRA
b92edde2,54,48,3,1,0,1,1,3,3,0,0,0,0,0,19,FRA
b931d9d1,15,8,3,1,2,0,1,1,1,0,0,0,0,0,19,FRA
b99bec05,38,30,1,3,2,1,1,1,0,0,1,0,0,0,19,FRA
bb4a42be,49,27,3,6,9,4,0,6,2,2,0,0,2,0,19,FRA
bc0bfc64,4,3,0,0,0,1,0,0,0,0,0,0,0,0,19,FRA
bc270726,6,3,3,0,0,0,0,0,0,0,0,0,0,0,19,FRA
bc7b4580,33,25,3,1,0,1,3,4,4,0,0,0,0,0,19,FRA
bcc81786,38,26,5,5,2,0,0,2,2,0,0,0,0,0,19,FRA
bced0375,56,46,1,2,5,2,0,3,1,0,0,2,0,0,19,FRA
bcf1b2e9,12,9,3,0,0,0,0,0,0,0,0,0,0,0,19,FRA
bd4f5f94,5,4,0,0,0,1,0,0,0,0,0,0,0,0,19,FRA
bdedd861,41,29,1,2,7,1,1,1,1,0,0,0,0,0,19,FRA
beae3a73,75,55,0,3,7,9,1,8,5,0,1,2,0,0,19,FRA
beb391dd,58,36,2,10,6,4,0,9,5,0,3,1,0,0,19,FRA
bece776f,130,80,16,13,11,10,0,13,11,0,1,0,1,0,19,FRA
bfcef334,30,20,6,2,0,1,1,1,0,1,0,0,0,0,19,FRA
bfdb33aa,113,63,0,15,10,22,3,18,10,0,4,1,3,0,19,FRA
c0b3669f,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,FRA
c20bdcd7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
c2211709,83,67,0,4,2,6,4,11,7,0,1,1,1,1,19,FRA
c252c705,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,FRA
c26a3918,56,45,2,3,0,4,2,4,3,0,1,0,0,0,19,FRA
c27dfb82,31,22,3,3,3,0,0,7,5,0,2,0,0,0,19,FRA
c39d9657,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
c3e4ecbb,13,11,1,0,1,0,0,1,1,0,0,0,0,0,19,FRA
c4527123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
c46fa34c,47,44,0,2,0,0,1,5,4,0,1,0,0,0,19,FRA
c47541e0,93,63,0,15,4,11,0,15,11,0,3,0,1,0,19,FRA
c4bbea9f,29,27,0,0,2,0,0,2,2,0,0,0,0,0,19,FRA
c58270f8,6,3,0,1,1,1,0,1,1,0,0,0,0,0,19,FRA
c5a500ca,131,65,17,19,13,15,2,12,5,0,0,3,4,0,19,FRA
c6056d58,11,10,0,0,1,0,0,2,2,0,0,0,0,0,19,FRA
c650629d,40,32,1,3,1,2,1,3,3,0,0,0,0,0,19,FRA
c693347d,22,17,0,0,2,2,1,4,4,0,0,0,0,0,19,FRA
c69ef855,25,22,0,0,0,1,2,2,2,0,0,0,0,0,19,FRA
c6ac6579,10,9,0,0,1,0,0,2,2,0,0,0,0,0,19,FRA
c6e5d20f,112,65,41,0,2,2,2,9,5,3,0,0,1,0,19,FRA
c76577a0,7,2,0,0,3,2,0,2,0,0,0,1,1,0,19,FRA
c76b7567,94,69,5,10,5,4,1,15,12,0,0,3,0,0,19,FRA
c801616a,53,32,17,1,2,1,0,3,1,1,0,1,0,0,19,FRA
c8090cb3,48,41,1,0,4,2,0,2,0,0,0,1,1,0,19,FRA
c8c02ac7,20,18,2,0,0,0,0,0,0,0,0,0,0,0,19,FRA
c8c60119,5,4,0,0,1,0,0,0,0,0,0,0,0,0,19,FRA
c977ef13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
c9e99e49,60,54,2,0,1,2,1,11,10,0,0,0,0,1,19,FRA
cac76a72,2,1,1,0,0,0,0,0,0,0,0,0,0,0,19,FRA
cb9ec45d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
cc77354e,31,25,2,0,0,3,1,2,2,0,0,0,0,0,19,FRA
ccb1c3af,4,1,3,0,0,0,0,1,0,1,0,0,0,0,19,FRA
ccee698e,62,44,0,4,6,7,1,5,4,0,0,1,0,0,19,FRA
ce492295,15,13,0,0,1,1,0,2,0,0,0,1,1,0,19,FRA
ce84946a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
cfd41fad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
cfd8dde3,13,10,0,0,2,1,0,3,2,0,0,0,1,0,19,FRA
d14229f3,21,14,0,0,2,5,0,2,2,0,0,0,0,0,19,FRA
d21e361a,11,8,0,0,0,2,1,1,1,0,0,0,0,0,19,FRA
d2448564,25,16,2,5,0,1,1,3,3,0,0,0,0,0,19,FRA
d29202c2,6,3,0,1,0,2,0,0,0,0,0,0,0,0,19,FRA
d2aa8ac0,45,32,7,0,0,5,1,3,3,0,0,0,0,0,19,FRA
d33c706e,114,76,9,17,6,5,1,9,9,0,0,0,0,0,19,FRA
d3ce9f1f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
d4133fa1,67,57,2,1,2,3,2,6,6,0,0,0,0,0,19,FRA
d504b3e1,100,67,0,13,3,14,3,9,7,0,1,1,0,0,19,FRA
d512db65,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
d520120b,64,42,0,1,9,9,3,5,4,0,0,0,0,1,19,FRA
d5f2f82b,26,20,0,0,1,2,3,2,2,0,0,0,0,0,19,FRA
d63e2912,70,53,8,0,2,5,2,7,6,1,0,0,0,0,19,FRA
d6f88a1d,28,21,3,1,1,1,1,1,1,0,0,0,0,0,19,FRA
d7553721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
d7bf3d19,40,36,0,0,1,2,1,1,0,0,0,1,0,0,19,FRA
d880dc16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
d8b97bb3,25,19,1,2,1,2,0,2,1,0,0,0,1,0,19,FRA
d8fc044e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
d9a66c60,21,12,0,2,4,2,1,4,1,0,1,1,1,0,19,FRA
dc366c36,2,0,2,0,0,0,0,1,0,1,0,0,0,0,19,FRA
dc709ab5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
dcf7cf44,14,11,1,1,1,0,0,3,3,0,0,0,0,0,19,FRA
dd73120f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
de40e38c,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
de488e56,20,15,2,0,0,3,0,0,0,0,0,0,0,0,19,FRA
df819670,6,6,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
dff153a4,34,23,9,0,0,1,1,3,3,0,0,0,0,0,19,FRA
e067808c,14,7,0,2,3,2,0,0,0,0,0,0,0,0,19,FRA
e110ea4b,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e162b013,39,33,0,1,4,1,0,8,6,0,0,1,1,0,19,FRA
e1df6989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e2f9bb5f,8,6,1,0,0,1,0,0,0,0,0,0,0,0,19,FRA
e3d0b0c4,31,26,2,0,3,0,0,2,1,0,0,1,0,0,19,FRA
e3e05edf,46,35,4,5,2,0,0,3,2,0,0,1,0,0,19,FRA
e4086af3,12,9,2,0,0,1,0,1,1,0,0,0,0,0,19,FRA
e40d028b,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e493cff8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e4a26a91,10,9,0,0,0,0,1,1,1,0,0,0,0,0,19,FRA
e50623a0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e53ab10b,15,11,0,0,4,0,0,3,1,0,0,2,0,0,19,FRA
e54a9890,39,25,2,4,2,6,0,4,1,0,1,0,2,0,19,FRA
e562a02e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e6777e6b,13,9,0,0,3,0,1,1,0,0,0,1,0,0,19,FRA
e68f2cb4,64,40,9,4,3,7,1,6,5,0,1,0,0,0,19,FRA
e6eadfb8,38,33,2,2,0,1,0,6,6,0,0,0,0,0,19,FRA
e7986081,64,41,0,6,8,9,0,8,5,0,1,1,1,0,19,FRA
e8a65bc8,6,3,0,1,0,2,0,0,0,0,0,0,0,0,19,FRA
e8b5ad37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
e90af77c,51,34,8,0,5,3,1,6,4,0,0,2,0,0,19,FRA
e97150c0,13,12,1,0,0,0,0,0,0,0,0,0,0,0,19,FRA
ea02beaf,56,42,1,3,8,1,1,6,5,0,1,0,0,0,19,FRA
ea0aa7e0,7,5,0,1,0,1,0,1,1,0,0,0,0,0,19,FRA
ea0ff634,46,38,0,0,4,4,0,7,6,0,0,1,0,0,19,FRA
ea540835,11,8,0,1,0,0,2,0,0,0,0,0,0,0,19,FRA
eb78322b,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
eba1e557,3,3,0,0,0,0,0,1,1,0,0,0,0,0,19,FRA
ec400194,67,56,7,2,2,0,0,3,3,0,0,0,0,0,19,FRA
ed0c3318,17,11,0,0,4,2,0,6,2,0,0,2,2,0,19,FRA
ed45c4a5,175,116,39,5,8,6,1,12,8,2,1,1,0,0,19,FRA
edd1466a,45,30,6,2,3,3,1,4,3,0,0,1,0,0,19,FRA
ef2e5e1a,46,36,5,1,4,0,0,8,5,1,1,1,0,0,19,FRA
ef7cd87a,75,55,0,4,7,7,2,7,2,0,2,2,1,0,19,FRA
ef9c1c95,67,50,1,4,1,7,4,6,4,0,1,0,1,0,19,FRA
f00de885,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
f09a8b75,86,48,19,11,5,3,0,5,2,1,0,1,1,0,19,FRA
f10983ae,11,7,3,0,0,1,0,1,1,0,0,0,0,0,19,FRA
f18d7ab2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
f1b2365a,46,38,0,1,3,4,0,7,7,0,0,0,0,0,19,FRA
f3085377,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
f323d995,33,22,0,0,8,2,1,6,4,0,0,1,1,0,19,FRA
f3600c02,34,24,5,2,0,2,1,2,1,1,0,0,0,0,19,FRA
f3642ba8,28,24,0,0,1,2,1,2,1,0,0,1,0,0,19,FRA
f36c432f,16,9,0,0,6,1,0,1,1,0,0,0,0,0,19,FRA
f4319ee8,22,14,6,0,1,1,0,2,1,1,0,0,0,0,19,FRA
f449640d,56,46,3,3,0,4,0,7,6,0,0,0,1,0,19,FRA
f4bc42b1,101,70,0,19,4,6,2,12,5,0,6,1,0,0,19,FRA
f5044e54,74,50,11,1,6,5,1,3,2,1,0,0,0,0,19,FRA
f54d2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
f6db3bd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
f7691f63,34,13,17,0,1,2,1,3,0,3,0,0,0,0,19,FRA
f7b1d4e0,68,30,23,1,7,7,0,4,3,1,0,0,0,0,19,FRA
f83c8d6c,61,50,0,3,3,3,2,6,6,0,0,0,0,0,19,FRA
f86ca403,11,8,0,0,1,1,1,0,0,0,0,0,0,0,19,FRA
fa18c72e,30,23,3,1,2,1,0,3,2,0,1,0,0,0,19,FRA
fbbb9269,36,29,0,3,1,3,0,1,1,0,0,0,0,0,19,FRA
fbf76716,5,3,1,0,0,1,0,0,0,0,0,0,0,0,19,FRA
fca455cc,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
fcb38f57,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
fcbcbd94,38,21,0,5,3,7,2,8,3,0,2,0,2,1,19,FRA
fd2bc67d,21,17,0,0,3,0,1,1,1,0,0,0,0,0,19,FRA
fe006f82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,FRA
ff0ab48c,55,41,3,2,5,3,1,7,7,0,0,0,0,0,19,FRA
ff3a6a60,6,5,0,1,0,0,0,1,1,0,0,0,0,0,19,FRA
005ca692,6,4,0,0,1,0,1,0,0,0,0,0,0,0,19,CL
00672021,15,14,0,0,0,1,0,2,2,0,0,0,0,0,19,CL
0174ba21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0193a8bf,6,5,0,0,0,1,0,2,1,0,0,0,1,0,19,CL
01a49bd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
01b8a2b2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
01c3aff5,8,8,0,0,0,0,0,1,1,0,0,0,0,0,19,CL
01e5f06e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
01eb744d,11,9,0,1,1,0,0,2,1,0,1,0,0,0,19,CL
02c15616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19,CL
032f894e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0331786b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0375723e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
03bd0bf4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,19,CL
03df04ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
042d286e,11,8,0,1,1,1,0,1,1,0,0,0,0,0,19,CL
042e8a49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
048a1cbc,12,10,2,0,0,0,0,0,0,0,0,0,0,0,19,CL
04ac8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0534149c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
05439de2,10,9,1,0,0,0,0,4,4,0,0,0,0,0,19,CL
05a84d52,18,9,0,1,5,2,1,4,3,0,0,0,1,0,19,CL
05d548d8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
061e8e23,6,3,0,0,1,1,1,1,1,0,0,0,0,0,19,CL
06df8256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
075fe5a3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
07750704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
07ab6542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
08511d65,2,1,0,0,1,0,0,0,0,0,0,0,0,0,19,CL
089550f5,13,11,0,0,2,0,0,1,1,0,0,0,0,0,19,CL
08aa17d0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
09586899,19,11,2,2,4,0,0,5,2,1,1,1,0,0,19,CL
0959c2a2,4,4,0,0,0,0,0,1,1,0,0,0,0,0,19,CL
099b9c78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0a6dbbf7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0a89e877,10,9,0,0,0,1,0,0,0,0,0,0,0,0,19,CL
0ab1f153,20,18,1,0,1,0,0,2,1,0,0,1,0,0,19,CL
0ac94a23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0acf0e1c,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0aeeed3f,13,10,0,1,2,0,0,1,1,0,0,0,0,0,19,CL
0b4f388a,11,5,0,2,1,3,0,0,0,0,0,0,0,0,19,CL
0b5a292a,16,15,0,0,0,1,0,1,1,0,0,0,0,0,19,CL
0b90bb97,6,5,0,1,0,0,0,1,1,0,0,0,0,0,19,CL
0c2ac3cb,2,2,0,0,0,0,0,1,1,0,0,0,0,0,19,CL
0d10333c,7,6,0,0,1,0,0,0,0,0,0,0,0,0,19,CL
0d267745,6,4,0,0,2,0,0,0,0,0,0,0,0,0,19,CL
0d82903c,18,13,1,0,3,1,0,0,0,0,0,0,0,0,19,CL
0e100630,8,8,0,0,0,0,0,1,1,0,0,0,0,0,19,CL
0e21fc3c,10,10,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
0e61c46b,2,1,1,0,0,0,0,0,0,0,0,0,0,0,19,CL
0e6bc38c,3,3,0,0,0,0,0,1,1,0,0,0,0,0,19,CL
0ef89a37,42,29,4,3,3,3,0,4,4,0,0,0,0,0,19,CL
0f5e0b8a,4,3,0,0,0,1,0,0,0,0,0,0,0,0,19,CL
0f888175,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
101da2b5,16,16,0,0,0,0,0,1,1,0,0,0,0,0,19,CL
106bca06,5,2,1,0,0,1,1,0,0,0,0,0,0,0,19,CL
111c3236,3,2,0,0,1,0,0,1,0,0,0,1,0,0,19,CL
116c35df,4,2,0,0,1,1,0,1,1,0,0,0,0,0,19,CL
119b9a8e,10,9,0,1,0,0,0,1,1,0,0,0,0,0,19,CL
11b9265b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
11fd2b75,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
129af0db,1,0,0,0,1,0,0,1,0,0,0,1,0,0,19,CL
12c50af5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
12e6d21a,3,2,0,1,0,0,0,0,0,0,0,0,0,0,19,CL
13ac19de,12,7,3,1,0,1,0,0,0,0,0,0,0,0,19,CL
13c44fc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1432d037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1453e3cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1467af0d,24,21,2,0,0,0,1,2,2,0,0,0,0,0,19,CL
149895bf,23,15,0,3,2,3,0,2,1,0,0,0,1,0,19,CL
14b8fcdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
14e8e9d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
15eb04ec,19,9,5,4,1,0,0,1,0,1,0,0,0,0,19,CL
163bbd4a,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
16657b95,19,16,0,0,2,0,1,1,0,0,0,1,0,0,19,CL
16b9d5cf,9,8,0,1,0,0,0,2,2,0,0,0,0,0,19,CL
1840e36d,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1880614f,16,10,4,0,1,1,0,3,2,0,0,1,0,0,19,CL
19053e31,5,4,0,0,1,0,0,0,0,0,0,0,0,0,19,CL
1971591f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
19cda00b,33,25,3,2,3,0,0,5,3,2,0,0,0,0,19,CL
19e4dca5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
19e4eab9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1a2935f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1a6b7ea4,10,8,0,0,1,1,0,2,1,0,0,1,0,0,19,CL
1a6f2a66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1a992676,14,9,2,1,0,1,1,2,1,0,0,0,0,1,19,CL
1adcf39e,8,7,0,1,0,0,0,0,0,0,0,0,0,0,19,CL
1b7ec703,7,5,0,2,0,0,0,1,1,0,0,0,0,0,19,CL
1bacc518,25,20,1,2,0,1,1,2,2,0,0,0,0,0,19,CL
1bebde9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
1bf33a9a,11,7,2,2,0,0,0,1,1,0,0,0,0,0,19,CL
