id,matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp
0a1cb833,34,34,3060,34,40,162,123,10,12,12,8,4,2,1,1,18,GER
0d55d942,33,33,2906,32,53,151,102,8,11,14,9,5,4,0,1,18,GER
0d8a37c2,5,4,435,4,10,23,13,1,0,3,1,0,0,0,0,18,GER
16b8fabd,2,1,91,1,4,7,3,0,1,0,0,0,0,0,0,18,GER
17376543,2,1,154,1,3,7,4,0,1,0,0,0,0,0,0,18,GER
1e43fad8,34,34,3015,33,37,127,89,18,9,7,12,6,3,2,1,18,GER
2628fd2b,33,33,2970,33,40,110,70,15,10,8,10,5,5,0,0,18,GER
27d2618c,31,31,2790,31,44,140,97,10,10,11,7,6,5,0,1,18,GER
2e7ff968,32,32,2880,32,42,159,116,10,10,12,9,2,1,1,0,18,GER
3cd9e95a,34,34,3060,34,70,201,130,5,7,22,5,9,8,1,0,18,GER
420c18a1,30,30,2625,29,42,151,110,12,8,10,6,4,4,0,0,18,GER
47064058,34,34,3060,34,48,147,100,15,10,9,10,4,3,1,0,18,GER
4a15e95b,24,24,2160,24,38,95,58,4,6,14,6,4,3,0,1,18,GER
5b52d1f7,2,2,180,2,0,4,4,2,0,0,2,0,0,0,0,18,GER
5c4bf6ba,15,15,1350,15,27,70,44,3,5,7,2,4,4,0,0,18,GER
73e2f6eb,31,31,2790,31,45,158,113,9,9,13,5,3,2,0,1,18,GER
7d3e7da6,29,29,2610,29,26,84,58,23,3,3,12,4,1,3,0,18,GER
7fe12375,2,2,180,2,4,7,3,0,1,1,0,1,1,0,0,18,GER
83e0eeb4,3,3,270,3,9,20,11,1,0,2,0,1,0,0,1,18,GER
8778c910,3,3,270,3,2,7,5,2,0,1,2,0,0,0,0,18,GER
9d12e142,33,33,2969,33,43,145,102,15,9,9,12,3,3,0,0,18,GER
a0606ae8,34,34,3060,34,36,155,117,15,6,13,12,6,4,2,0,18,GER
a165a577,1,1,90,1,4,8,3,0,0,1,0,1,0,1,0,18,GER
ad3389d5,34,34,3060,34,45,133,90,14,7,13,7,3,2,0,1,18,GER
afb0c500,1,0,45,0,0,2,2,0,0,0,1,0,0,0,0,18,GER
bb25c778,3,3,270,3,2,14,12,0,3,0,1,1,1,0,0,18,GER
bcb2ccd8,33,33,2970,33,52,147,95,15,8,10,6,5,5,0,0,18,GER
cbac6ec9,5,5,450,5,7,21,13,1,1,3,1,1,0,1,0,18,GER
d6f6ce93,10,10,900,10,15,47,32,4,1,5,1,0,0,0,0,18,GER
db401046,34,34,3060,34,48,153,104,6,15,13,8,9,6,3,0,18,GER
dc29b608,1,1,90,1,1,4,3,0,0,1,0,0,0,0,0,18,GER
f71890f5,14,14,1260,14,18,53,35,5,3,6,4,2,1,0,1,18,GER
10072610,3,2,226,2,1,5,4,2,0,0,2,0,0,0,0,18,ENG
1148323a,2,2,180,2,6,13,8,1,0,1,0,0,0,0,0,18,ENG
1840e36d,35,35,3150,35,34,106,74,20,6,9,15,2,2,0,0,18,ENG
1bebde9d,1,1,90,1,1,4,4,0,1,0,0,0,0,0,0,18,ENG
1e26e376,1,1,90,1,0,3,3,1,0,0,1,0,0,0,0,18,ENG
32e7ce92,19,19,1710,19,14,45,30,11,5,3,10,3,2,1,0,18,ENG
36c2ca73,18,18,1620,18,26,68,42,3,8,7,4,1,1,0,0,18,ENG
3a949a25,12,12,1080,12,11,37,25,6,1,5,4,1,0,1,0,18,ENG
3bb7b8b4,36,36,3194,35,26,80,54,30,4,2,16,2,0,2,0,18,ENG
4535e4bb,38,38,3420,38,54,172,121,9,13,16,10,3,1,2,0,18,ENG
4806ec67,38,38,3420,38,58,178,119,13,10,15,10,5,3,1,1,18,ENG
4b40d9ca,35,34,3115,34,35,148,113,12,11,11,12,5,3,1,1,18,ENG
53af52f3,33,33,2965,32,47,138,90,11,10,12,8,3,1,2,0,18,ENG
63d17038,1,1,90,1,0,3,3,1,0,0,1,0,0,0,0,18,ENG
71672fa0,34,34,3039,33,48,135,85,16,6,12,11,6,5,1,0,18,ENG
76eca7e2,27,27,2430,27,41,127,88,8,6,13,7,1,1,0,0,18,ENG
7b4de647,38,38,3420,38,61,170,109,11,11,16,6,3,2,1,0,18,ENG
7ba6d84e,37,37,3330,37,28,140,114,24,6,7,18,1,1,0,0,18,ENG
7ca2d989,1,1,90,1,1,3,2,0,1,0,0,0,0,0,0,18,ENG
82b1198a,5,4,381,4,3,12,9,3,0,1,2,0,0,0,0,18,ENG
85b011bb,15,14,1292,14,24,56,32,4,3,7,4,3,3,0,0,18,ENG
8e65a5e5,11,11,990,11,14,43,29,3,5,3,2,1,1,0,0,18,ENG
8f62b6ee,36,36,3240,36,35,117,82,22,7,7,15,3,2,0,1,18,ENG
9328b835,38,38,3420,38,56,190,133,8,9,21,9,6,3,3,0,18,ENG
939bc634,38,38,3420,38,58,158,99,9,10,19,10,6,4,2,0,18,ENG
9dab6e3b,3,3,270,3,7,15,8,0,1,2,0,0,0,0,0,18,ENG
a179d516,3,3,270,3,4,11,7,1,1,1,1,0,0,0,0,18,ENG
a6de6361,4,4,305,3,4,12,8,2,1,1,0,0,0,0,0,18,ENG
b1b25949,16,16,1440,16,21,64,43,5,2,9,3,2,1,1,0,18,ENG
c3e39f12,20,20,1800,20,30,97,66,4,7,9,4,1,0,1,0,18,ENG
cb4f24c6,19,19,1710,19,39,91,51,3,6,10,4,5,4,1,0,18,ENG
cc70a1d5,35,35,3150,35,61,201,142,7,11,17,6,5,5,0,0,18,ENG
cde3309f,10,10,900,10,15,47,34,1,5,4,2,3,3,0,0,18,ENG
d0b3ceb9,37,37,3330,37,55,151,98,6,12,19,10,1,1,0,0,18,ENG
d436eb94,19,19,1710,19,24,59,34,10,7,2,7,3,2,1,0,18,ENG
d596e193,24,24,2128,23,40,100,61,7,5,12,5,3,3,0,0,18,ENG
d822a850,4,3,275,3,7,13,6,0,1,2,1,1,1,0,0,18,ENG
f76e6b4e,19,19,1710,19,29,96,68,7,6,6,6,1,1,0,0,18,ENG
03de83d9,4,4,360,4,5,15,10,0,1,3,0,0,0,0,0,18,EL
0810b6df,5,5,450,5,11,31,20,1,2,2,1,0,0,0,0,18,EL
08f5afaa,8,8,720,8,9,29,20,4,2,2,3,2,2,0,0,18,EL
0b221abd,3,3,270,3,8,19,11,0,1,2,0,0,0,0,0,18,EL
0be3255b,13,13,1200,13,13,42,29,7,4,2,5,0,0,0,0,18,EL
0e61c46b,1,1,90,1,1,2,1,1,0,0,0,0,0,0,0,18,EL
110a95ca,6,6,540,6,16,41,26,1,2,3,2,2,2,0,0,18,EL
136e7649,1,1,90,1,0,3,3,0,1,0,1,0,0,0,0,18,EL
1c98558c,3,3,270,3,4,10,6,1,0,2,1,0,0,0,0,18,EL
1d2d5cc8,7,7,630,7,8,17,9,3,2,2,1,2,2,0,0,18,EL
1e064bfb,4,4,360,4,5,20,15,0,3,1,1,0,0,0,0,18,EL
1e29552f,1,1,90,1,1,5,3,0,1,0,0,1,0,1,0,18,EL
27d2618c,1,1,90,1,2,7,5,0,0,1,0,0,0,0,0,18,EL
27d902c8,1,1,90,1,0,0,0,0,1,0,1,0,0,0,0,18,EL
3061e1ec,6,6,540,6,9,29,21,2,0,4,1,0,0,0,0,18,EL
314c2af0,2,2,180,2,2,9,7,0,1,1,0,0,0,0,0,18,EL
31e3ab68,5,5,450,5,11,23,11,2,0,3,0,2,1,1,0,18,EL
3392603d,6,6,540,6,10,27,18,1,2,3,1,0,0,0,0,18,EL
339fe0e8,10,10,900,10,13,26,13,7,1,2,3,1,1,0,0,18,EL
3470f44e,1,1,90,1,3,9,6,0,0,1,0,0,0,0,0,18,EL
3cd9e95a,6,6,540,6,8,27,19,2,0,4,1,0,0,0,0,18,EL
42ec696a,6,6,540,6,9,31,22,2,2,2,2,1,1,0,0,18,EL
47064058,5,5,450,5,9,21,12,1,1,3,0,0,0,0,0,18,EL
4806ec67,3,3,270,3,7,18,11,0,1,2,0,1,1,0,0,18,EL
4841ba80,3,3,270,3,6,14,8,0,1,2,1,1,1,0,0,18,EL
4d64b28e,2,2,180,2,4,9,5,0,1,1,0,0,0,0,0,18,EL
4e034598,3,3,270,3,6,14,8,2,0,1,1,1,1,0,0,18,EL
50310821,1,1,90,1,3,2,0,0,0,1,0,0,0,0,0,18,EL
53b03dac,6,6,540,6,6,24,20,1,3,2,1,0,0,0,0,18,EL
58ad9383,6,6,540,6,8,18,10,1,1,4,2,1,1,0,0,18,EL
59f0c185,2,2,180,2,2,14,12,2,0,0,0,0,0,0,0,18,EL
5a5d394c,3,3,270,3,4,7,3,2,0,1,1,0,0,0,0,18,EL
5e8936be,8,8,720,8,3,31,28,2,4,2,5,0,0,0,0,18,EL
5e91ddf8,6,6,540,6,11,39,29,1,2,3,0,0,0,0,0,18,EL
5f9970a0,2,2,180,2,7,15,8,0,0,2,0,0,0,0,0,18,EL
60713cb3,3,3,270,3,5,7,2,2,1,0,0,0,0,0,0,18,EL
625c144a,8,8,706,7,10,24,15,4,1,3,4,1,1,0,0,18,EL
6503ae16,4,4,360,4,3,13,10,1,2,1,1,0,0,0,0,18,EL
6bfaecc4,4,4,360,4,6,24,18,1,1,2,1,1,1,0,0,18,EL
6c228bb6,2,2,180,2,3,8,6,1,0,1,0,0,0,0,0,18,EL
6cd38213,6,6,540,6,20,36,15,0,1,5,0,3,2,1,0,18,EL
6e905b8d,2,2,180,2,2,5,3,0,1,1,1,0,0,0,0,18,EL
705f5269,1,1,90,1,0,0,0,0,1,0,1,0,0,0,0,18,EL
71672fa0,3,3,270,3,3,12,9,2,1,0,1,0,0,0,0,18,EL
76806215,8,8,750,8,7,27,21,4,0,4,3,0,0,0,0,18,EL
7750462c,5,5,450,5,11,30,19,0,3,2,0,2,2,0,0,18,EL
79b0d6a0,6,6,570,6,8,25,17,3,1,2,2,0,0,0,0,18,EL
82b1198a,10,10,900,10,9,39,29,6,1,3,3,2,1,1,0,18,EL
87c7c2b1,2,2,180,2,1,8,7,1,1,0,1,0,0,0,0,18,EL
88b748d2,8,8,720,8,13,45,32,3,2,3,3,1,1,0,0,18,EL
8a2248b4,4,4,360,4,6,16,11,1,0,3,0,1,1,0,0,18,EL
8a6ab963,8,8,720,8,7,34,26,4,2,2,2,2,1,1,0,18,EL
8b3fd3af,4,4,360,4,9,23,14,1,0,3,1,0,0,0,0,18,EL
9109185e,10,10,900,10,13,47,34,4,2,4,3,1,1,0,0,18,EL
92c62328,8,8,720,8,8,39,32,4,2,2,3,0,0,0,0,18,EL
950ff24d,4,4,360,4,5,21,16,2,0,2,1,0,0,0,0,18,EL
972d595a,1,1,90,1,1,4,3,1,0,0,0,0,0,0,0,18,EL
9d0f626a,6,6,540,6,10,33,23,1,2,3,1,1,1,0,0,18,EL
9d12e142,4,4,360,4,5,15,10,1,2,1,1,1,1,0,0,18,EL
9f0ea33f,2,2,180,2,4,14,10,0,0,2,0,0,0,0,0,18,EL
a3b0ed18,7,7,573,6,6,27,21,3,2,2,3,1,1,0,0,18,EL
a4bd9edd,1,1,90,1,0,2,2,1,0,0,1,0,0,0,0,18,EL
a565da59,6,6,540,6,4,26,22,2,3,1,3,0,0,0,0,18,EL
a9a3b55d,4,4,360,4,5,17,12,3,1,0,1,0,0,0,0,18,EL
aad4f74f,6,6,540,6,6,24,18,3,2,1,2,0,0,0,0,18,EL
b583aef5,4,4,360,4,6,18,12,2,1,1,0,0,0,0,0,18,EL
bb25c778,4,4,360,4,4,10,6,1,1,2,2,3,3,0,0,18,EL
bcb2ccd8,6,6,540,6,10,29,20,3,1,2,1,0,0,0,0,18,EL
c089980e,8,8,720,8,12,37,25,2,2,3,1,2,2,0,0,18,EL
c0b1a6da,2,2,180,2,1,4,3,2,0,0,1,0,0,0,0,18,EL
c2e41cfb,2,2,180,2,1,4,3,0,2,0,1,0,0,0,0,18,EL
cd59b9df,1,1,90,1,1,2,1,0,1,0,0,0,0,0,0,18,EL
cda0b317,2,2,180,2,5,16,10,1,0,1,1,1,0,1,0,18,EL
d0c41b99,4,4,360,4,5,16,12,1,1,2,1,0,0,0,0,18,EL
d3149135,5,5,450,5,5,19,14,1,4,0,2,0,0,0,0,18,EL
da1c9094,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,18,EL
dc4511f3,1,0,14,0,0,1,1,0,0,0,0,0,0,0,0,18,EL
e358587b,2,2,180,2,3,8,5,1,0,1,1,0,0,0,0,18,EL
e66a1ad7,4,4,360,4,6,15,9,2,1,1,1,1,1,0,0,18,EL
e704919e,2,2,180,2,3,6,3,1,0,1,1,0,0,0,0,18,EL
e7ee38c3,6,6,540,6,6,23,17,2,2,2,4,1,0,0,1,18,EL
e8ce5a3e,1,0,57,0,2,7,5,0,0,0,0,0,0,0,0,18,EL
e961d3ac,3,3,270,3,5,7,2,0,2,1,0,0,0,0,0,18,EL
eb2b33aa,3,3,270,3,4,17,13,2,0,1,1,1,1,0,0,18,EL
ee833569,8,8,720,8,8,32,24,4,3,1,2,0,0,0,0,18,EL
ee8508c0,6,6,540,6,2,24,22,4,1,1,4,0,0,0,0,18,EL
ef3909cd,8,8,720,8,11,42,32,4,1,3,1,1,1,0,0,18,EL
f00de885,10,10,900,10,8,36,28,6,2,2,4,0,0,0,0,18,EL
f4eb377b,10,10,930,10,12,45,32,6,1,3,3,2,1,1,0,18,EL
f7b10c66,5,5,450,5,7,19,12,0,3,2,0,0,0,0,0,18,EL
fb5eb6e0,1,1,90,1,2,2,0,0,0,1,0,0,0,0,0,18,EL
fcd24f5f,3,3,270,3,4,10,6,0,1,2,0,0,0,0,0,18,EL
fefce889,1,1,90,1,3,8,5,0,0,1,0,0,0,0,0,18,EL
011d8c56,9,9,765,8,8,33,24,3,2,4,2,3,2,1,0,18,SPA
04ac8285,1,1,90,1,1,7,6,1,0,0,0,0,0,0,0,18,SPA
113fb4ea,4,4,360,4,10,20,10,0,0,4,0,2,2,0,0,18,SPA
1fa85681,2,1,97,1,4,5,1,0,0,1,0,0,0,0,0,18,SPA
20b9f052,29,28,2566,28,31,124,92,9,8,11,9,4,3,1,0,18,SPA
24279b8b,28,27,2477,27,58,134,77,3,9,15,4,3,2,1,0,18,SPA
26f2473f,9,8,765,8,13,36,25,1,3,4,2,0,0,0,0,18,SPA
28d596a0,30,30,2700,30,43,136,94,7,9,14,7,3,1,2,0,18,SPA
307fcd26,3,3,225,2,6,16,10,0,1,2,0,1,1,0,0,18,SPA
581c5276,1,1,90,1,1,5,4,1,0,0,0,0,0,0,0,18,SPA
58bc7d18,10,10,900,10,11,29,19,6,2,2,3,0,0,0,0,18,SPA
5f0241b2,24,23,2155,24,39,92,52,10,3,10,9,5,3,1,1,18,SPA
60713cb3,2,2,121,1,3,5,2,0,1,1,0,0,0,0,0,18,SPA
61bb7498,1,1,90,1,0,5,5,0,1,0,1,0,0,0,0,18,SPA
625c144a,26,26,2340,26,45,105,61,10,5,11,6,5,4,1,0,18,SPA
65d62814,30,30,2700,30,53,132,82,14,4,12,9,4,3,1,0,18,SPA
6f51e382,37,37,3330,37,28,126,98,27,9,1,19,2,2,0,0,18,SPA
6fb59070,11,11,990,11,15,53,38,2,6,3,3,0,0,0,0,18,SPA
73683fa9,10,10,854,9,11,40,30,3,5,2,3,2,1,1,0,18,SPA
75751c99,35,35,3150,35,43,139,95,11,7,17,14,6,5,1,0,18,SPA
7956236f,5,5,450,5,7,19,12,2,1,2,2,1,1,0,0,18,SPA
7a9fae62,2,2,180,2,6,9,3,0,0,2,0,1,1,0,0,18,SPA
7c218bf9,4,4,309,3,0,8,8,3,1,0,3,0,0,0,0,18,SPA
8875b8c9,17,16,1475,16,29,75,47,3,6,7,3,1,1,0,0,18,SPA
8d957256,27,27,2430,27,47,149,103,4,5,18,4,3,3,0,0,18,SPA
8f8c6934,15,15,1265,14,19,58,40,7,4,4,5,3,2,0,1,18,SPA
9109185e,8,8,720,8,6,30,23,3,4,1,4,3,2,1,0,18,SPA
967f34d3,22,22,1941,21,31,86,55,10,4,8,4,4,3,0,1,18,SPA
97852360,38,37,3357,37,50,171,121,15,2,20,12,10,7,2,1,18,SPA
983ccabe,1,1,90,1,2,8,6,1,0,0,0,0,0,0,0,18,SPA
9970da54,1,1,63,0,0,1,1,0,0,1,0,0,0,0,0,18,SPA
9f0ea33f,23,23,2070,23,30,93,60,12,3,8,6,6,3,3,0,18,SPA
a9dc785c,33,33,2970,33,33,143,108,18,7,8,10,5,3,2,0,18,SPA
aad4f74f,13,12,1125,12,14,48,34,6,3,3,5,1,1,0,0,18,SPA
ab13a5aa,33,33,2970,33,26,111,84,13,9,11,12,3,1,1,1,18,SPA
ac295d9e,36,36,3240,36,49,124,78,13,8,15,10,4,4,0,0,18,SPA
b5bdf144,26,26,2340,26,39,122,85,9,7,10,7,6,5,0,1,18,SPA
ba3ca78f,34,34,3060,34,51,150,98,5,5,24,6,5,4,1,0,18,SPA
bfa29677,5,4,411,4,8,16,8,1,1,2,1,0,0,0,0,18,SPA
bfb15d99,1,1,90,1,4,8,4,0,0,1,0,0,0,0,0,18,SPA
c0b1a6da,1,1,90,1,0,3,3,1,0,0,1,0,0,0,0,18,SPA
c818c4d9,1,1,90,1,2,4,2,0,1,0,0,0,0,0,0,18,SPA
c9cb972b,5,5,450,5,5,21,16,4,0,1,2,0,0,0,0,18,SPA
c9e39d91,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,SPA
cfd68aa7,2,2,180,2,2,9,7,0,1,1,1,1,1,0,0,18,SPA
d24e154c,6,6,540,6,9,26,18,3,0,3,1,1,1,0,0,18,SPA
dc4511f3,4,3,315,3,6,11,5,1,0,2,2,0,0,0,0,18,SPA
ecada4fc,27,27,2430,27,31,111,79,16,7,4,7,4,2,2,0,18,SPA
ee8508c0,37,37,3330,37,22,126,102,22,10,5,22,4,1,3,0,18,SPA
f6798fc3,30,30,2655,29,46,139,94,13,6,11,9,5,4,0,1,18,SPA
f69e9eee,11,11,990,11,27,66,39,1,2,8,1,2,2,0,0,18,SPA
01b8a2b2,2,1,90,1,1,4,3,1,0,0,1,1,1,0,0,18,CL
04ac8285,1,1,90,1,0,3,3,1,0,0,1,0,0,0,0,18,CL
0ef05b3e,3,3,270,3,8,19,10,1,0,2,1,0,0,0,0,18,CL
10072610,1,1,90,1,2,3,1,0,0,1,0,0,0,0,0,18,CL
110338ae,3,3,225,2,6,11,5,0,1,2,0,1,1,0,0,18,CL
1840e36d,8,8,720,8,12,32,20,3,3,2,2,1,1,0,0,18,CL
1bebde9d,1,1,90,1,0,0,0,1,0,0,1,0,0,0,0,18,CL
1ddbb0da,3,3,270,3,3,11,8,1,1,1,2,0,0,0,0,18,CL
1e26e376,2,2,180,2,2,9,7,1,0,1,0,0,0,0,0,18,CL
22a94b80,1,1,90,1,1,4,3,1,0,0,0,0,0,0,0,18,CL
2bea06e0,2,2,180,2,4,10,7,0,0,2,0,1,1,0,0,18,CL
2f061b36,1,0,45,0,1,3,2,0,0,0,0,0,0,0,0,18,CL
2f965a72,8,8,720,8,9,37,28,5,0,3,4,1,1,0,0,18,CL
32e7ce92,13,13,1170,13,16,42,27,7,4,2,6,3,3,0,0,18,CL
34c3b935,8,8,720,8,11,44,32,5,0,3,0,3,2,1,0,18,CL
3bb7b8b4,9,9,810,9,10,33,22,6,0,3,4,3,2,1,0,18,CL
42ec696a,6,6,540,6,10,37,27,3,0,3,1,1,1,0,0,18,CL
50310821,2,2,158,1,2,11,9,0,2,0,0,0,0,0,0,18,CL
56bf1cc0,6,6,540,6,14,47,34,0,2,4,1,2,2,0,0,18,CL
58bc7d18,2,2,180,2,3,9,6,1,0,1,1,0,0,0,0,18,CL
5f0241b2,8,8,720,8,13,31,18,3,4,1,2,1,0,0,1,18,CL
62ba5881,1,1,90,1,3,6,3,0,0,1,0,0,0,0,0,18,CL
6f51e382,9,9,810,9,6,28,22,5,3,1,5,1,1,0,0,18,CL
79b0d6a0,6,6,540,6,9,28,21,2,1,3,0,0,0,0,0,18,CL
7a2e46a8,12,12,1080,12,19,63,46,6,2,4,5,0,0,0,0,18,CL
7b456af7,8,8,720,8,10,27,17,5,0,3,4,0,0,0,0,18,CL
7ba6d84e,6,6,540,6,3,27,24,4,1,1,4,0,0,0,0,18,CL
7d3e7da6,11,11,990,11,12,42,30,7,2,2,3,0,0,0,0,18,CL
834b5c4c,3,3,270,3,9,22,13,0,0,3,0,1,1,0,0,18,CL
8778c910,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,18,CL
8f62b6ee,7,7,630,7,8,33,25,4,2,1,1,3,2,0,1,18,CL
8f8c6934,2,2,180,2,2,10,9,0,1,1,1,0,0,0,0,18,CL
903b6e8b,5,5,450,5,12,24,12,2,1,2,0,1,1,0,0,18,CL
972d595a,5,4,382,4,11,25,14,1,1,2,0,1,1,0,0,18,CL
9d12e142,6,6,540,6,13,36,23,0,2,4,0,0,0,0,0,18,CL
af245161,6,6,540,6,9,32,24,3,2,1,1,0,0,0,0,18,CL
b15780e3,6,6,540,6,18,39,23,1,0,5,1,1,1,0,0,18,CL
b7e7937d,3,3,270,3,9,17,8,0,1,2,0,0,0,0,0,18,CL
bc1f61c9,6,6,540,6,16,47,30,0,3,3,0,2,1,1,0,18,CL
bcb2ccd8,6,6,540,6,11,27,16,2,1,3,0,1,1,0,0,18,CL
bcf5058a,3,3,270,3,5,13,8,0,0,3,0,2,1,1,0,18,CL
c8a88acd,5,5,450,5,10,33,24,0,1,4,1,0,0,0,0,18,CL
d7ffd345,3,3,270,3,10,26,16,0,1,2,0,0,0,0,0,18,CL
e358587b,6,6,540,6,11,29,17,2,0,4,1,1,0,1,0,18,CL
e40d028b,9,9,810,9,11,33,23,4,3,2,2,0,0,0,0,18,CL
ecada4fc,11,11,990,11,13,44,32,8,2,1,2,0,0,0,0,18,CL
ee8508c0,6,6,540,6,4,17,14,1,4,1,3,0,0,0,0,18,CL
f619413f,1,1,90,1,5,8,3,0,0,1,0,1,1,0,0,18,CL
f6db3bd5,3,3,270,3,7,10,4,0,1,2,0,2,2,0,0,18,CL
ffc1c226,5,5,450,5,13,24,11,0,0,5,0,0,0,0,0,18,CL
01b8a2b2,17,17,1530,17,9,33,24,13,3,1,11,0,0,0,0,18,ITA
03760df0,27,27,2430,27,43,132,87,11,4,12,6,6,2,4,0,18,ITA
048877f5,38,38,3420,38,59,187,129,10,10,18,7,7,4,3,0,18,ITA
085e71a7,3,1,217,2,8,17,9,0,0,1,0,0,0,0,0,18,ITA
08f5afaa,38,38,3420,38,42,132,91,18,10,10,12,3,2,0,1,18,ITA
0d422df7,2,2,180,2,7,25,18,0,0,2,0,0,0,0,0,18,ITA
10dc46f0,37,37,3330,37,45,158,110,12,15,10,10,8,5,3,0,18,ITA
18736214,4,4,360,4,5,17,12,1,0,3,1,1,1,0,0,18,ITA
30223b33,33,33,2970,33,46,144,101,10,5,18,7,3,2,0,1,18,ITA
326d09ef,36,36,3240,36,71,233,162,7,4,25,7,8,6,2,0,18,ITA
32b9b5fa,32,32,2880,32,52,143,92,11,4,17,8,5,2,2,1,18,ITA
339fe0e8,38,38,3420,38,49,159,111,21,9,8,11,10,9,1,0,18,ITA
343f753a,1,1,90,1,0,1,1,0,1,0,1,0,0,0,0,18,ITA
349601c3,1,1,90,1,1,3,2,0,0,1,0,0,0,0,0,18,ITA
41bd99ea,6,6,540,6,11,27,16,1,0,5,1,1,0,1,0,18,ITA
4c62d0c8,37,37,3330,37,42,167,127,11,8,18,12,4,4,0,0,18,ITA
4f8ce0e1,15,15,1293,14,32,89,59,2,0,13,1,4,4,0,0,18,ITA
61228681,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,18,ITA
6989550f,13,11,1126,12,31,70,39,1,2,8,1,4,2,0,2,18,ITA
74419746,38,38,3420,38,30,117,91,20,12,6,17,2,2,0,0,18,ITA
7a2e46a8,37,37,3330,37,28,135,105,22,8,7,17,5,3,2,0,18,ITA
7b5f516f,1,0,8,0,1,2,1,0,0,0,0,0,0,0,0,18,ITA
8cabdc1e,37,37,3316,36,58,172,114,11,10,16,10,3,2,1,0,18,ITA
8cf63012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,ITA
9413b19f,13,13,1158,12,16,60,44,2,7,4,4,5,3,2,0,18,ITA
9fa26bc2,1,1,90,1,1,2,1,1,0,0,0,0,0,0,0,18,ITA
a4ec7d09,1,1,90,1,3,3,0,0,0,1,0,1,1,0,0,18,ITA
ab4449d6,1,1,90,1,0,3,3,1,0,0,1,0,0,0,0,18,ITA
ac4003af,37,37,3202,35,38,131,92,16,9,12,14,3,2,1,0,18,ITA
b39dfab0,23,23,1989,22,38,118,80,8,3,12,5,9,8,0,1,18,ITA
cecbce23,26,25,2261,25,43,140,98,6,7,12,3,7,6,1,0,18,ITA
dd06d56c,10,8,794,8,11,39,28,4,1,3,1,1,1,0,0,18,ITA
e358587b,37,37,3330,37,29,97,68,28,6,3,18,2,2,0,0,18,ITA
e40d028b,21,21,1862,20,14,56,43,17,2,2,11,4,3,1,0,18,ITA
e66ebabb,38,38,3420,38,66,200,133,9,8,21,5,8,6,1,1,18,ITA
ee833569,31,31,2790,31,34,99,64,13,10,8,8,2,1,1,0,18,ITA
f058ed1f,2,1,104,1,1,6,6,0,0,1,0,0,0,0,0,18,ITA
f0f7f62f,7,7,622,6,4,17,13,3,2,2,3,0,0,0,0,18,ITA
f554e29b,29,29,2536,28,47,130,82,7,5,17,7,10,6,2,2,18,ITA
f6a06749,1,0,28,0,1,2,1,0,0,0,0,0,0,0,0,18,ITA
0e12089d,1,1,90,1,3,5,2,0,0,1,0,1,1,0,0,18,FRA
1061c207,2,2,180,2,3,9,6,0,0,2,0,0,0,0,0,18,FRA
15285503,1,0,38,0,2,4,2,0,0,0,0,0,0,0,0,18,FRA
1d0900d4,35,35,3103,34,48,132,88,9,7,19,11,4,4,0,0,18,FRA
1d2d5cc8,31,31,2706,30,37,114,77,18,9,4,11,5,3,1,1,18,FRA
2434f24a,36,36,3240,36,45,123,75,16,7,13,10,8,4,4,0,18,FRA
26383ea5,3,3,270,3,5,15,10,0,2,1,0,1,1,0,0,18,FRA
26975a92,19,19,1653,18,22,68,48,6,5,8,4,3,3,0,0,18,FRA
28a65a2c,4,3,304,3,6,29,23,1,0,2,1,1,1,0,0,18,FRA
2f965a72,34,34,3060,34,25,102,77,26,6,2,17,3,1,1,1,18,FRA
2fa2a875,38,38,3420,38,33,117,84,11,18,9,14,6,5,0,1,18,FRA
3814120d,19,19,1692,18,32,86,54,4,6,9,2,2,2,0,0,18,FRA
4d3e9033,4,4,360,4,6,13,7,2,1,1,1,0,0,0,0,18,FRA
4e7db402,38,38,3420,38,54,158,106,9,10,19,12,6,6,0,0,18,FRA
60d90c55,4,3,315,3,4,19,15,1,1,1,2,1,1,0,0,18,FRA
76806215,9,7,714,8,10,27,18,4,2,1,3,1,1,0,0,18,FRA
8417953b,3,2,255,2,4,16,12,1,0,1,1,1,1,0,0,18,FRA
8a2248b4,28,28,2520,28,36,113,76,12,8,8,7,5,3,2,0,18,FRA
9260926b,1,0,17,26,2,3,1,0,0,0,0,1,1,0,0,18,FRA
950ff24d,10,10,900,10,16,41,26,3,1,6,3,0,0,0,0,18,FRA
96908f80,1,1,90,1,1,7,6,0,0,1,0,0,0,0,0,18,FRA
96fcd380,13,13,1170,13,17,44,28,2,7,4,1,2,2,0,0,18,FRA
a3d524cb,9,9,810,9,14,35,22,1,1,7,2,3,3,0,0,18,FRA
a4527d33,29,29,2569,28,60,167,106,5,7,17,2,2,0,2,0,18,FRA
