id,matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp
065dc209,34,2714,30.200000000000003,32,15,2,0,47,40,7,42.9,44.5,-1.5999999999999996,23,FRA
06c48679,33,2823,31.4,33,26,0,0,61,27,34,56.4,34.7,21.7,23,FRA
06df8256,11,839,9.3,9,8,2,2,20,15,5,14.5,15.2,-0.7,23,FRA
07ace8c3,4,64,0.7,0,0,4,0,2,1,1,0.9,1.6,-0.7,23,FRA
0810b6df,7,630,7.0,7,7,0,12,10,14,-4,11.4,11.2,0.2,23,FRA
08511d65,33,2704,30.0,31,26,2,0,72,32,40,59.5,38.7,20.8,23,FRA
08f5afaa,38,3409,37.9,38,37,0,0,89,40,49,78.1,48.3,29.8,23,FRA
095e4199,23,1000,11.1,12,0,11,14,12,7,5,17.2,15.2,2.0,23,FRA
0a63446f,26,1361,15.1,14,9,12,6,7,30,-23,12.0,20.8,-8.8,23,FRA
0af4dcf0,3,59,0.7,0,0,3,2,1,1,0,1.5,1.6,-0.1,23,FRA
0b2c9aec,28,905,10.1,6,2,22,2,13,15,-2,18.4,13.0,5.4,23,FRA
0b4d8274,19,1079,12.0,14,1,5,1,12,25,-13,16.9,16.2,0.7,23,FRA
0b4f388a,32,1859,20.7,19,11,13,0,39,32,7,33.0,29.7,3.3,23,FRA
0be95d34,27,1422,15.8,16,0,11,0,24,23,1,23.1,24.6,-1.5,23,FRA
0bfca6a1,24,1791,19.9,22,8,2,1,19,28,-9,24.3,26.7,-2.3,23,FRA
0cbc8baa,34,2515,27.9,27,22,7,4,34,39,-5,33.8,38.4,-4.6,23,FRA
0d7b6576,33,2513,27.9,29,9,4,0,46,43,3,36.3,41.9,-5.6,23,FRA
0e12089d,38,3420,38.0,38,38,0,0,51,57,-6,52.5,57.0,-4.5,23,FRA
0e46fa2f,30,913,10.2,8,1,22,5,12,14,-2,14.6,14.600000000000001,0.0,23,FRA
0e7ccfc4,22,786,8.7,6,2,16,12,10,16,-6,7.3,14.0,-6.7,23,FRA
0e8d7b6c,5,96,1.1,0,0,5,7,2,2,0,3.1,1.5,1.6,23,FRA
0ed063d6,30,1797,20.0,21,9,9,6,21,45,-24,21.7,42.5,-20.7,23,FRA
0f8418aa,26,1310,14.6,13,5,13,2,18,21,-3,17.6,20.4,-2.8,23,FRA
0f86995c,2,15,0.2,0,0,2,2,0,0,0,0.3,0.1,0.2,23,FRA
0ff630d0,28,1953,21.7,23,17,5,8,27,30,-3,27.5,32.199999999999996,-4.7,23,FRA
102c9665,21,1612,17.9,16,15,5,15,31,25,6,33.0,19.4,13.6,23,FRA
104b4ad3,10,257,2.9,2,0,8,6,1,6,-5,3.6,6.1,-2.4,23,FRA
10dd88f9,37,1391,15.5,15,0,22,0,15,25,-10,17.2,26.3,-9.1,23,FRA
10f0fdd3,30,2419,26.9,29,18,1,0,37,45,-8,33.5,38.7,-5.2,23,FRA
114bbdee,1,90,1.0,1,1,0,4,2,1,1,1.2,1.4,-0.2,23,FRA
11f54bd5,12,372,4.1,4,0,8,3,3,4,-1,6.0,7.5,-1.5,23,FRA
1237c049,6,193,2.1,1,0,5,1,1,5,-4,1.1,2.5,-1.3,23,FRA
1361e5bc,9,572,6.4,6,5,3,7,5,10,-5,8.2,11.3,-3.1,23,FRA
1467af0d,29,2194,24.4,27,14,2,0,59,26,33,55.0,31.1,23.9,23,FRA
148e136f,32,2525,28.1,28,15,4,1,45,25,20,52.5,25.0,27.5,23,FRA
15944afd,23,1175,13.1,13,7,10,11,20,21,-1,19.6,19.5,0.1,23,FRA
16aa7d4c,30,2491,27.7,27,27,3,2,31,37,-6,33.6,36.0,-2.4,23,FRA
17e25e72,3,24,0.3,0,0,3,6,0,2,-2,0.3,1.3,-1.0,23,FRA
1880614f,37,2490,27.7,28,14,9,1,51,27,24,46.8,27.0,19.9,23,FRA
18ebca4b,6,254,2.8,3,1,3,0,3,9,-6,2.8,5.8,-3.0,23,FRA
19053e31,23,1293,14.299999999999999,15,3,8,2,23,11,12,24.8,17.2,7.5,23,FRA
1956b948,36,2244,24.9,25,11,11,0,24,33,-9,30.4,38.0,-7.6,23,FRA
1961b2aa,26,1629,18.1,18,11,8,0,35,20,15,33.2,17.6,15.6,23,FRA
19ba6c6d,23,1655,18.4,20,10,3,1,26,18,8,23.1,24.5,-1.3,23,FRA
1a066e69,23,1646,18.3,18,15,5,4,24,29,-5,23.0,34.8,-11.8,23,FRA
1a248246,23,1506,16.8,19,2,4,1,18,33,-15,21.8,24.2,-2.4000000000000004,23,FRA
1a2935f6,17,1459,16.2,17,14,0,0,27,20,7,25.3,23.3,2.1,23,FRA
1a6b7ea4,31,1767,19.6,17,11,14,6,22,26,-4,28.2,23.5,4.7,23,FRA
1a85bcdb,30,2459,27.3,27,25,3,4,15,57,-42,23.9,40.7,-16.8,23,FRA
1b5b32d2,2,20,0.2,0,0,2,7,0,1,-1,0.0,0.4,-0.4,23,FRA
1b729a98,1,82,0.9,0,0,1,5,1,0,1,0.5,0.5,0.0,23,FRA
1bd5bdc4,3,19,0.2,0,0,3,1,0,0,0,0.0,0.1,-0.1,23,FRA
1bfb6fef,33,2653,29.5,29,25,4,1,48,33,15,52.9,32.7,20.2,23,FRA
1d2d5cc8,34,3014,33.5,34,32,0,1,62,31,31,55.3,38.1,17.2,23,FRA
1d383c10,1,9,0.1,0,0,1,1,0,0,0,0.2,0.4,-0.2,23,FRA
1d5c96f8,27,2257,25.1,26,18,1,2,36,35,1,36.1,35.1,1.0,23,FRA
1ddbc7ca,33,2456,27.3,28,19,5,2,31,32,-1,39.5,35.8,3.7,23,FRA
1df4a109,26,1330,14.8,14,5,12,11,23,17,6,22.4,19.5,2.9,23,FRA
1e52971c,31,1933,21.5,21,11,10,6,30,25,5,32.4,28.0,4.4,23,FRA
1e7aea56,32,2798,31.1,32,31,0,3,19,60,-41,30.1,43.7,-13.6,23,FRA
1e93fc5d,2,36,0.4,0,0,2,6,1,0,1,0.8,0.0,0.7,23,FRA
1ec7e1c5,7,338,3.8,3,2,4,11,6,6,0,7.4,4.1,3.3,23,FRA
1f6298f2,1,4,0.0,0,0,1,3,0,0,0,0.4,0.0,0.4,23,FRA
2054d037,30,1482,16.5,17,2,13,0,11,31,-20,19.2,27.6,-8.4,23,FRA
20b9f052,33,2925,32.5,32,32,1,2,59,34,25,56.9,36.8,20.1,23,FRA
20e0dd86,33,2009,22.3,25,7,8,1,8,42,-34,18.4,31.5,-13.1,23,FRA
20e73fac,37,3065,34.1,37,16,0,0,64,35,29,55.3,39.1,16.1,23,FRA
2180c761,13,583,6.5,6,2,7,19,9,12,-3,10.3,12.0,-1.7,23,FRA
22396615,1,20,0.2,0,0,1,2,0,0,0,0.1,0.6,-0.6,23,FRA
22bfb57e,15,1064,11.8,12,7,3,0,9,14,-5,12.6,16.0,-3.4,23,FRA
2321ea6e,37,3330,37.0,37,37,0,1,52,52,0,43.4,57.2,-13.8,23,FRA
23c63b7f,32,1579,17.599999999999998,16,5,16,1,21,30,-9,21.1,23.299999999999997,-2.2,23,FRA
2434f24a,19,1710,19.0,19,19,0,0,16,41,-25,18.6,31.0,-12.4,23,FRA
25749008,32,2162,24.0,26,7,6,0,33,31,2,32.7,32.8,0.0,23,FRA
2677a1de,27,1635,18.2,20,5,7,2,30,28,2,23.6,28.1,-4.4,23,FRA
279ddf6a,34,2426,27.0,25,23,9,3,28,57,-29,25.4,59.8,-34.4,23,FRA
28dabd43,27,2430,27.0,27,27,0,11,21,62,-41,28.1,46.3,-18.2,23,FRA
29939a1d,28,1066,11.8,14,0,14,9,21,22,-1,14.3,20.8,-6.4,23,FRA
29c02c9f,21,958,10.6,12,0,9,6,10,13,-3,13.5,13.3,0.3,23,FRA
2acd49b9,30,1918,21.3,22,9,8,2,21,35,-14,20.5,30.5,-10.0,23,FRA
2acf0cd7,34,2700,30.0,31,21,3,0,35,39,-4,46.3,43.3,3.1,23,FRA
2b1bed19,38,2656,29.5,30,20,8,0,31,43,-12,30.2,45.0,-14.8,23,FRA
2b471f99,14,838,9.3,11,2,3,0,15,9,6,13.8,9.4,4.4,23,FRA
2c0f8e9e,35,2679,29.8,32,11,3,2,51,27,24,51.8,32.3,19.5,23,FRA
2c70d915,2,98,1.1,1,1,1,5,1,6,-5,1.8,2.6,-0.8,23,FRA
2c8a91b9,1,32,0.4,0,0,1,4,0,1,-1,0.2,1.7,-1.5,23,FRA
2ccd89a3,15,870,9.7,9,5,6,1,16,14,2,14.0,11.0,3.0,23,FRA
2d22cea7,3,266,3.0,3,0,0,0,5,3,2,6.3,4.0,2.3,23,FRA
2db2fd7b,8,428,4.8,6,1,2,14,8,6,2,7.1,7.2,-0.1,23,FRA
2f9e4435,18,1548,17.2,18,13,0,0,27,25,2,21.1,26.6,-5.4,23,FRA
2fa2a875,19,1710,19.0,19,19,0,0,37,22,15,29.8,29.8,0.0,23,FRA
300ec91c,2,13,0.1,0,0,2,12,0,0,0,0.3,0.8,-0.4,23,FRA
3010aefb,26,641,7.1,6,0,20,10,8,7,1,9.9,10.8,-0.9,23,FRA
30144daa,26,1288,14.3,14,2,12,1,23,24,-1,20.5,25.0,-4.4,23,FRA
30af8b93,35,2896,32.2,32,27,3,1,60,44,16,53.2,44.1,9.1,23,FRA
31626657,29,2342,26.0,28,19,1,0,38,35,3,31.6,39.7,-8.1,23,FRA
31822f8c,37,2999,33.3,34,19,3,0,42,37,5,56.9,45.2,11.7,23,FRA
3189f61a,30,2489,27.7,29,23,1,0,24,64,-40,26.8,47.4,-20.5,23,FRA
321a71a7,26,2015,22.4,23,18,3,1,27,31,-4,28.1,34.6,-6.5,23,FRA
32c2d95f,37,3330,37.0,37,37,0,0,45,42,3,60.5,50.1,10.4,23,FRA
32e2163d,7,546,6.1,7,3,0,0,8,14,-6,5.7,12.2,-6.5,23,FRA
32f3d97e,4,78,0.9,1,0,3,9,3,1,2,0.7,0.4,0.3,23,FRA
331c5a98,2,21,0.2,0,0,2,0,0,1,-1,0.2,1.4,-1.2,23,FRA
3322e296,11,518,5.8,7,2,4,14,10,5,5,8.9,6.4,2.5,23,FRA
34a88e3e,22,1056,11.7,11,3,11,8,27,10,17,23.5,11.9,11.6,23,FRA
35516eac,32,1764,19.6,19,6,13,3,24,48,-24,21.0,45.6,-24.6,23,FRA
357103bd,36,2340,26.0,24,8,12,0,39,30,9,36.8,37.5,-0.7,23,FRA
3670aa71,2,10,0.1,0,0,2,8,0,1,-1,0.1,0.1,0.0,23,FRA
3681cfff,16,1060,11.8,12,9,4,17,10,14,-4,10.8,21.5,-10.7,23,FRA
3708e9fa,34,2464,27.4,29,7,5,0,55,35,20,45.0,33.0,12.0,23,FRA
37143438,7,223,2.5,1,0,6,7,6,5,1,6.6,5.9,0.7,23,FRA
374fbf7d,33,1693,18.8,16,2,17,3,17,38,-21,19.8,28.8,-9.0,23,FRA
375622c5,34,2738,30.4,32,20,2,0,52,50,2,42.3,45.5,-3.2,23,FRA
3814120d,5,408,4.5,4,4,1,24,5,11,-6,5.0,10.3,-5.3,23,FRA
3916b09c,7,630,7.0,7,7,0,10,8,12,-4,6.1,10.7,-4.6,23,FRA
3935e52e,33,2214,24.6,26,14,7,0,49,22,27,45.7,24.8,20.9,23,FRA
3975195f,31,2153,23.9,25,13,6,1,28,52,-24,22.7,45.6,-22.9,23,FRA
397ba086,37,2232,24.8,26,5,11,0,33,27,6,35.0,31.9,3.1,23,FRA
39b326ed,18,1259,14.0,14,12,4,0,17,18,-1,22.0,20.2,1.8,23,FRA
3a24769f,27,960,10.7,9,3,18,4,12,14,-2,16.1,15.0,1.1,23,FRA
3b029691,36,2446,27.2,29,8,7,1,58,28,30,54.0,34.2,19.8,23,FRA
3b676989,8,101,1.1,0,0,8,4,0,0,0,1.0,2.5,-1.6,23,FRA
3bd65247,19,1052,11.7,13,0,6,2,21,18,3,16.6,12.3,4.3,23,FRA
3befc2b6,36,3149,35.0,36,30,0,1,34,50,-16,39.1,48.3,-9.2,23,FRA
3c6bbbab,23,1689,18.8,19,14,4,3,17,22,-5,20.9,22.7,-1.8,23,FRA
3cdfc63e,24,1979,22.0,22,20,2,9,15,40,-25,23.3,32.5,-9.3,23,FRA
3d214e5f,37,3330,37.0,37,37,0,0,44,54,-10,41.9,55.0,-13.1,23,FRA
3dd738a1,20,1172,13.0,14,7,6,5,16,21,-5,19.5,18.7,0.8,23,FRA
3eaf8817,19,435,4.8,3,0,16,14,11,9,2,6.8,8.7,-1.9,23,FRA
3ecc8c5f,35,3117,34.6,35,32,0,0,40,47,-7,42.5,53.9,-11.4,23,FRA
3ef0fa48,11,345,3.8,3,0,8,8,9,6,3,6.7,6.7,-0.1,23,FRA
3f319bb9,34,2995,33.3,34,32,0,1,48,47,1,46.9,46.7,0.2,23,FRA
40221fa7,22,1329,14.8,15,10,7,11,17,21,-4,20.900000000000002,21.7,-0.7,23,FRA
40774c6b,25,941,10.5,10,0,15,1,13,10,3,16.0,13.200000000000001,2.8000000000000003,23,FRA
40ef7347,30,1851,20.6,25,1,5,1,34,33,1,31.5,28.7,2.8,23,FRA
41eebdf5,26,1879,20.9,24,14,2,1,38,20,18,38.3,21.9,16.4,23,FRA
42276181,34,2098,23.3,23,8,11,1,29,34,-5,29.1,37.3,-8.2,23,FRA
42f0113f,5,66,0.7,0,0,5,0,1,1,0,1.3,1.3,0.0,23,FRA
42fd9c7f,34,2818,31.3,32,26,2,0,73,33,40,65.2,42.1,23.0,23,FRA
4315f30d,13,716,8.0,8,6,5,12,10,14,-4,11.7,10.8,0.9,23,FRA
433dc9a2,28,1648,18.3,18,10,10,7,40,19,21,36.3,23.4,12.8,23,FRA
43e7a164,31,2677,29.7,31,27,0,2,40,44,-4,38.4,43.7,-5.3,23,FRA
4534a352,16,1363,15.1,15,14,1,4,25,13,12,25.2,18.0,7.3,23,FRA
45cce300,9,446,5.0,4,2,5,4,13,7,6,11.4,7.3,4.0,23,FRA
462475ed,13,771,8.6,9,4,4,1,12,18,-6,10.8,13.6,-2.8,23,FRA
46359159,11,511,5.7,5,3,6,0,8,6,2,11.2,6.7,4.5,23,FRA
46750e9c,6,66,0.7,0,0,6,7,1,2,-1,1.7,1.6,0.2,23,FRA
468fdbad,12,277,3.1,2,0,10,23,2,5,-3,4.9,3.1,1.9,23,FRA
46faabfa,16,1136,12.6,15,4,1,0,11,26,-15,11.4,22.0,-10.6,23,FRA
477e50ce,1,90,1.0,1,1,0,31,2,2,0,1.7,0.7,1.1,23,FRA
47c609d5,3,91,1.0,1,0,2,2,0,4,-4,0.8,0.8,0.1,23,FRA
489e80e3,29,2194,24.4,25,16,4,1,50,40,10,39.8,33.6,6.2,23,FRA
48b28bfd,30,1300,14.4,16,1,14,5,17,22,-5,19.8,19.5,0.3,23,FRA
48d5bd33,20,1227,13.6,13,3,7,0,22,17,5,23.5,14.4,9.0,23,FRA
49070d66,26,1765,19.6,18,16,8,6,31,27,4,26.8,29.6,-2.8,23,FRA
49136c42,13,1038,11.5,12,9,1,4,11,18,-7,15.3,16.0,-0.7,23,FRA
4a021593,1,1,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,23,FRA
4a0c6555,1,10,0.1,0,0,1,10,0,0,0,0.1,0.0,0.1,23,FRA
4a56052c,38,2863,31.8,31,24,7,0,55,31,24,54.5,34.1,20.4,23,FRA
4a5e83ad,14,545,6.1,7,0,7,19,5,9,-4,7.5,8.8,-1.2,23,FRA
4a987ffa,2,25,0.3,0,0,2,10,0,0,0,0.3,0.3,-0.1,23,FRA
4b792f35,2,37,0.4,0,0,2,1,1,2,-1,0.3,2.8,-2.5,23,FRA
4b96c347,17,858,9.5,12,0,5,0,22,6,16,16.9,7.9,9.0,23,FRA
4be0b467,11,506,5.6,5,2,6,0,5,12,-7,7.0,7.6,-0.5,23,FRA
4ca4f263,3,138,1.5,1,1,2,1,1,4,-3,0.3,2.9,-2.6,23,FRA
4ca4f601,30,1809,20.1,25,0,5,3,33,29,4,29.4,29.5,0.0,23,FRA
4db5915d,23,1090,12.1,11,4,12,6,13,16,-3,12.0,18.1,-6.0,23,FRA
4e0afc5d,12,361,4.0,3,0,9,5,6,9,-3,6.1,8.7,-2.6,23,FRA
4e47507a,11,447,5.0,5,0,6,0,2,7,-5,4.0,6.1,-2.1,23,FRA
4e7db402,37,3329,37.0,37,36,0,0,36,54,-18,41.0,51.7,-10.7,23,FRA
4fb18ca4,2,76,0.8,0,0,2,11,2,1,1,1.1,2.4,-1.3,23,FRA
5065d67d,2,126,1.4,1,1,1,14,2,3,-1,1.8,1.5,0.3,23,FRA
5069b796,18,1317,14.6,15,12,3,15,20,30,-10,15.8,22.6,-6.8,23,FRA
508a9011,1,2,0.0,0,0,1,7,1,0,1,0.6,0.0,0.6,23,FRA
50ac8941,2,47,0.5,0,0,2,1,2,0,2,1.9,0.4,1.5,23,FRA
5148dcc5,16,1319,14.7,16,7,0,0,29,17,12,25.0,16.0,9.1,23,FRA
5167c97e,36,1671,18.6,17,12,19,0,24,9,15,32.3,21.7,10.7,23,FRA
51c30111,29,1633,18.1,17,6,12,7,29,37,-8,20.4,34.4,-14.0,23,FRA
51c83a90,2,180,2.0,2,2,0,34,3,2,1,4.1,3.2,0.9,23,FRA
5219ab4a,34,2590,28.8,32,16,2,0,52,27,25,48.3,32.1,16.2,23,FRA
52cd0e88,6,104,1.2,0,0,6,4,1,3,-2,0.8,3.8,-3.0,23,FRA
5313ed43,35,3073,34.1,34,28,1,1,58,25,33,57.5,36.5,21.0,23,FRA
531a4aa8,30,2497,27.7,30,22,0,0,22,57,-35,29.2,45.1,-15.9,23,FRA
53af52f3,36,3240,36.0,36,36,0,2,47,35,12,54.6,42.3,12.4,23,FRA
546bb36e,25,1182,13.1,14,2,11,7,18,19,-1,11.3,22.4,-11.1,23,FRA
547a72ad,8,165,1.8,2,0,6,12,2,2,0,4.0,3.3,0.7,23,FRA
562a4799,15,1256,14.0,15,12,0,1,25,13,12,21.8,20.1,1.7,23,FRA
563fcd6b,35,1874,20.8,23,1,12,0,18,35,-17,21.1,32.2,-11.2,23,FRA
5680bf3f,19,743,8.3,7,2,12,9,8,10,-2,7.3,12.9,-5.6,23,FRA
56ae428b,37,3217,35.7,35,35,2,1,35,58,-23,40.4,55.0,-14.6,23,FRA
574aa9ec,1,7,0.1,0,0,1,10,2,0,2,0.4,0.0,0.4,23,FRA
576817b7,13,805,8.9,8,3,5,4,8,11,-3,9.3,10.8,-1.6,23,FRA
57e3f0c7,18,1495,16.6,17,10,1,1,17,16,1,22.8,19.2,3.6,23,FRA
58ae47b2,24,835,9.3,9,1,15,8,27,13,14,16.8,10.9,5.8,23,FRA
595e6f3e,36,1939,21.5,18,6,18,1,27,33,-6,24.6,32.7,-8.1,23,FRA
59948ef7,31,1407,15.6,16,1,15,4,24,8,16,30.8,15.9,14.9,23,FRA
5a6b06cd,3,24,0.3,0,0,3,1,0,0,0,1.2,0.0,1.1,23,FRA
5b146df3,36,3093,34.4,35,33,1,2,43,49,-6,40.9,51.5,-10.5,23,FRA
5b1bf5e3,2,22,0.2,0,0,2,4,1,0,1,0.5,0.4,0.0,23,FRA
5b3cfa12,6,58,0.6,0,0,6,20,0,0,0,0.7,1.1,-0.4,23,FRA
5b479568,12,295,3.3,3,1,9,13,6,6,0,7.0,4.5,2.5,23,FRA
5b4bc323,10,867,9.6,10,9,0,6,9,20,-11,9.7,15.1,-5.4,23,FRA
5b92d896,25,1155,12.8,12,0,13,12,31,18,13,25.5,16.0,9.5,23,FRA
5b9512c5,34,2986,33.2,33,32,1,1,56,41,15,53.1,43.6,9.5,23,FRA
5bf26efc,1,55,0.6,0,0,1,7,0,1,-1,0.1,0.3,-0.2,23,FRA
5c42e7ce,2,180,2.0,2,2,0,7,2,6,-4,1.4,5.0,-3.6,23,FRA
5cb215fc,22,1760,19.6,20,16,2,7,18,35,-17,20.2,30.6,-10.4,23,FRA
5ceba7fc,36,2325,25.8,26,10,10,0,46,25,21,42.6,31.200000000000003,11.2,23,FRA
5d0e0a1f,28,1954,21.7,24,13,4,0,35,25,10,33.6,28.2,5.3,23,FRA
5d8d7454,18,1461,16.2,17,13,1,0,23,25,-2,21.3,17.4,3.9,23,FRA
5d9577aa,7,329,3.7,3,3,4,15,3,12,-9,1.9,5.7,-3.8,23,FRA
5e080f73,10,233,2.6,1,0,9,4,1,8,-7,2.3,5.4,-3.1,23,FRA
5e22e2a4,25,1813,20.1,20,16,5,1,36,21,15,32.1,22.8,9.3,23,FRA
5e5249c8,33,1570,17.4,16,3,17,4,15,30,-15,20.2,26.0,-5.8,23,FRA
5e6355f8,3,65,0.7,1,0,2,11,1,4,-3,0.3,2.2,-1.9,23,FRA
5ea8ef20,33,2108,23.4,25,12,8,3,36,24,12,38.1,27.9,10.2,23,FRA
5f3eaaf5,34,2346,26.1,28,10,6,0,24,38,-14,28.5,36.8,-8.3,23,FRA
5fdcb075,22,1758,19.5,20,14,2,4,26,14,12,34.8,27.0,7.7,23,FRA
6043997c,20,1578,17.5,19,16,1,1,24,34,-10,22.3,28.5,-6.2,23,FRA
60d90c55,37,3330,37.0,37,37,0,1,65,28,37,64.0,40.2,23.7,23,FRA
6191093d,37,2813,31.3,30,20,7,1,32,36,-4,38.6,39.7,-1.1,23,FRA
61b77d0a,8,194,2.2,2,1,6,4,1,4,-3,1.6,4.8,-3.2,23,FRA
61f80c89,1,8,0.1,0,0,1,6,0,0,0,1.2,0.0,1.2,23,FRA
62124972,1,90,1.0,1,1,0,30,1,2,-1,0.5,1.3,-0.8,23,FRA
627b570a,6,136,1.5,1,0,5,1,0,3,-3,0.6,2.4,-1.8,23,FRA
62e02107,9,93,1.0,0,0,9,21,5,2,3,2.6,3.3,-0.7,23,FRA
636247ca,25,444,4.9,2,0,23,7,5,10,-5,6.0,9.9,-4.0,23,FRA
6388e356,35,2580,28.7,29,23,6,3,57,45,12,41.7,49.6,-7.9,23,FRA
645a3363,36,2816,31.3,34,11,2,0,52,36,16,55.0,34.0,21.1,23,FRA
64ba07c0,14,653,7.3,7,2,7,2,7,16,-9,8.6,13.0,-4.5,23,FRA
64c14d49,29,1379,15.3,16,4,13,3,15,16,-1,23.1,18.7,4.3,23,FRA
64f69877,17,639,7.1,7,0,10,5,12,12,0,11.1,9.6,1.5,23,FRA
652d4c37,30,2036,22.6,25,11,5,0,45,31,14,37.9,32.0,5.9,23,FRA
654f49ca,8,198,2.2,1,0,7,6,3,3,0,3.0,3.7,-0.8,23,FRA
65c55288,10,568,6.3,6,4,4,1,11,6,5,9.8,7.4,2.4,23,FRA
65fcf987,8,229,2.5,2,0,6,6,1,5,-4,3.0,5.1,-2.1,23,FRA
6605d143,37,2879,32.0,32,25,5,0,43,49,-6,42.2,48.0,-5.8,23,FRA
6690ef25,1,13,0.1,0,0,1,7,1,1,0,0.2,1.3,-1.1,23,FRA
6751b938,1,3,0.0,0,0,1,14,0,0,0,0.0,0.9,-0.9,23,FRA
6763f716,13,769,8.5,8,6,5,19,21,12,9,16.8,10.4,6.4,23,FRA
67f649be,17,1530,17.0,17,17,0,0,16,20,-4,20.3,24.6,-4.3,23,FRA
68a26d51,26,2028,22.5,25,10,1,2,20,29,-9,25.7,30.5,-4.7,23,FRA
69384e5d,20,1545,17.2,18,9,2,0,42,14,28,36.0,20.4,15.5,23,FRA
698f11e3,23,1225,13.6,12,8,11,13,18,20,-2,15.8,22.6,-6.8,23,FRA
6993927b,26,1701,18.9,18,17,8,11,19,28,-9,22.3,33.2,-11.0,23,FRA
6a827d8e,18,779,8.7,8,2,10,2,10,6,4,13.8,8.9,4.9,23,FRA
6a9e4913,1,90,1.0,1,1,0,33,0,0,0,1.5,1.0,0.4,23,FRA
6b4436ba,4,51,0.6,0,0,4,5,0,2,-2,0.9,0.9,0.1,23,FRA
6b5edd5d,7,174,1.9,2,0,5,5,0,5,-5,1.9,4.0,-2.1,23,FRA
6b9960cf,26,929,10.3,8,5,18,9,19,17,2,20.4,16.4,4.0,23,FRA
6bde367b,30,2546,28.3,30,19,0,0,40,48,-8,37.4,48.5,-11.2,23,FRA
6d0fe035,29,1626,18.1,18,6,11,6,27,27,0,24.1,22.2,1.9,23,FRA
6d7ede84,11,113,1.3,0,0,11,11,5,2,3,3.8,2.7,1.1,23,FRA
6de23ab0,24,1957,21.7,22,18,2,6,38,29,9,33.1,32.1,1.0,23,FRA
6e33125f,37,3232,35.9,37,35,0,0,62,26,36,63.0,38.4,24.6,23,FRA
6e7f1353,18,1419,15.8,18,6,0,0,25,22,3,22.1,14.8,7.4,23,FRA
6ea05ca7,6,60,0.7,0,0,6,13,1,0,1,1.9,1.6,0.4,23,FRA
6f5ec8bb,32,2779,30.9,32,27,0,2,52,25,27,52.8,33.8,19.0,23,FRA
6f806d99,35,3028,33.6,35,22,0,0,49,47,2,40.2,51.7,-11.5,23,FRA
705a1642,4,182,2.0,1,1,3,14,0,2,-2,1.4,2.5,-1.1,23,FRA
706a60e1,9,232,2.6,2,0,7,1,5,1,4,6.4,3.3,3.1,23,FRA
7091324a,1,3,0.0,0,0,1,7,0,0,0,0.0,0.0,0.0,23,FRA
70c52749,27,1209,13.4,10,6,17,4,25,14,11,20.1,14.8,5.3,23,FRA
70d4c949,10,270,3.0,2,0,8,10,3,5,-2,5.0,4.6,0.5,23,FRA
7120a04d,17,1107,12.3,14,2,3,2,18,14,4,18.1,15.4,2.6,23,FRA
7155e3e1,14,492,5.5,4,2,10,3,13,5,8,11.3,5.9,5.4,23,FRA
71d10572,17,698,7.8,7,0,10,1,4,11,-7,8.3,11.2,-2.9,23,FRA
72d4922b,5,146,1.6,1,0,4,8,0,5,-5,1.3,3.7,-2.3,23,FRA
7304f3b1,15,179,2.0,0,0,15,16,1,4,-3,2.1,2.3,-0.2,23,FRA
740f00ac,31,2452,27.2,29,17,2,0,18,46,-28,29.6,36.6,-6.9,23,FRA
741418c3,22,668,7.4,6,0,16,8,13,9,4,12.8,8.4,4.5,23,FRA
745ca0a3,26,1546,17.1,17,7,9,5,23,20,3,22.799999999999997,21.1,1.6999999999999997,23,FRA
7495aba7,8,279,3.1,3,1,5,4,3,2,1,4.3,2.5,1.8,23,FRA
74d4cec6,14,464,5.2,5,1,9,3,7,8,-1,11.2,4.3,7.0,23,FRA
75438a9a,9,634,7.0,7,6,2,18,7,11,-4,9.2,7.4,1.8,23,FRA
7587446d,5,107,1.2,0,0,5,10,3,5,-2,2.1,2.7,-0.7,23,FRA
75f1ed80,29,2388,26.5,27,24,2,0,33,33,0,43.5,37.0,6.6,23,FRA
770d7eb8,17,1417,15.7,16,13,1,1,21,14,7,18.5,22.4,-4.0,23,FRA
779847d6,26,2213,24.6,26,22,0,3,24,40,-16,29.3,33.7,-4.4,23,FRA
7909ffa4,35,2461,27.3,26,17,9,2,51,44,7,39.6,45.4,-5.8,23,FRA
796b1c41,34,2027,22.5,23,5,11,1,23,25,-2,26.6,33.0,-6.4,23,FRA
7978cbf0,30,2137,23.7,24,14,6,6,21,49,-28,23.8,40.7,-17.0,23,FRA
79a793b7,7,173,1.9,0,0,7,4,2,4,-2,1.9,3.0,-1.1,23,FRA
79b2399c,26,1428,15.9,15,8,11,3,8,26,-18,14.6,24.0,-9.4,23,FRA
7a3f8712,1,1,0.0,0,0,1,1,0,0,0,0.0,0.0,0.0,23,FRA
7a42d0df,38,3054,33.9,34,20,4,0,65,22,43,60.6,35.9,24.7,23,FRA
7af655fe,1,11,0.1,0,0,1,11,0,1,-1,0.2,0.1,0.2,23,FRA
7b082ec2,21,1043,11.6,11,4,10,9,13,18,-5,17.9,16.3,1.6,23,FRA
