id,matches,minutes,nineties,starts,completed,sub,sub_unused,onpitch_goals,onpitch_goals_ag,onpitch_goals_delta,onpitch_xg,onpitch_xga,onpitch_xg_delta,season,comp
00528660,9,564,6.3,6,5,3,28,10,11,-1,7.9,10.2,-2.3,19,ITA
008a6e6d,15,1230,13.7,15,12,0,2,12,18,-6,15.9,21.3,-5.3,19,ITA
00b0bb87,14,1077,11.9,12,9,2,3,13,17,-4,12.899999999999999,19.299999999999997,-6.4,19,ITA
01b8a2b2,28,2520,28.0,28,28,0,10,55,20,35,48.1,26.6,21.6,19,ITA
01efac19,8,329,3.7,4,0,4,7,3,10,-7,2.6,7.7,-5.1,19,ITA
023937a9,35,2984,33.2,34,28,1,1,20,53,-33,36.599999999999994,46.2,-9.7,19,ITA
02b2937c,11,352,3.9,3,3,8,8,3,4,-1,3.1,5.7,-2.6,19,ITA
02caf6e0,33,2835,31.5,33,26,0,0,38,43,-5,37.3,41.0,-3.6,19,ITA
02febfdc,29,2043,22.7,22,13,7,5,18,33,-15,22.7,34.0,-11.2,19,ITA
0375723e,22,704,7.8,9,0,13,8,16,10,6,13.2,9.6,3.7,19,ITA
03760df0,17,1524,16.9,17,16,0,2,26,25,1,19.4,24.0,-4.6,19,ITA
03f946ed,36,3031,33.7,35,21,1,1,42,51,-9,40.6,44.8,-4.2,19,ITA
0412b9cd,5,32,0.4,0,0,5,12,0,1,-1,0.4,0.9,-0.5,19,ITA
048877f5,31,2789,31.0,31,30,0,0,21,60,-39,32.1,48.5,-16.3,19,ITA
0497a545,1,12,0.1,0,0,1,4,0,0,0,0.0,0.0,0.0,19,ITA
05e19d6a,34,3018,33.5,34,31,0,1,51,32,19,43.1,35.6,7.5,19,ITA
06050480,3,166,1.8,2,1,1,13,3,5,-2,3.5,2.9,0.6,19,ITA
060606ec,24,1495,16.6,16,9,8,8,14,21,-7,18.1,27.9,-9.8,19,ITA
07767f42,26,1859,20.7,21,16,5,10,27,26,1,25.9,32.1,-6.2,19,ITA
07abb358,27,2127,23.6,26,17,1,10,35,36,-1,29.299999999999997,37.1,-7.8,19,ITA
07ea0ef2,12,772,8.6,9,4,3,20,11,17,-6,13.0,11.9,1.0,19,ITA
07f55871,1,6,0.1,0,0,1,25,0,0,0,0.0,0.0,0.0,19,ITA
0821331c,30,2610,29.0,29,26,1,3,19,48,-29,28.1,44.7,-16.5,19,ITA
0830a4f9,1,58,0.6,0,0,1,24,0,0,0,0.1,0.6,-0.5,19,ITA
085e71a7,17,1485,16.5,16,16,1,18,24,26,-2,22.5,28.7,-6.2,19,ITA
089550f5,32,2671,29.7,30,27,2,5,42,26,16,48.8,31.2,17.6,19,ITA
08aa9cd1,27,1625,18.1,17,9,10,9,17,32,-15,19.3,29.4,-10.1,19,ITA
08f5afaa,36,3090,34.3,36,34,0,0,50,31,19,42.6,36.5,6.1,19,ITA
091795f2,1,5,0.1,0,0,1,7,0,0,0,0.0,0.0,0.0,19,ITA
09538fdb,36,2453,27.3,26,19,10,2,31,41,-10,32.4,43.0,-10.6,19,ITA
098139eb,10,252,2.8,1,1,9,7,1,8,-7,2.6,6.2,-3.5,19,ITA
0a3065c8,25,2023,22.5,23,18,2,7,28,34,-6,30.1,27.3,2.8,19,ITA
0a447501,15,766,8.5,9,4,6,2,9,6,3,12.4,7.2,5.2,19,ITA
0ab1f153,18,1220,13.6,14,7,4,3,18,14,4,18.2,13.4,4.8,19,ITA
0acda699,3,270,3.0,3,3,0,26,1,5,-4,4.8,3.8,1.0,19,ITA
0b5a292a,20,1417,15.7,17,12,3,13,27,17,10,23.0,16.5,6.5,19,ITA
0cd0e21b,7,175,1.9,1,0,6,5,3,4,-1,2.7,2.3,0.4,19,ITA
0d077b88,32,2010,22.3,21,15,11,2,28,32,-4,31.5,31.9,-0.5,19,ITA
0d82903c,31,2387,26.5,28,21,3,2,50,19,31,46.0,25.5,20.4,19,ITA
0e21fc3c,27,1231,13.7,12,3,15,9,20,12,8,20.9,14.2,6.8,19,ITA
0f933743,6,269,3.0,2,2,4,8,4,7,-3,4.0,6.3,-2.3,19,ITA
1079c685,15,670,7.4,7,2,8,15,6,11,-5,8.2,12.9,-4.7,19,ITA
10dc46f0,36,3169,35.2,36,35,0,0,48,35,13,44.5,43.6,0.9,19,ITA
10e25802,19,1046,11.6,10,6,9,14,10,15,-5,13.3,17.2,-3.9,19,ITA
10e7f486,33,2672,29.7,29,27,4,2,41,48,-7,39.8,42.1,-2.3,19,ITA
117beb8f,12,746,8.3,8,4,4,17,8,13,-5,9.1,11.9,-2.8,19,ITA
1253a12e,25,1960,21.8,22,20,3,10,21,34,-13,28.0,27.2,0.8,19,ITA
12851227,6,175,1.9,2,0,4,28,2,5,-3,1.4,3.1,-1.7,19,ITA
130a7a3f,31,1023,11.4,8,3,23,7,16,11,5,16.2,11.2,4.9,19,ITA
13c8e5f6,4,105,1.2,0,0,4,10,2,1,1,3.3,2.8,0.5,19,ITA
13d820de,11,752,8.4,8,7,3,24,3,22,-19,3.4,13.4,-10.100000000000001,19,ITA
144607cc,30,2557,28.4,29,24,1,0,35,41,-6,29.7,38.9,-9.2,19,ITA
149c5f5d,9,296,3.2,3,2,6,25,2,6,-4,3.1,6.6,-3.5,19,ITA
14b8fcdf,15,1350,15.0,15,15,0,18,29,13,16,23.8,12.9,10.9,19,ITA
157d29b6,32,1893,21.1,23,6,9,1,29,31,-2,29.700000000000003,37.8,-8.1,19,ITA
15d0c248,17,1289,14.3,15,10,2,13,20,16,4,22.7,19.4,3.3,19,ITA
162efffd,36,3189,35.4,36,31,0,0,35,51,-16,38.7,55.2,-16.5,19,ITA
16657b95,35,2425,26.9,26,22,9,1,46,41,5,44.1,38.6,5.5,19,ITA
16b9d5cf,17,1375,15.3,15,13,2,17,31,12,19,26.7,13.4,13.3,19,ITA
173061c0,34,3045,33.8,34,33,0,1,35,51,-16,36.1,58.3,-22.2,19,ITA
17f3620a,37,2966,33.0,34,24,3,0,51,44,7,40.3,45.5,-5.1000000000000005,19,ITA
1880614f,26,1375,15.3,17,5,9,4,29,17,12,27.5,22.8,4.8,19,ITA
18f9dbd0,13,973,10.8,12,4,1,21,11,16,-5,9.2,18.0,-8.8,19,ITA
197640fd,28,2006,22.3,21,18,7,10,49,29,20,41.7,24.9,16.8,19,ITA
1ab0b878,6,139,1.5,1,0,5,10,0,6,-6,0.8,5.5,-4.7,19,ITA
1ad1f50d,19,613,6.8,5,1,14,16,7,10,-3,6.9,9.4,-2.4000000000000004,19,ITA
1b82f8df,14,1122,12.5,13,10,1,2,7,14,-7,14.7,13.4,1.3,19,ITA
1c50f354,26,2009,22.3,22,19,4,1,15,50,-35,24.6,36.6,-12.0,19,ITA
1c529186,19,1302,14.5,15,8,4,19,22,13,9,19.9,14.2,5.7,19,ITA
1c8c5aed,14,1159,12.9,13,11,1,22,9,31,-22,13.2,25.0,-11.8,19,ITA
1cac99dc,29,1639,18.2,19,4,10,4,23,27,-4,20.1,27.6,-7.5,19,ITA
1cadaf34,2,48,0.5,0,0,2,10,2,0,2,2.3,0.1,2.3,19,ITA
1ea5f91c,25,963,10.7,7,5,18,12,14,22,-8,15.3,20.7,-5.3,19,ITA
1f9328da,29,1967,21.9,22,11,7,2,33,17,16,38.9,19.6,19.3,19,ITA
1fca9171,19,1074,11.9,14,2,5,18,16,19,-3,13.7,16.1,-2.3,19,ITA
2114abf9,33,2454,27.3,28,15,5,1,23,47,-24,30.0,41.7,-11.7,19,ITA
2146785a,26,1950,21.7,22,15,4,4,27,20,7,24.5,25.6,-1.1,19,ITA
2258c078,5,337,3.7,5,2,0,3,2,8,-6,3.8,5.5,-1.7,19,ITA
228f73ae,12,498,5.5,6,0,6,6,12,10,2,8.3,6.5,1.8,19,ITA
230a2fac,37,3330,37.0,37,37,0,0,51,69,-18,51.8,62.5,-10.7,19,ITA
2334478a,5,213,2.4,4,0,1,4,2,5,-3,2.3,3.8,-1.5,19,ITA
246d153b,30,2160,24.0,22,15,8,2,31,23,8,30.3,31.7,-1.4,19,ITA
259deea9,1,3,0.0,0,0,1,28,0,0,0,0.0,1.2,-1.2,19,ITA
2648e18f,1,30,0.3,0,0,1,1,1,0,1,0.4,0.2,0.2,19,ITA
269b4638,7,480,5.3,6,3,1,7,1,11,-10,4.5,10.5,-6.0,19,ITA
277da414,16,1440,16.0,16,16,0,22,24,36,-12,21.1,26.3,-5.3,19,ITA
27f0ddef,20,1713,19.0,19,19,1,9,15,32,-17,21.1,26.2,-5.1,19,ITA
28237d7e,1,9,0.1,0,0,1,3,0,0,0,0.1,0.2,-0.1,19,ITA
283699b4,14,1016,11.3,10,8,4,22,12,21,-9,14.5,16.4,-1.8,19,ITA
2876eaa3,5,199,2.2,2,1,3,12,1,4,-3,2.6,4.5,-1.9,19,ITA
2a1beb34,35,2975,33.1,34,31,1,0,64,36,28,62.3,35.4,26.9,19,ITA
2a82aa85,1,60,0.7,1,0,0,4,1,1,0,0.2,0.9,-0.6,19,ITA
2b28ba9f,15,970,10.8,12,2,3,23,9,19,-10,13.9,16.6,-2.7,19,ITA
2b71b88a,9,788,8.8,9,7,0,25,7,19,-12,9.6,13.9,-4.3,19,ITA
2c38b327,19,750,8.3,8,1,11,6,12,9,3,12.2,7.1,5.1,19,ITA
2c851997,27,1578,17.5,19,3,8,5,23,21,2,20.8,24.2,-3.4,19,ITA
2d3f7367,2,24,0.3,0,0,2,23,0,0,0,0.3,0.4,-0.1,19,ITA
2d970560,28,1942,21.6,23,14,5,10,42,23,19,39.6,24.9,14.7,19,ITA
2ead2809,8,404,4.5,4,2,4,16,2,4,-2,7.1,5.9,1.2,19,ITA
2ec0f902,24,1548,17.2,18,8,6,12,10,33,-23,13.8,26.9,-13.1,19,ITA
2f3452eb,27,2107,23.4,24,19,3,11,45,21,24,41.2,21.3,19.8,19,ITA
2f557579,28,2073,23.0,24,13,4,1,38,21,17,36.3,21.3,15.0,19,ITA
2f7407fa,1,38,0.4,0,0,1,1,2,1,1,0.8,0.7,0.0,19,ITA
30144daa,1,22,0.2,0,0,1,3,0,1,-1,0.2,0.3,-0.1,19,ITA
30223b33,11,990,11.0,11,11,0,24,16,6,10,16.3,12.6,3.7,19,ITA
30f5ffa9,35,3150,35.0,35,35,0,3,53,32,21,60.9,36.2,24.7,19,ITA
314f2124,14,1158,12.9,14,11,0,20,16,11,5,18.0,16.6,1.4,19,ITA
3300c14c,3,126,1.4,1,1,2,16,1,2,-1,2.1,2.5,-0.5,19,ITA
331c0a43,34,2741,30.5,33,23,1,1,35,40,-5,35.4,38.2,-2.8,19,ITA
339c6ed4,4,81,0.9,1,0,3,11,0,0,0,0.8,0.6,0.2,19,ITA
339fe0e8,35,3150,35.0,35,35,0,0,50,39,11,55.6,40.8,14.9,19,ITA
33b8d077,32,2650,29.4,31,23,1,0,39,29,10,49.8,30.2,19.6,19,ITA
343c0d52,36,2454,27.3,27,15,9,2,39,32,7,40.4,28.3,12.0,19,ITA
343f753a,37,3330,37.0,37,37,0,1,40,59,-19,39.2,63.7,-24.5,19,ITA
34bb6fbd,18,1412,15.7,16,14,2,19,14,27,-13,13.9,22.4,-8.5,19,ITA
3535098b,15,920,10.2,10,4,5,20,16,19,-3,16.1,12.0,4.1,19,ITA
356c9002,18,502,5.6,5,0,13,20,11,4,7,10.6,4.8,5.8,19,ITA
35dd6d80,35,3070,34.1,35,34,0,0,36,44,-8,42.9,44.1,-1.2,19,ITA
3626daea,10,601,6.7,6,5,4,17,12,11,1,9.6,6.4,3.3,19,ITA
3799e138,10,317,3.5,2,0,8,8,3,8,-5,4.6,5.9,-1.4,19,ITA
384dd218,6,153,1.7,1,1,5,20,2,6,-4,1.2,2.4,-1.1,19,ITA
38ac43d3,10,706,7.8,8,1,2,5,19,9,10,16.2,7.9,8.3,19,ITA
3b15ef2d,5,450,5.0,5,5,0,14,10,3,7,8.4,3.7,4.8,19,ITA
3b333ac3,35,2973,33.0,33,31,2,2,65,39,26,63.1,35.2,27.9,19,ITA
3b387cc7,2,8,0.1,0,0,2,6,0,1,-1,0.2,0.2,-0.1,19,ITA
3b61c9ec,16,1101,12.200000000000001,13,9,3,15,12,19,-7,13.7,23.8,-10.100000000000001,19,ITA
3b8674e6,31,2003,22.3,21,18,10,3,39,16,23,32.7,20.4,12.3,19,ITA
3bb625ac,29,1970,21.9,23,13,6,3,23,26,-3,31.9,23.7,8.2,19,ITA
3bb7af3b,22,905,10.1,11,1,11,9,16,14,2,13.3,14.5,-1.2,19,ITA
3bb7f478,33,2579,28.7,28,26,5,1,47,38,9,48.6,41.5,7.1,19,ITA
3c1e4e84,8,553,6.1,6,4,2,14,5,9,-4,8.3,8.8,-0.5,19,ITA
3d50bcdb,13,541,6.0,5,3,8,19,11,5,6,9.3,4.6,4.8,19,ITA
3d936ba9,21,1714,19.0,21,15,0,7,26,36,-10,27.2,31.1,-3.9,19,ITA
3ead85f9,32,2847,31.6,32,30,0,0,44,32,12,39.7,34.1,5.6,19,ITA
40f0ed6c,13,755,8.4,10,4,3,8,10,18,-8,9.1,14.6,-5.5,19,ITA
4133cfcf,3,97,1.1,1,0,2,9,0,3,-3,1.5,1.0,0.5,19,ITA
41bd99ea,9,810,9.0,9,9,0,10,8,13,-5,9.9,12.7,-2.8,19,ITA
41ff002d,3,88,1.0,1,0,2,14,0,4,-4,0.3,2.4,-2.1,19,ITA
422ec08a,29,1488,16.5,16,4,13,7,31,24,7,22.7,23.1,-0.3,19,ITA
42b1a58a,2,114,1.3,1,1,1,28,0,2,-2,0.3,1.2,-0.9,19,ITA
434b8c73,12,699,7.8,9,1,3,6,9,11,-2,8.0,14.5,-6.5,19,ITA
438dfc6a,27,2226,24.7,25,22,2,11,20,37,-17,24.6,36.0,-11.4,19,ITA
43a1bea5,12,785,8.7,9,7,3,5,12,7,5,9.9,10.7,-0.8,19,ITA
43a2e16c,35,2133,23.7,22,19,13,3,26,35,-9,27.8,35.0,-7.2,19,ITA
43b78598,29,2267,25.2,24,18,5,2,31,21,10,41.0,27.3,13.8,19,ITA
440c84ed,26,1612,17.9,19,6,7,4,31,22,9,26.0,23.6,2.4,19,ITA
4431aed2,36,2859,31.8,31,27,5,0,45,41,4,51.2,41.4,9.9,19,ITA
44510fde,6,170,1.9,0,0,6,9,2,3,-1,3.9,1.8,2.1,19,ITA
44ac04e9,30,2015,22.4,23,14,7,5,31,24,7,34.4,28.1,6.3,19,ITA
44eb9093,30,2579,28.7,29,26,1,7,45,29,16,50.6,29.6,21.0,19,ITA
455a2b79,29,1454,16.099999999999998,16,5,13,4,12,24,-12,18.0,23.900000000000002,-6.0,19,ITA
45b9b619,34,1927,21.4,18,12,16,2,37,25,12,37.4,25.8,11.7,19,ITA
4611e028,28,2357,26.2,27,20,1,5,37,42,-5,35.0,34.5,0.5,19,ITA
46a8347f,10,727,8.1,8,7,2,5,11,7,4,12.1,9.1,3.0,19,ITA
46f5c54d,31,2542,28.2,29,22,2,3,35,42,-7,32.0,37.0,-5.1,19,ITA
47a500ae,21,1823,20.3,20,20,1,7,18,44,-26,22.3,37.3,-15.0,19,ITA
4a56052c,33,2941,32.7,33,30,0,0,36,39,-3,46.3,35.3,11.0,19,ITA
4a5a45c7,25,1821,20.2,21,11,4,4,32,25,7,32.9,28.4,4.5,19,ITA
4b029b31,29,2610,29.0,29,29,0,8,21,56,-35,27.6,49.6,-22.0,19,ITA
4bd414c1,20,1713,19.0,19,19,1,6,33,22,11,30.4,21.2,9.3,19,ITA
4c3a6744,29,1341,14.9,14,1,15,8,26,15,11,26.0,17.0,9.0,19,ITA
4c62d0c8,9,810,9.0,9,9,0,21,15,8,7,12.1,8.5,3.7,19,ITA
4c78b5ed,27,1987,22.1,22,16,5,2,32,25,7,33.1,29.2,3.9,19,ITA
4cc93246,25,1185,13.2,12,3,13,11,10,19,-9,11.8,24.0,-12.2,19,ITA
4d3ab428,7,161,1.8,1,0,6,23,3,3,0,1.5,2.8000000000000003,-1.3,19,ITA
4dba2a97,23,1761,19.6,20,15,3,10,17,32,-15,18.5,33.5,-15.0,19,ITA
4e219ad2,35,3018,33.5,35,22,0,1,51,33,18,42.6,36.5,6.1,19,ITA
4e358a2d,34,2806,31.2,31,30,3,2,50,38,12,51.4,42.8,8.6,19,ITA
4e6dbac4,31,2396,26.6,29,18,2,1,39,27,12,43.9,28.4,15.4,19,ITA
4e7db402,34,3015,33.5,34,33,0,3,43,40,3,50.0,36.2,13.9,19,ITA
4f2908e5,16,1356,15.1,14,13,2,11,20,26,-6,19.5,24.6,-5.1,19,ITA
4fa7cb9b,17,621,6.9,7,0,10,1,13,8,5,10.6,7.2,3.4,19,ITA
4fac8f81,5,282,3.1,3,2,2,33,6,5,1,4.2,6.4,-2.2,19,ITA
509a4ccb,24,889,9.9,8,1,16,7,17,5,12,16.3,9.7,6.6,19,ITA
5128bde4,33,2542,28.2,30,19,3,2,28,43,-15,33.6,41.7,-8.1,19,ITA
514f0896,3,251,2.8,2,2,1,35,4,2,2,2.1,4.1,-2.0,19,ITA
528492ea,26,1848,20.5,21,14,5,3,32,35,-3,24.2,34.9,-10.7,19,ITA
5294a83f,27,1990,22.1,25,9,2,4,30,22,8,35.0,23.3,11.7,19,ITA
52ec54d0,29,2472,27.5,27,26,2,6,50,21,29,42.8,26.7,16.0,19,ITA
5313ed43,31,2639,29.3,31,24,0,0,28,43,-15,32.8,44.6,-11.8,19,ITA
532d2690,18,1270,14.1,15,8,3,5,22,18,4,24.3,19.6,4.7,19,ITA
539230cf,4,62,0.7,0,0,4,34,2,0,2,0.7,0.9,-0.2,19,ITA
53a0e358,35,2875,31.9,32,26,3,1,45,46,-1,42.4,45.3,-2.9,19,ITA
53de807a,28,2243,24.9,28,17,0,2,36,26,10,42.3,26.4,15.8,19,ITA
548902cc,22,1342,14.9,13,7,9,10,20,31,-11,19.6,25.0,-5.4,19,ITA
54ab361e,11,208,2.3,0,0,11,10,4,5,-1,2.8,3.1,-0.2,19,ITA
54c356b0,11,990,11.0,11,11,0,24,6,23,-17,13.9,18.3,-4.5,19,ITA
54e0c0cc,1,4,0.0,0,0,1,25,0,0,0,0.2,0.1,0.1,19,ITA
54e53b7e,21,1031,11.5,12,0,9,3,18,15,3,10.2,16.7,-6.5,19,ITA
550985aa,2,65,0.7,0,0,2,3,0,3,-3,0.5,1.5,-1.0,19,ITA
55667895,24,2010,22.3,22,21,2,12,31,19,12,27.5,25.5,2.0,19,ITA
56400c01,27,2266,25.2,24,22,3,10,22,37,-15,28.5,42.1,-13.6,19,ITA
56b2957b,12,896,10.0,10,5,2,2,12,11,1,11.2,13.3,-2.1,19,ITA
570bb4b9,32,2259,25.1,26,13,6,6,37,50,-13,35.2,48.8,-13.7,19,ITA
5710a281,16,1114,12.4,13,10,3,9,21,15,6,20.1,11.9,8.2,19,ITA
58027adc,18,1065,11.8,11,9,7,19,18,22,-4,12.9,18.7,-5.8,19,ITA
585a73a8,33,2922,32.5,33,31,0,0,36,56,-20,34.5,57.7,-23.2,19,ITA
58d97e77,19,603,6.7,6,1,13,18,8,12,-4,12.5,9.2,3.3,19,ITA
58e933d2,38,3066,34.1,33,24,5,0,35,53,-18,42.2,50.2,-8.0,19,ITA
59a3efba,3,44,0.5,0,0,3,26,2,0,2,1.2,0.0,1.2,19,ITA
59bf127b,31,2301,25.6,26,21,5,6,30,23,7,29.5,30.2,-0.7,19,ITA
5aa53281,30,2246,25.0,25,17,5,7,48,32,16,47.2,24.9,22.3,19,ITA
5aaef9ef,18,1535,17.1,17,14,1,0,20,33,-13,18.2,28.5,-10.3,19,ITA
5bd72174,38,3420,38.0,38,38,0,0,51,70,-19,52.4,63.6,-11.3,19,ITA
5bdd44d8,2,9,0.1,0,0,2,10,0,0,0,0.1,0.1,0.0,19,ITA
5cec2c74,35,2659,29.5,30,21,5,0,39,29,10,36.0,34.6,1.4,19,ITA
5d4f7d61,24,1314,14.6,15,6,9,11,29,16,13,24.4,17.7,6.6,19,ITA
5df4ef30,13,838,9.299999999999999,9,4,4,22,18,11,7,15.8,15.9,0.0,19,ITA
5e861944,36,2549,28.3,31,8,5,0,42,20,22,46.5,28.0,18.4,19,ITA
5eb72339,30,1915,21.3,22,15,8,7,20,33,-13,25.6,35.1,-9.5,19,ITA
5efc5389,11,830,9.2,9,8,2,14,7,14,-7,11.2,14.0,-2.7,19,ITA
5fd5ed86,5,183,2.0,2,1,3,33,3,3,0,2.4,2.8,-0.4,19,ITA
601ef102,16,970,10.8,11,3,5,2,16,15,1,14.3,19.3,-5.0,19,ITA
605873e1,27,1494,16.6,17,8,10,8,14,23,-9,18.0,26.1,-8.1,19,ITA
614c38fb,11,659,7.3,9,1,2,2,5,13,-8,8.7,10.7,-2.0,19,ITA
616aea37,27,2307,25.6,27,21,0,7,23,42,-19,24.5,41.6,-17.1,19,ITA
618ab91f,1,17,0.2,0,0,1,23,1,1,0,0.1,0.1,0.0,19,ITA
61b3978f,27,2200,24.4,24,22,3,6,40,33,7,29.2,36.1,-6.9,19,ITA
6213fd82,3,49,0.5,0,0,3,27,2,0,2,2.2,0.2,2.0,19,ITA
62437b4f,35,2178,24.2,24,10,11,1,22,30,-8,25.8,35.2,-9.4,19,ITA
63071a3f,38,3346,37.2,38,34,0,0,39,58,-19,39.0,62.5,-23.5,19,ITA
635b0bae,16,1183,13.1,13,11,3,21,11,26,-15,10.2,25.7,-15.5,19,ITA
6378443d,5,227,2.5,3,2,2,9,0,6,-6,1.7,3.3,-1.6,19,ITA
644faf10,5,208,2.3,2,0,3,27,3,2,1,1.9,1.8,0.1,19,ITA
649b01d8,36,3240,36.0,36,36,0,2,58,51,7,48.9,53.8,-4.8,19,ITA
64cd167d,34,2841,31.6,32,27,2,3,34,48,-14,37.4,44.7,-7.4,19,ITA
65e4dede,8,238,2.6,2,1,6,22,1,6,-5,3.1,4.6,-1.4,19,ITA
67f649be,33,2970,33.0,33,33,0,4,32,46,-14,41.7,44.7,-3.0,19,ITA
6817095b,1,1,0.0,0,0,1,9,0,0,0,0.0,0.0,0.0,19,ITA
68252d6d,31,2145,23.8,23,10,8,1,56,27,29,50.9,24.6,26.4,19,ITA
68b78c2a,19,1682,18.7,19,17,0,10,13,33,-20,18.9,28.4,-9.6,19,ITA
6928979a,35,3107,34.5,35,30,0,0,32,50,-18,36.6,56.8,-20.2,19,ITA
6aafdc27,10,739,8.2,9,6,1,11,6,20,-14,8.1,17.2,-9.1,19,ITA
6b99d135,18,1069,11.9,12,5,6,7,12,26,-14,13.2,22.8,-9.7,19,ITA
6c1f7328,25,1965,21.8,23,17,2,0,26,37,-11,24.6,37.6,-13.1,19,ITA
6cc97b6a,7,462,5.1,5,3,2,2,8,6,2,6.7,9.0,-2.3,19,ITA
6e058f06,1,1,0.0,0,0,1,1,0,0,0,0.0,0.0,0.0,19,ITA
6e4df551,35,2899,32.2,34,20,1,1,70,34,36,63.9,33.4,30.5,19,ITA
6eee05f1,24,1807,20.1,20,18,4,13,47,26,21,37.9,22.8,15.1,19,ITA
6fe90922,34,2701,30.0,30,22,4,4,43,30,13,51.2,31.5,19.6,19,ITA
714ffae7,1,45,0.5,0,0,1,2,0,0,0,0.3,0.2,0.1,19,ITA
71dac2c2,1,90,1.0,1,1,0,37,1,2,-1,1.0,1.7,-0.6,19,ITA
71dc23da,9,514,5.7,6,3,3,21,4,11,-7,5.5,9.1,-3.6,19,ITA
72c803a0,3,57,0.6,0,0,3,12,0,5,-5,0.2,1.3,-1.1,19,ITA
74419746,38,3420,38.0,38,38,0,0,57,33,24,63.8,38.3,25.6,19,ITA
75374ee7,1,16,0.2,0,0,1,15,0,0,0,0.0,0.3,-0.3,19,ITA
756959aa,28,1750,19.4,20,11,8,6,25,23,2,26.1,25.9,0.3,19,ITA
75b86fb3,24,1690,18.8,18,17,6,9,22,31,-9,21.6,33.9,-12.2,19,ITA
75e60d75,14,599,6.7,6,3,8,24,13,12,1,8.2,9.3,-1.1,19,ITA
75efed2e,17,377,4.2,2,0,15,14,3,5,-2,4.6,6.4,-1.8,19,ITA
7602ddf6,1,25,0.3,0,0,1,7,2,1,1,1.0,0.6,0.4,19,ITA
7737dee2,1,12,0.1,0,0,1,1,0,0,0,0.0,0.1,-0.1,19,ITA
77e401c7,1,90,1.0,1,1,0,32,3,3,0,2.1,2.6,-0.5,19,ITA
780e3631,12,235,2.6,1,0,11,26,8,6,2,5.5,3.8,1.7,19,ITA
78841da9,34,2650,29.4,29,22,5,4,59,28,31,48.3,32.2,16.2,19,ITA
788b31e2,14,975,10.8,10,10,4,20,9,18,-9,9.4,14.3,-4.9,19,ITA
79083382,20,1403,15.6,15,14,5,15,25,21,4,24.6,21.0,3.6,19,ITA
79443529,10,160,1.8,1,0,9,16,0,2,-2,3.7,1.1,2.6,19,ITA
7a20d90a,10,810,9.0,9,8,1,28,14,13,1,14.4,10.9,3.4,19,ITA
7afb1573,2,77,0.9,1,0,1,15,1,3,-2,0.6,0.8,-0.1,19,ITA
7b536033,35,2476,27.5,27,18,8,2,20,59,-39,25.8,43.6,-17.8,19,ITA
7b5f516f,1,1,0.0,0,0,1,37,0,0,0,0.0,0.0,0.0,19,ITA
7ba2eaa9,4,46,0.5,0,0,4,11,0,1,-1,0.4,0.3,0.1,19,ITA
7c0000fd,7,260,2.9,4,0,3,17,5,3,2,3.5,2.8,0.7,19,ITA
7d3cbc67,23,1607,17.9,18,11,5,12,10,36,-26,16.3,24.8,-8.5,19,ITA
7d50454d,24,2051,22.8,24,21,0,1,22,33,-11,25.7,39.1,-13.4,19,ITA
7d86864c,10,329,3.7,2,2,8,11,3,6,-3,3.5,5.2,-1.7,19,ITA
7e81a17d,16,400,4.4,2,1,14,6,7,3,4,5.6,7.0,-1.5,19,ITA
7eb97a8e,15,1139,12.7,13,8,2,0,20,16,4,20.1,11.5,8.5,19,ITA
7ed4921e,35,3064,34.0,35,32,0,0,37,47,-10,38.7,52.0,-13.3,19,ITA
7f267d66,20,995,11.1,10,6,10,15,6,13,-7,9.6,17.8,-8.1,19,ITA
7f50c23b,1,28,0.3,0,0,1,11,0,0,0,0.0,0.6,-0.5,19,ITA
7f622eef,14,892,9.9,9,6,5,1,3,22,-19,8.0,14.1,-6.1,19,ITA
7f78ad23,35,3047,33.9,35,30,0,2,49,32,17,41.9,36.6,5.2,19,ITA
7fd58fe3,35,2923,32.5,34,25,1,1,49,34,15,53.9,39.1,14.7,19,ITA
806f7a26,2,180,2.0,2,2,0,35,2,0,2,1.5,1.2,0.3,19,ITA
81255c03,34,2555,28.4,30,11,4,0,27,44,-17,32.7,48.9,-16.2,19,ITA
817c6964,33,2772,30.8,33,21,0,0,38,55,-17,41.2,52.1,-10.9,19,ITA
822a7761,22,1090,12.1,12,3,10,0,16,26,-10,17.7,18.7,-1.0,19,ITA
82b1198a,17,1457,16.2,16,15,1,16,25,20,5,25.1,16.3,8.8,19,ITA
82efe6fa,1,2,0.0,0,0,1,15,0,0,0,0.0,0.0,0.0,19,ITA
839c14e1,4,259,2.9,3,2,1,13,4,1,3,3.6,1.1,2.5,19,ITA
83e4643e,20,1166,13.0,12,4,8,0,15,25,-10,17.5,18.5,-0.9,19,ITA
84594618,18,1474,16.4,16,15,2,19,15,23,-8,16.1,25.2,-9.1,19,ITA
854ee61a,36,2339,26.0,26,14,10,2,42,33,9,38.0,35.7,2.3,19,ITA
85613cf0,35,2396,26.6,27,17,8,3,55,25,30,42.1,27.0,15.2,19,ITA
85b011bb,9,810,9.0,9,9,0,29,21,7,14,15.5,9.4,6.1,19,ITA
85ea4399,1,90,1.0,1,1,0,17,0,1,-1,0.9,1.7,-0.7,19,ITA
86015b20,9,529,5.9,6,4,3,5,5,14,-9,5.199999999999999,13.899999999999999,-8.8,19,ITA
