id,y_card,r_card,two_y_card,fouls,fouled,offside,pens_won,pens_con,own_goal,recov,aerials_won,aerials_lost,aerials_attempted,season,comp
ad6df2d5,1,0,0,13,8,1,0,0,0,73,2,11,13,19,CL
adfc9123,1,0,0,5,3,0,0,0,0,52,21,15,36,19,CL
ae4e2852,0,0,0,8,4,0,0,0,0,17,4,4,8,19,CL
aeed5c06,0,0,0,0,1,0,0,0,0,0,0,0,0,19,CL
aef6e670,1,0,0,7,10,1,0,1,0,53,6,1,7,19,CL
afa0d4e0,0,0,0,7,7,3,0,0,0,19,32,19,51,19,CL
afb0c500,0,0,0,0,0,0,0,0,0,1,1,0,1,19,CL
b05e2dbd,3,0,0,5,4,1,0,0,0,18,5,7,12,19,CL
b1062a37,0,0,0,3,1,0,0,0,0,3,7,3,10,19,CL
b19db005,0,0,0,1,12,1,0,0,0,10,3,3,6,19,CL
b1f4086c,1,0,0,1,4,0,0,0,0,36,2,7,9,19,CL
b20f5a66,1,0,0,3,3,1,0,0,0,31,5,4,9,19,CL
b217ef29,2,0,0,8,5,0,0,0,1,51,25,8,33,19,CL
b233e8e4,1,0,0,1,1,0,0,1,0,5,4,0,4,19,CL
b2db927b,0,0,0,0,1,0,0,0,0,3,1,4,5,19,CL
b3325a30,1,0,0,10,7,0,0,0,0,38,8,9,17,19,CL
b400bde0,1,0,0,15,10,6,1,0,0,42,3,3,6,19,CL
b4825073,0,0,0,2,0,0,0,0,0,5,1,1,2,19,CL
b65c42cf,1,0,0,2,5,0,0,0,0,9,0,1,1,19,CL
b66315ae,0,0,0,5,7,12,0,0,0,15,3,12,15,19,CL
b6964eb6,1,0,0,10,2,0,0,0,0,19,25,15,40,19,CL
b6a6e0a7,0,0,0,0,1,0,0,0,0,8,2,1,3,19,CL
b6b2b820,0,0,0,2,0,0,0,0,0,1,0,0,0,19,CL
b74277a0,3,0,0,15,8,1,0,0,0,55,10,10,20,19,CL
b7ca5c51,1,0,0,4,4,0,1,0,0,31,10,14,24,19,CL
b7e7937d,0,0,0,0,0,0,0,0,0,4,1,0,1,19,CL
b853e0ad,1,0,0,10,6,0,0,0,0,46,3,3,6,19,CL
ba23a904,1,0,0,11,3,0,0,0,0,47,15,8,23,19,CL
bafcf742,3,0,0,7,6,0,0,1,0,27,5,2,7,19,CL
bd4f5f94,1,0,0,0,5,0,0,0,0,18,1,2,3,19,CL
bd6351cd,0,0,0,6,9,0,1,0,0,31,6,6,12,19,CL
be927d03,2,0,0,11,5,1,0,0,0,33,1,3,4,19,CL
beb391dd,0,0,0,1,3,2,0,0,0,14,0,4,4,19,CL
bece776f,3,0,0,17,19,8,0,0,0,19,5,12,17,19,CL
beda9675,0,0,0,1,0,0,0,0,0,2,0,1,1,19,CL
bef09ca8,0,0,0,1,1,0,0,0,0,1,0,0,0,19,CL
bfae110f,1,0,0,10,7,6,0,0,0,20,15,20,35,19,CL
c0617e2b,0,0,0,2,1,0,0,0,0,10,1,0,1,19,CL
c0c7ff58,1,0,0,4,4,0,0,0,0,30,5,4,9,19,CL
c0cddebe,2,0,0,12,4,1,0,0,0,26,10,8,18,19,CL
c14bc029,1,0,0,11,5,0,0,0,0,46,18,13,31,19,CL
c17bfb65,2,0,0,16,12,1,0,0,0,17,12,23,35,19,CL
c2111b45,0,0,0,1,0,0,0,0,0,2,6,2,8,19,CL
c24544c7,0,0,0,7,2,3,0,0,0,34,5,8,13,19,CL
c2e41cfb,0,0,0,0,1,0,0,0,0,4,2,0,2,19,CL
c3a8bcd8,2,0,0,16,8,1,0,0,0,81,12,8,20,19,CL
c3ee18ef,1,0,0,3,5,0,0,0,0,28,6,3,9,19,CL
c43e5e7e,1,0,0,15,15,0,0,0,0,11,6,16,22,19,CL
c46fa34c,0,0,0,2,3,0,0,0,0,13,1,0,1,19,CL
c47541e0,1,0,0,4,6,5,0,0,0,21,4,4,8,19,CL
c4987edc,0,0,0,0,0,0,0,0,0,2,3,4,7,19,CL
c5adc293,0,0,0,1,1,0,0,0,0,2,1,1,2,19,CL
c5bdb6e3,0,0,0,1,1,0,0,0,0,4,0,0,0,19,CL
c5fd13e9,0,0,0,0,2,0,0,0,0,21,6,0,6,19,CL
c6056d58,0,0,0,2,2,1,0,1,0,22,12,7,19,19,CL
c67cd65c,1,0,0,2,5,0,0,0,0,7,2,1,3,19,CL
c691bfe2,2,0,0,22,25,14,2,0,0,43,18,33,51,19,CL
c707411f,0,0,0,4,3,0,0,0,0,44,17,17,34,19,CL
c7526c18,0,0,0,11,5,0,0,0,0,51,13,15,28,19,CL
c7842dab,1,0,0,1,1,1,0,0,0,11,0,1,1,19,CL
c886b062,2,0,0,5,5,1,0,0,0,13,6,12,18,19,CL
c8bfb695,0,0,0,1,0,0,0,0,0,4,5,5,10,19,CL
c8c60119,0,0,0,0,0,0,0,0,0,1,3,0,3,19,CL
c8e65157,1,0,0,3,1,0,0,0,0,17,3,6,9,19,CL
c906ce0f,2,0,0,3,4,1,0,0,0,31,10,10,20,19,CL
c952f633,1,0,0,6,0,1,0,0,0,6,3,3,6,19,CL
c9cb972b,0,0,0,0,1,0,0,0,0,1,0,0,0,19,CL
c9e99e49,1,0,0,3,9,1,0,0,0,10,1,7,8,19,CL
ca3e2783,0,0,0,1,1,2,0,0,0,1,1,2,3,19,CL
cbbfa2e7,0,0,0,3,2,4,0,0,0,7,6,4,10,19,CL
cc1a0c57,1,0,0,0,0,0,0,0,0,5,2,0,2,19,CL
cc700722,1,0,0,12,12,0,0,0,0,61,2,2,4,19,CL
cc83b74d,1,0,0,10,16,1,1,0,0,7,3,9,12,19,CL
cc86b9a3,0,0,0,8,7,0,0,0,0,23,6,2,8,19,CL
ccbbe661,1,0,0,11,12,2,0,0,0,11,17,25,42,19,CL
ccc66d00,0,0,0,0,0,0,0,0,0,2,0,2,2,19,CL
ccd88b8e,0,0,0,7,2,0,1,0,0,3,2,2,4,19,CL
cce181df,2,0,0,5,6,1,0,0,0,35,6,9,15,19,CL
cd1acf9d,0,0,0,7,3,1,0,0,0,76,7,8,15,19,CL
cd1b2304,0,0,0,0,0,0,0,0,0,0,2,0,2,19,CL
ce9e8024,3,0,0,8,2,0,0,0,0,20,11,7,18,19,CL
cea4ee8f,0,0,0,6,11,1,0,0,0,39,7,15,22,19,CL
cf182add,0,0,0,1,9,1,0,0,0,21,10,12,22,19,CL
cf8ef0a1,0,0,0,4,2,0,0,0,0,9,2,8,10,19,CL
cfd8d664,1,0,0,4,5,0,0,0,0,18,4,7,11,19,CL
cff7dcb0,0,0,0,8,2,3,0,0,0,8,26,24,50,19,CL
d003e213,1,0,0,6,1,0,0,0,0,30,1,4,5,19,CL
d02e0cab,0,0,0,2,4,0,0,0,0,14,1,3,4,19,CL
d04b94db,3,0,0,11,9,1,0,0,0,29,4,6,10,19,CL
d072a976,2,0,0,6,5,0,0,0,1,31,8,5,13,19,CL
d0d79694,0,0,0,1,3,0,0,0,0,6,1,0,1,19,CL
d0d8dd44,1,0,0,4,1,0,0,0,0,21,9,4,13,19,CL
d1273f09,0,0,0,11,6,2,0,0,0,26,6,2,8,19,CL
d1661819,0,0,0,0,1,0,0,0,0,3,0,0,0,19,CL
d2110326,1,0,0,3,2,0,0,0,0,14,3,2,5,19,CL
d2448564,0,0,0,2,3,1,0,0,0,10,1,1,2,19,CL
d28b8f40,0,0,0,2,4,0,0,0,0,34,14,4,18,19,CL
d2bff301,0,0,0,2,0,0,0,0,0,14,2,2,4,19,CL
d3272fba,0,0,0,1,0,1,0,0,0,3,0,0,0,19,CL
d38174c3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
d3aaad90,1,0,0,3,4,0,0,0,0,12,4,4,8,19,CL
d4931a5a,0,0,0,2,3,0,0,0,0,7,4,4,8,19,CL
d49f3e6b,0,0,0,5,2,1,0,0,0,9,2,2,4,19,CL
d4aa40b8,0,0,0,7,8,4,0,1,0,32,0,5,5,19,CL
d5980989,1,0,0,1,0,0,0,0,0,4,2,2,4,19,CL
d5c04323,2,0,0,4,2,0,0,0,0,15,15,9,24,19,CL
d5f2f82b,2,0,0,8,2,1,0,0,0,43,6,7,13,19,CL
d6e53a3a,2,0,0,10,5,2,0,0,0,73,45,19,64,19,CL
d70ce98e,0,0,0,8,20,1,0,0,0,24,1,3,4,19,CL
d7c09951,1,0,0,8,2,0,0,0,0,16,11,9,20,19,CL
d83bbc54,0,0,0,3,3,0,0,0,0,10,5,5,10,19,CL
d849ef0f,1,0,0,7,1,0,0,0,0,12,5,3,8,19,CL
d8b97bb3,0,0,0,2,4,1,0,0,0,11,4,19,23,19,CL
d93c2511,0,0,0,10,3,0,0,0,0,14,4,2,6,19,CL
d9565625,0,0,0,2,0,2,0,0,0,10,2,1,3,19,CL
d9a5d930,0,0,0,4,7,0,0,0,0,19,2,4,6,19,CL
d9d43555,0,0,0,0,1,0,0,0,0,2,0,4,4,19,CL
da59a197,0,0,0,0,0,0,0,0,0,0,0,0,0,19,CL
da7b447d,1,0,0,4,1,0,0,0,0,50,20,5,25,19,CL
da974c7b,2,0,0,7,0,2,0,0,0,47,9,5,14,19,CL
dab0da1c,0,0,0,4,2,1,0,0,0,12,0,6,6,19,CL
dad4b285,1,0,0,4,9,1,0,0,0,34,12,9,21,19,CL
db4ed67b,1,0,0,4,0,0,0,0,0,29,0,3,3,19,CL
db750822,1,0,0,1,6,1,0,0,0,4,0,3,3,19,CL
dbf053da,1,0,0,1,5,1,0,0,0,27,0,4,4,19,CL
dc62fbee,0,0,0,3,3,0,0,0,0,8,0,1,1,19,CL
de40e38c,1,0,0,3,1,0,0,0,0,12,0,2,2,19,CL
de5b5570,1,0,0,6,4,0,0,0,0,32,4,4,8,19,CL
dea698d9,1,1,0,7,20,2,0,0,0,20,16,16,32,19,CL
dead55e5,1,0,0,3,0,1,0,0,0,7,2,2,4,19,CL
def899bd,0,0,0,1,2,0,0,0,1,13,5,1,6,19,CL
df69b544,2,0,0,7,5,7,0,0,0,20,8,16,24,19,CL
dff153a4,1,0,0,1,3,0,0,0,0,2,0,1,1,19,CL
e06683ca,3,0,0,8,5,0,0,0,0,53,40,24,64,19,CL
e0900238,2,0,0,10,3,0,0,0,0,22,5,1,6,19,CL
e0921a4f,1,0,0,5,16,2,0,0,0,28,1,7,8,19,CL
e0991c04,0,0,0,0,1,0,0,0,0,4,1,0,1,19,CL
e0d3e18d,1,0,0,4,2,0,0,0,0,23,1,2,3,19,CL
e162b013,1,0,0,5,1,0,0,0,0,26,5,2,7,19,CL
e16dd48e,1,0,0,3,6,2,0,1,0,18,5,7,12,19,CL
e204ec12,1,0,0,6,9,0,0,0,0,14,2,2,4,19,CL
e26f559f,0,0,0,2,1,0,0,1,0,8,0,2,2,19,CL
e2716bd0,0,0,0,7,11,2,1,0,0,35,4,10,14,19,CL
e288d4b3,1,0,0,6,3,1,0,1,0,41,6,8,14,19,CL
e2dde94c,0,0,0,4,12,0,0,0,0,30,2,4,6,19,CL
e33c06cf,0,0,0,2,1,0,0,0,0,30,15,6,21,19,CL
e342ad68,1,0,0,18,17,6,0,0,0,48,5,18,23,19,CL
e38f1636,1,0,0,3,0,0,0,0,0,16,7,9,16,19,CL
e3d0b0c4,0,0,0,6,0,0,0,0,0,40,19,1,20,19,CL
e4086af3,0,0,0,1,1,0,0,0,0,2,2,1,3,19,CL
e40d028b,0,0,0,1,1,0,0,1,0,7,0,0,0,19,CL
e42d61c7,0,0,0,1,8,0,0,0,0,23,3,1,4,19,CL
e46012d4,0,0,0,0,5,0,0,0,0,20,1,1,2,19,CL
e4ed2628,2,0,0,3,5,0,0,0,0,27,7,3,10,19,CL
e50623a0,0,0,0,1,1,0,0,0,0,8,0,1,1,19,CL
e6ad16b2,0,0,0,4,2,0,0,0,0,37,3,4,7,19,CL
e6bc67d7,1,0,0,3,13,1,0,0,0,22,2,3,5,19,CL
e73c9bb2,1,0,0,12,9,0,0,1,0,39,15,8,23,19,CL
e7986081,1,0,0,4,1,2,0,0,0,11,7,2,9,19,CL
e7d59f4f,0,0,0,1,6,0,0,0,0,14,0,5,5,19,CL
e7ee38c3,0,0,0,0,1,0,0,0,0,5,0,0,0,19,CL
e85fb9b8,1,0,0,4,7,1,0,0,0,26,14,6,20,19,CL
e90dc1d5,0,0,0,5,5,4,0,0,0,14,4,7,11,19,CL
e97150c0,1,0,0,1,1,0,0,0,0,5,3,4,7,19,CL
e9c0c1b2,2,0,0,0,1,0,0,0,0,15,4,2,6,19,CL
ead61f73,0,0,0,1,3,1,0,0,0,5,0,1,1,19,CL
eb58eef0,1,0,0,7,8,1,1,0,0,66,9,10,19,19,CL
eb7822d7,2,0,0,7,6,2,0,0,0,47,13,8,21,19,CL
eba1e557,0,0,0,0,3,0,0,0,0,12,1,0,1,19,CL
ebc56869,0,0,0,0,0,1,0,0,0,0,0,0,0,19,CL
ecada4fc,0,0,0,0,0,0,0,0,0,8,1,0,1,19,CL
ed1e53f3,0,0,0,1,2,0,0,0,0,7,1,0,1,19,CL
ed87a229,0,0,0,0,0,0,0,0,0,2,1,2,3,19,CL
ed90babd,0,0,0,1,2,0,0,0,0,2,1,0,1,19,CL
eda40760,0,0,0,2,16,0,0,0,0,37,10,4,14,19,CL
ee3519f5,1,0,0,12,1,0,0,1,0,26,6,8,14,19,CL
ee8508c0,0,0,0,0,2,0,0,0,0,9,0,0,0,19,CL
ee93c1a9,2,0,0,8,13,1,1,0,0,35,1,7,8,19,CL
eed332df,2,0,0,5,7,0,0,0,0,6,12,23,35,19,CL
f00de885,0,0,0,0,2,0,0,0,0,11,1,0,1,19,CL
f0661424,6,0,0,22,23,4,0,1,0,62,14,20,34,19,CL
f08490a6,0,0,0,0,0,0,0,0,0,5,0,1,1,19,CL
f0da930c,3,0,0,7,4,0,0,0,0,15,10,4,14,19,CL
f0fc9d0e,1,0,0,10,7,1,0,1,0,14,13,18,31,19,CL
f209b81e,2,0,0,5,6,1,0,0,0,13,2,5,7,19,CL
f25c8e3a,1,0,0,5,5,0,0,0,0,18,5,5,10,19,CL
f2d063ec,1,0,0,3,5,0,0,0,0,37,3,3,6,19,CL
f35430a4,0,0,0,3,1,0,0,0,0,22,7,4,11,19,CL
f36c432f,0,0,0,0,0,0,0,0,0,1,0,0,0,19,CL
f4eb377b,0,0,0,0,0,0,0,0,0,1,0,0,0,19,CL
f5b6fb78,2,0,0,15,4,0,0,0,0,39,8,11,19,19,CL
f5deef4c,1,0,0,3,1,0,0,0,0,30,9,6,15,19,CL
f61c7c4e,1,0,0,6,4,5,0,0,0,26,0,1,1,19,CL
f6ac68c1,1,1,1,3,0,0,0,1,0,4,1,1,2,19,CL
f6db3bd5,0,0,0,0,0,0,0,0,0,1,0,0,0,19,CL
f7036e1c,1,0,0,4,2,0,0,0,0,4,1,3,4,19,CL
f76d7a41,1,0,0,1,0,0,0,0,0,1,2,0,2,19,CL
f7b10c66,0,0,0,0,0,0,0,0,0,3,2,0,2,19,CL
f7d50789,2,0,0,6,3,0,0,0,0,51,24,26,50,19,CL
f7ee69fb,1,0,0,6,0,0,0,0,0,8,1,2,3,19,CL
f956479d,0,0,0,0,2,2,0,0,0,2,0,8,8,19,CL
f99fe221,0,0,0,3,3,0,0,0,0,16,1,2,3,19,CL
f9c927de,0,0,0,5,3,0,0,0,0,19,0,2,2,19,CL
fa274d97,0,0,0,4,2,1,0,0,0,20,2,3,5,19,CL
fa661778,0,0,0,0,2,1,0,0,0,10,4,3,7,19,CL
fb517645,0,0,0,0,1,0,0,0,0,2,3,0,3,19,CL
fb938d24,3,0,0,11,7,0,0,0,0,32,5,9,14,19,CL
fbb23472,2,0,0,8,2,0,0,0,0,40,2,3,5,19,CL
fbffc4b1,1,0,0,1,0,0,0,1,0,6,2,1,3,19,CL
fc4f85b1,1,0,0,6,3,0,0,0,0,27,16,9,25,19,CL
fc62f087,1,0,0,4,1,0,0,0,0,43,12,8,20,19,CL
fd4ee68b,1,0,0,3,6,0,0,0,0,18,7,6,13,19,CL
fd51b456,1,0,0,8,9,2,0,0,0,17,1,3,4,19,CL
fdd60087,0,0,0,0,3,0,0,0,0,19,4,0,4,19,CL
fe2d2289,0,0,0,0,3,0,0,0,0,4,2,1,3,19,CL
fe2db476,0,0,0,3,2,0,0,0,0,25,6,6,12,19,CL
fe641c1a,1,0,0,8,1,0,0,0,0,19,8,7,15,19,CL
fed17f5a,2,0,0,8,17,1,0,0,0,23,2,4,6,19,CL
ff0ab48c,1,0,0,5,0,0,0,0,0,16,2,2,4,19,CL
ff182fdc,0,0,0,3,2,9,0,0,0,10,7,7,14,19,CL
ffbbc83b,3,0,0,9,8,1,0,0,0,26,2,1,3,19,CL
0000acda,6,1,0,25,21,2,0,1,0,117,14,37,51,19,ITA
00528660,0,0,0,5,7,0,0,0,0,25,6,7,13,19,ITA
008a6e6d,2,0,0,7,4,0,0,0,0,67,36,23,59,19,ITA
00b0bb87,3,0,0,11,6,0,0,1,0,59,14,17,31,19,ITA
01b8a2b2,0,0,0,0,1,0,0,0,0,42,2,0,2,19,ITA
01efac19,0,0,0,4,3,0,0,0,0,21,4,4,8,19,ITA
023937a9,9,0,0,41,33,2,0,0,0,234,64,37,101,19,ITA
02b2937c,3,0,0,6,9,0,0,0,0,26,8,5,13,19,ITA
02caf6e0,7,0,0,28,61,0,1,0,0,142,9,21,30,19,ITA
02febfdc,4,0,0,11,39,0,0,0,0,183,11,13,24,19,ITA
0375723e,0,0,0,13,8,1,0,0,0,40,2,5,7,19,ITA
03760df0,0,0,0,0,2,0,0,0,0,28,2,0,2,19,ITA
03f946ed,8,0,0,44,46,6,1,0,0,78,37,64,101,19,ITA
0412b9cd,0,0,0,1,0,0,0,0,0,0,1,1,2,19,ITA
048877f5,2,0,0,0,4,0,0,0,0,21,2,0,2,19,ITA
0497a545,0,0,0,1,1,0,0,0,0,1,1,0,1,19,ITA
05e19d6a,8,0,0,48,30,3,0,1,0,211,38,39,77,19,ITA
06050480,0,0,0,2,2,0,0,0,0,8,6,3,9,19,ITA
060606ec,3,0,0,21,28,3,0,0,0,90,5,16,21,19,ITA
07767f42,4,1,1,37,39,0,0,2,0,142,16,22,38,19,ITA
07abb358,2,1,1,28,26,5,0,0,0,123,9,13,22,19,ITA
07ea0ef2,4,0,0,23,6,0,0,1,1,60,8,15,23,19,ITA
07f55871,0,0,0,0,0,0,0,0,0,1,0,0,0,19,ITA
0821331c,8,1,1,31,34,2,0,1,1,132,90,46,136,19,ITA
0830a4f9,0,0,0,1,0,0,0,0,0,6,1,1,2,19,ITA
085e71a7,2,0,0,1,4,0,0,1,0,22,5,1,6,19,ITA
089550f5,6,0,0,27,69,0,0,0,0,206,19,22,41,19,ITA
08aa9cd1,2,0,0,30,30,8,0,0,0,63,56,97,153,19,ITA
08f5afaa,4,0,0,0,1,0,0,0,0,39,12,0,12,19,ITA
091795f2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA
09538fdb,2,0,0,32,35,22,4,0,0,73,86,114,200,19,ITA
098139eb,2,0,0,9,4,0,0,0,0,18,6,3,9,19,ITA
0a3065c8,5,1,0,46,36,3,0,0,0,132,42,33,75,19,ITA
0a447501,1,0,0,19,15,2,1,0,0,15,28,38,66,19,ITA
0ab1f153,4,0,0,15,39,1,0,0,0,76,8,9,17,19,ITA
0acda699,0,0,0,0,0,0,0,0,0,0,1,0,1,19,ITA
0b5a292a,5,1,1,17,17,3,0,0,0,86,3,10,13,19,ITA
0cd0e21b,1,0,0,4,1,2,0,0,0,10,2,1,3,19,ITA
0d077b88,8,1,1,43,24,1,0,1,0,130,47,39,86,19,ITA
0d82903c,7,0,0,49,49,2,0,1,0,163,55,38,93,19,ITA
0e21fc3c,4,0,0,20,23,0,0,0,0,97,3,13,16,19,ITA
0f933743,2,0,0,7,3,0,0,0,1,10,16,3,19,19,ITA
1079c685,3,0,0,24,10,3,0,0,0,19,48,49,97,19,ITA
10dc46f0,1,0,0,1,3,0,0,1,0,43,14,0,14,19,ITA
10e25802,9,0,0,28,17,0,0,0,0,74,9,26,35,19,ITA
10e7f486,9,1,0,28,27,2,0,0,0,152,26,46,72,19,ITA
117beb8f,2,0,0,8,1,1,0,0,0,36,30,21,51,19,ITA
1253a12e,5,0,0,21,12,0,0,0,0,130,50,28,78,19,ITA
12851227,1,0,0,3,3,0,0,0,0,13,3,4,7,19,ITA
130a7a3f,3,0,0,27,26,4,0,1,0,67,13,25,38,19,ITA
13c8e5f6,0,0,0,3,1,2,1,0,0,4,1,5,6,19,ITA
13d820de,3,0,0,11,3,1,0,2,0,28,28,13,41,19,ITA
144607cc,9,0,0,36,55,0,0,0,0,118,63,77,140,19,ITA
149c5f5d,1,1,0,7,3,1,0,0,0,15,0,1,1,19,ITA
14b8fcdf,3,0,0,29,5,0,0,0,0,53,39,17,56,19,ITA
157d29b6,4,0,0,22,28,10,2,0,0,49,7,21,28,19,ITA
15d0c248,4,0,0,20,12,1,0,0,0,59,22,19,41,19,ITA
162efffd,7,0,0,30,94,0,0,1,0,248,3,21,24,19,ITA
16657b95,10,0,0,64,15,0,0,0,0,175,65,43,108,19,ITA
16b9d5cf,4,0,0,11,17,2,0,0,0,77,25,34,59,19,ITA
173061c0,7,0,0,32,41,0,0,2,2,183,42,38,80,19,ITA
17f3620a,5,0,0,60,56,23,2,0,0,74,67,107,174,19,ITA
1880614f,1,0,0,8,29,4,0,1,0,59,5,12,17,19,ITA
18f9dbd0,0,0,0,4,6,0,0,0,0,42,7,11,18,19,ITA
197640fd,3,0,0,20,14,0,0,0,0,131,24,24,48,19,ITA
1ab0b878,0,0,0,1,4,0,0,0,0,9,1,3,4,19,ITA
1ad1f50d,4,0,0,10,10,4,1,0,0,15,2,11,13,19,ITA
1b82f8df,4,0,0,27,22,1,0,0,0,48,27,34,61,19,ITA
1c50f354,8,0,0,19,47,5,1,0,1,134,12,29,41,19,ITA
1c529186,4,0,0,13,6,0,0,1,0,71,13,8,21,19,ITA
1c8c5aed,2,0,0,16,22,4,0,0,0,72,16,11,27,19,ITA
1cac99dc,2,0,0,12,25,2,2,0,0,95,14,27,41,19,ITA
1cadaf34,0,0,0,0,0,0,0,0,0,1,5,6,11,19,ITA
1ea5f91c,2,0,0,7,6,0,0,0,0,70,4,9,13,19,ITA
1f9328da,3,0,0,31,26,2,0,0,0,105,16,27,43,19,ITA
1fca9171,2,0,0,25,18,7,1,0,0,46,4,10,14,19,ITA
2114abf9,12,0,0,69,89,17,2,0,0,132,19,83,102,19,ITA
2146785a,5,0,0,14,18,1,0,0,0,133,12,18,30,19,ITA
2258c078,1,0,0,4,5,0,0,0,0,26,3,1,4,19,ITA
228f73ae,1,0,0,15,15,2,0,0,0,21,1,3,4,19,ITA
230a2fac,8,0,0,46,54,2,0,0,0,189,37,36,73,19,ITA
2334478a,0,1,0,4,6,0,0,0,0,13,1,7,8,19,ITA
246d153b,5,1,0,31,38,4,0,0,0,167,41,29,70,19,ITA
259deea9,0,0,0,1,0,0,0,0,0,0,0,0,0,19,ITA
2648e18f,0,0,0,0,1,0,0,0,0,0,0,0,0,19,ITA
269b4638,3,0,0,13,7,1,1,0,0,9,19,23,42,19,ITA
277da414,0,0,0,1,4,0,0,1,0,15,1,0,1,19,ITA
27f0ddef,6,0,0,28,6,0,0,1,0,74,51,27,78,19,ITA
28237d7e,1,0,0,1,1,0,0,0,0,1,1,0,1,19,ITA
283699b4,3,0,0,8,5,0,0,0,0,65,35,19,54,19,ITA
2876eaa3,1,0,0,2,2,0,0,0,0,4,1,2,3,19,ITA
2a1beb34,8,0,0,62,14,1,0,0,0,242,53,39,92,19,ITA
2a82aa85,0,0,0,1,2,0,0,0,0,2,0,1,1,19,ITA
2b28ba9f,4,0,0,13,17,0,0,0,0,57,12,9,21,19,ITA
2b71b88a,3,0,0,5,4,0,0,0,0,29,25,12,37,19,ITA
2c38b327,1,0,0,10,16,0,0,0,0,23,12,16,28,19,ITA
2c851997,7,1,1,42,36,2,1,0,0,77,29,56,85,19,ITA
2d3f7367,0,0,0,1,0,0,0,0,0,1,0,1,1,19,ITA
2d970560,2,0,0,26,31,8,0,0,0,132,42,18,60,19,ITA
2ead2809,1,0,0,16,10,10,0,0,0,13,23,28,51,19,ITA
2ec0f902,6,0,0,34,55,11,1,0,0,50,90,62,152,19,ITA
2f3452eb,4,0,0,23,19,1,0,0,0,155,28,24,52,19,ITA
2f557579,6,1,0,7,15,17,0,0,0,71,3,7,10,19,ITA
2f7407fa,0,0,0,1,0,0,0,0,0,1,0,2,2,19,ITA
30144daa,0,0,0,0,0,0,0,0,0,0,0,1,1,19,ITA
30223b33,0,0,0,1,2,0,0,1,0,14,1,1,2,19,ITA
30f5ffa9,4,0,0,41,27,1,1,1,1,250,69,64,133,19,ITA
314f2124,3,0,0,19,9,1,0,2,0,67,23,15,38,19,ITA
3300c14c,0,0,0,2,1,0,0,0,0,10,0,1,1,19,ITA
331c0a43,9,0,0,30,55,0,0,0,0,191,67,64,131,19,ITA
339c6ed4,0,0,0,3,3,0,0,0,0,2,2,3,5,19,ITA
339fe0e8,4,0,0,0,5,0,0,0,0,63,9,0,9,19,ITA
33b8d077,11,1,1,47,28,0,0,1,0,228,23,37,60,19,ITA
343c0d52,2,0,0,47,56,15,1,0,0,85,36,97,133,19,ITA
343f753a,1,0,0,0,3,0,0,0,1,31,12,2,14,19,ITA
34bb6fbd,8,0,0,18,11,2,0,2,0,72,15,14,29,19,ITA
3535098b,4,0,0,16,21,0,0,0,0,54,21,16,37,19,ITA
356c9002,0,0,0,8,10,4,0,0,0,19,1,3,4,19,ITA
35dd6d80,12,1,0,47,49,2,0,1,0,221,44,38,82,19,ITA
3626daea,0,0,0,3,1,1,0,0,0,34,11,4,15,19,ITA
3799e138,5,0,0,9,5,0,0,0,0,17,1,1,2,19,ITA
384dd218,0,0,0,0,1,0,0,0,0,8,1,5,6,19,ITA
38ac43d3,0,0,0,5,5,0,0,0,0,29,5,2,7,19,ITA
3b15ef2d,2,0,0,13,3,0,0,1,0,27,15,8,23,19,ITA
3b333ac3,5,0,0,31,13,5,0,0,0,130,65,51,116,19,ITA
3b387cc7,0,0,0,1,1,0,0,0,0,0,0,1,1,19,ITA
3b61c9ec,5,1,1,21,10,1,0,2,0,67,12,21,33,19,ITA
3b8674e6,8,1,1,39,14,2,0,0,0,152,35,27,62,19,ITA
3bb625ac,9,1,1,38,17,0,0,2,0,155,21,35,56,19,ITA
3bb7af3b,2,0,0,16,16,7,0,0,0,47,6,9,15,19,ITA
3bb7f478,9,0,0,31,36,13,1,0,0,62,130,87,217,19,ITA
3c1e4e84,1,0,0,8,7,0,0,1,0,35,8,7,15,19,ITA
3d50bcdb,2,0,0,9,6,3,1,0,0,17,7,4,11,19,ITA
3d936ba9,5,0,0,18,4,1,0,2,0,106,30,18,48,19,ITA
3ead85f9,6,1,0,20,14,4,0,0,1,127,71,33,104,19,ITA
40f0ed6c,1,0,0,10,22,3,0,0,0,46,10,9,19,19,ITA
4133cfcf,0,0,0,1,1,0,0,0,0,9,0,2,2,19,ITA
41bd99ea,0,0,0,0,1,0,0,0,0,8,3,0,3,19,ITA
41ff002d,0,0,0,2,0,1,0,0,0,6,4,1,5,19,ITA
422ec08a,0,0,0,30,20,10,1,1,0,37,31,38,69,19,ITA
42b1a58a,1,0,0,2,0,0,0,0,0,2,0,2,2,19,ITA
434b8c73,0,0,0,3,14,5,0,0,0,26,2,4,6,19,ITA
438dfc6a,3,0,0,24,15,2,0,0,0,119,5,11,16,19,ITA
43a1bea5,2,0,0,19,9,1,0,0,0,46,3,6,9,19,ITA
43a2e16c,0,0,0,29,37,17,0,0,0,54,34,41,75,19,ITA
43b78598,0,0,0,21,18,19,3,0,0,43,46,51,97,19,ITA
