id,att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp
00844823,36,28,22,13,1,24,36,12,21,9,12,38,74,98,2,18,GER
00a6485f,46,29,27,16,3,21,31,10,32,2,30,19,65,46,1,18,GER
012c38ec,2,1,1,0,1,1,2,1,1,0,1,0,2,0,1,18,GER
016ff750,33,28,11,12,10,15,31,16,35,2,33,15,48,32,0,18,GER
0174ba21,2,2,1,0,1,0,1,1,1,1,0,0,2,1,0,18,GER
01c3aff5,36,23,11,21,4,13,32,19,16,2,14,20,56,32,0,18,GER
01e5f06e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
03bd0bf4,51,36,38,12,1,31,46,15,39,21,18,55,106,200,1,18,GER
042e8a49,11,10,2,6,3,5,10,5,6,0,6,7,18,1,0,18,GER
048a1cbc,10,8,5,4,1,2,5,3,3,0,3,11,21,8,0,18,GER
04c11885,44,25,19,23,2,22,37,15,38,7,31,20,64,46,1,18,GER
05439de2,23,14,11,9,3,14,20,6,21,6,15,10,33,23,0,18,GER
05d548d8,62,52,41,18,3,35,51,16,31,12,19,55,117,59,2,18,GER
061e8e23,24,19,9,12,3,6,19,13,12,0,12,6,30,7,0,18,GER
070ec0b1,51,37,33,18,0,26,34,8,49,21,28,50,101,123,1,18,GER
080440a4,79,51,55,22,2,47,61,14,40,27,13,49,128,135,3,18,GER
088ca1bd,23,16,6,13,4,11,18,7,16,1,15,10,33,35,1,18,GER
09586899,14,11,1,7,6,4,12,8,9,0,9,4,18,4,0,18,GER
096a77c4,4,2,2,2,0,4,7,3,2,0,2,0,4,1,0,18,GER
0a1cb833,1,1,1,0,0,0,0,0,2,0,2,0,1,17,4,18,GER
0a89e877,42,28,23,16,3,27,43,16,23,3,20,31,73,32,0,18,GER
0b4f388a,14,10,3,7,4,2,9,7,13,0,13,6,20,3,0,18,GER
0cf778df,4,3,1,2,1,2,5,3,3,0,3,0,4,1,0,18,GER
0d55d942,0,0,0,0,0,0,1,1,0,0,0,0,0,9,1,18,GER
0d8a37c2,1,1,1,0,0,1,2,1,0,0,0,0,1,5,1,18,GER
0dabaf14,9,6,2,5,2,4,10,6,2,0,2,4,13,3,0,18,GER
0eb5720b,45,32,32,11,2,22,37,15,28,12,16,21,66,91,3,18,GER
0f26fd24,20,14,10,6,4,6,8,2,2,0,2,9,29,7,0,18,GER
0fbecd11,49,26,20,25,4,25,41,16,39,5,34,30,79,24,0,18,GER
1025db8e,57,44,36,18,3,27,41,14,36,10,26,54,111,128,0,18,GER
106bca06,22,17,10,9,3,11,23,12,16,0,16,15,37,13,1,18,GER
11dbba47,37,24,21,14,2,12,28,16,22,1,21,10,47,7,0,18,GER
11fd2b75,20,16,8,12,0,10,18,8,14,1,13,21,41,10,0,18,GER
1238a3f9,13,10,1,5,7,4,9,5,26,5,21,2,15,20,1,18,GER
125cb9fe,19,14,15,4,0,8,10,2,8,6,2,20,39,49,1,18,GER
126cf855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
13ddc856,7,5,3,3,1,2,8,6,7,0,7,3,10,2,0,18,GER
140afefb,21,14,17,4,0,11,19,8,21,3,18,6,27,10,2,18,GER
15413fa5,56,42,24,29,3,28,54,26,27,5,22,29,85,22,1,18,GER
15b287da,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,18,GER
15ea94de,0,0,0,0,0,0,4,4,1,0,1,0,0,1,1,18,GER
16b8fabd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,GER
16daec92,56,44,21,27,8,20,52,32,38,1,37,39,95,22,1,18,GER
17370b95,43,30,18,22,3,29,40,11,30,6,24,18,61,81,0,18,GER
17376543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
17780d2b,3,1,0,2,1,0,1,1,2,0,2,6,9,2,0,18,GER
1900032e,58,41,43,15,0,32,48,16,55,39,16,40,98,161,3,18,GER
1ae836b1,4,2,1,2,1,1,1,0,3,0,3,2,6,3,0,18,GER
1bcca8b8,16,16,8,8,0,6,16,10,13,0,13,13,29,12,0,18,GER
1bf33a9a,46,30,12,20,14,26,44,18,24,2,22,16,62,11,0,18,GER
1c08a3c8,35,32,15,18,2,16,23,7,22,5,17,19,54,20,0,18,GER
1cd87320,68,53,43,20,5,38,57,19,39,10,29,30,98,58,1,18,GER
1d8e9add,38,28,30,7,1,23,34,11,37,23,14,25,63,114,2,18,GER
1e43fad8,1,0,1,0,0,1,3,2,1,0,1,1,2,12,7,18,GER
20030c06,49,30,35,14,0,29,43,14,45,18,27,28,77,155,1,18,GER
2042d931,19,11,12,5,2,9,17,8,37,1,36,10,29,29,0,18,GER
21166ff4,42,26,26,15,1,15,26,11,30,20,10,54,96,91,2,18,GER
22051fbe,56,42,30,21,5,34,50,16,38,8,30,35,91,66,1,18,GER
226008f1,1,0,0,1,0,1,1,0,1,0,1,3,4,3,0,18,GER
229cd98a,5,5,0,2,3,3,4,1,12,2,10,0,5,6,0,18,GER
258a6f4d,22,15,6,12,4,4,17,13,17,3,14,6,28,21,0,18,GER
25ab9c9c,16,10,14,2,0,10,19,9,24,17,7,14,30,71,0,18,GER
2628fd2b,0,0,0,0,0,0,1,1,0,0,0,1,1,11,2,18,GER
26db8853,38,25,13,23,2,19,44,25,25,3,22,21,59,14,1,18,GER
27d2618c,1,1,1,0,0,1,2,1,0,0,0,0,1,8,5,18,GER
2903a856,23,19,12,11,0,12,26,14,15,4,11,12,35,16,0,18,GER
2930c9d8,0,0,0,0,0,0,0,0,2,1,1,1,1,4,0,18,GER
2973d8ff,8,6,1,4,3,2,4,2,4,0,4,0,8,5,0,18,GER
2979c05a,16,13,8,5,3,11,22,11,19,2,17,12,28,9,0,18,GER
29f7cfd9,11,7,3,6,2,7,10,3,5,2,3,8,19,9,0,18,GER
2a29eb9b,31,19,16,15,0,13,23,10,15,6,9,18,49,41,0,18,GER
2b350e6b,12,8,8,2,2,6,13,7,11,3,8,5,17,3,0,18,GER
2b83fa49,16,11,11,4,1,11,14,3,12,3,9,17,33,26,0,18,GER
2bcc6d52,14,9,0,10,4,4,14,10,28,3,25,10,24,9,0,18,GER
2c38b327,5,3,2,3,0,4,6,2,3,0,3,1,6,2,0,18,GER
2db2fd7b,26,18,18,7,1,19,32,13,20,12,8,21,47,52,1,18,GER
2e64bb49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,GER
2e7ff968,1,1,1,0,0,1,3,2,0,0,0,0,1,12,3,18,GER
302527b2,16,14,12,4,0,6,17,11,14,9,5,11,27,60,0,18,GER
30261ba1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
30c220c3,54,43,20,27,7,17,38,21,28,1,27,44,98,37,1,18,GER
31114001,19,10,7,9,3,7,11,4,14,2,12,3,22,8,0,18,GER
316de854,4,3,2,1,1,2,5,3,6,0,6,1,5,1,0,18,GER
3189f61a,25,22,7,17,1,8,23,15,18,6,12,23,48,27,2,18,GER
32e96d52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,GER
3376a776,38,29,32,6,0,24,26,2,27,11,16,28,66,116,2,18,GER
33a81b3d,12,7,9,2,1,5,7,2,3,0,3,6,18,10,0,18,GER
33b554b7,67,48,28,33,6,33,73,40,43,8,35,26,93,47,1,18,GER
33ec696b,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,18,GER
346d51d9,69,49,20,42,7,42,66,24,26,6,20,34,103,29,2,18,GER
34b54da7,13,11,9,4,0,8,13,5,10,1,9,6,19,25,0,18,GER
34c313d5,14,12,2,12,0,4,6,2,6,1,5,3,17,5,0,18,GER
362aa29d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
36a3ff67,16,8,2,12,2,5,12,7,16,3,13,4,20,9,0,18,GER
379c0717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
37c213cf,1,1,0,0,1,1,1,0,1,0,1,0,1,2,0,18,GER
37f606f0,52,36,19,31,2,16,40,24,38,2,36,15,67,7,0,18,GER
381e52af,2,2,1,1,0,1,2,1,3,0,3,1,3,8,0,18,GER
384d58d9,74,48,38,32,4,40,61,21,52,9,43,45,119,40,1,18,GER
3963c25b,2,2,2,0,0,1,1,0,1,1,0,3,5,8,0,18,GER
3a233281,16,12,7,4,5,8,13,5,28,0,28,15,31,6,0,18,GER
3c05e082,54,41,18,31,5,27,44,17,22,3,19,27,81,34,2,18,GER
3c6089ab,35,30,10,15,10,13,27,14,17,1,16,7,42,14,1,18,GER
3cd9e95a,3,2,3,0,0,3,6,3,0,0,0,0,3,18,2,18,GER
3dffff26,52,41,27,19,6,37,68,31,30,2,28,22,74,77,0,18,GER
3e99c613,2,2,0,2,0,2,3,1,2,2,0,0,2,8,0,18,GER
3eb0f2df,38,28,11,18,9,11,26,15,22,4,18,24,62,23,0,18,GER
3f30b506,22,15,18,4,0,15,18,3,17,9,8,21,43,68,1,18,GER
3f65898c,67,41,36,25,6,36,57,21,34,2,32,51,118,83,1,18,GER
3f7cd8f1,60,45,29,30,1,33,55,22,35,12,23,47,107,52,0,18,GER
3faa1780,36,32,18,14,4,19,36,17,18,0,18,13,49,13,2,18,GER
410ab123,44,29,14,26,4,17,32,15,23,2,21,10,54,9,0,18,GER
4114f306,60,40,31,28,1,30,64,34,35,5,30,25,85,27,1,18,GER
420c18a1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,18,GER
433dc9a2,25,19,13,8,4,11,18,7,11,1,10,10,35,9,1,18,GER
43a166b4,6,5,2,3,1,1,7,6,16,2,14,3,9,17,0,18,GER
442b56fa,3,3,1,1,1,0,1,1,3,0,3,3,6,2,0,18,GER
44e471ca,2,2,2,0,0,2,2,0,5,0,5,0,2,0,0,18,GER
45870256,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,18,GER
45954ec7,15,10,10,4,1,7,14,7,18,13,5,31,46,50,0,18,GER
45a03961,55,40,40,13,2,36,47,11,59,34,25,70,125,192,1,18,GER
45b7edae,44,32,29,14,1,22,39,17,27,14,13,41,85,111,4,18,GER
463503e2,17,14,5,11,1,12,18,6,12,3,9,30,47,55,0,18,GER
47064058,0,0,0,0,0,0,2,2,0,0,0,1,1,15,6,18,GER
48035304,66,46,41,22,3,37,55,18,39,9,30,51,117,108,3,18,GER
482b70ad,23,16,9,11,3,6,16,10,13,3,10,13,36,15,0,18,GER
49296448,32,23,14,13,5,20,38,18,26,5,21,20,52,40,0,18,GER
496aeede,89,70,43,34,12,39,76,37,29,4,25,43,132,37,1,18,GER
49d53c68,31,27,20,10,1,21,27,6,14,5,9,28,59,56,0,18,GER
49fe9070,16,11,2,8,6,3,19,16,26,0,26,7,23,11,0,18,GER
49ffe0f2,12,9,3,9,0,4,18,14,11,2,9,6,18,12,0,18,GER
4a15e95b,0,0,0,0,0,0,3,3,0,0,0,0,0,11,3,18,GER
4b5e7e90,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,18,GER
4bd00a50,48,40,32,14,2,33,46,13,29,8,21,29,77,47,0,18,GER
4d74201d,9,7,3,6,0,3,7,4,7,0,7,3,12,6,0,18,GER
4d8cd038,5,5,0,5,0,1,3,2,6,2,4,1,6,2,0,18,GER
4e204552,1,1,1,0,0,1,2,1,1,0,1,1,2,2,0,18,GER
4f16405e,16,11,4,8,4,10,20,10,22,3,19,8,24,30,0,18,GER
500cd987,23,20,6,15,2,8,20,12,10,1,9,8,31,2,0,18,GER
50871bcc,49,32,16,23,10,20,54,34,39,1,38,28,77,18,0,18,GER
51dbeea9,81,64,41,36,4,46,68,22,42,12,30,35,116,113,2,18,GER
531807b3,7,3,2,4,1,1,2,1,3,1,2,0,7,9,0,18,GER
5343eb4e,21,15,6,8,7,5,14,9,16,0,16,6,27,12,0,18,GER
536cebe5,37,29,7,21,9,7,24,17,27,2,25,6,43,13,0,18,GER
53e07d0b,8,7,1,4,3,2,5,3,9,2,7,0,8,10,0,18,GER
53eeaf6a,7,6,1,5,1,0,1,1,4,0,4,1,8,3,0,18,GER
541cdd20,46,28,27,18,1,23,53,30,24,7,17,42,88,71,0,18,GER
549c6ba7,17,13,3,13,1,7,15,8,12,1,11,2,19,24,0,18,GER
54b4dc4e,38,30,15,17,6,12,28,16,21,3,18,14,52,21,0,18,GER
54b6ee79,11,9,3,6,2,6,9,3,10,2,8,3,14,5,0,18,GER
54e4866f,8,5,3,3,2,4,8,4,8,1,7,5,13,6,0,18,GER
5528407e,81,57,25,55,1,42,70,28,33,9,24,49,130,46,1,18,GER
55537f53,1,0,1,0,0,0,1,1,0,0,0,2,3,1,0,18,GER
555d5edd,39,26,13,21,5,19,42,23,33,4,29,17,56,7,0,18,GER
5603d397,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,GER
56413b1f,75,61,17,50,8,33,62,29,46,5,41,48,123,27,2,18,GER
565bf0da,40,32,29,10,1,27,36,9,29,15,14,40,80,141,1,18,GER
57200916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
5722eced,31,20,16,11,4,19,29,10,22,4,18,10,41,10,1,18,GER
5939baa2,95,75,45,48,2,49,74,25,39,7,32,64,159,76,1,18,GER
59e4b92e,62,47,25,28,9,33,47,14,41,18,23,36,98,96,0,18,GER
5afafbfe,32,22,11,14,7,18,27,9,6,0,6,6,38,2,0,18,GER
5b52d1f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
5c4bf6ba,0,0,0,0,0,0,1,1,0,0,0,1,1,10,2,18,GER
5c899683,2,2,2,0,0,2,3,1,0,0,0,1,3,2,0,18,GER
5caa62a7,18,16,7,7,4,9,18,9,28,2,26,12,30,11,0,18,GER
5d8e331f,57,36,23,30,4,31,50,19,42,10,32,44,101,51,2,18,GER
5ddb8f9f,41,34,17,14,10,24,28,4,21,4,17,13,54,47,0,18,GER
5e1df051,2,0,0,1,1,0,0,0,1,0,1,0,2,0,0,18,GER
5e66fa06,65,49,39,21,5,41,65,24,56,27,29,39,104,112,3,18,GER
5ed9b537,32,25,20,12,0,18,23,5,14,3,11,20,52,66,0,18,GER
5f9f0531,36,24,12,20,4,11,37,26,20,2,18,14,50,18,2,18,GER
603cb947,8,6,4,3,1,3,8,5,15,0,15,6,14,7,0,18,GER
612cb8d3,12,11,6,5,1,4,13,9,8,0,8,4,16,7,0,18,GER
61b0b44d,17,11,6,10,1,6,7,1,15,3,12,5,22,14,0,18,GER
61fc9685,17,12,6,8,3,7,22,15,20,2,18,6,23,3,0,18,GER
626fab5f,22,18,14,6,2,15,16,1,12,3,9,14,36,15,0,18,GER
62ab9184,37,28,18,14,5,22,34,12,25,5,20,15,52,31,0,18,GER
6435e737,21,16,13,7,1,11,26,15,9,2,7,17,38,25,0,18,GER
64c07ae1,26,22,16,9,1,19,29,10,28,12,16,21,47,94,1,18,GER
64f69877,23,20,7,8,8,11,26,15,16,1,15,3,26,35,0,18,GER
652d4c37,33,22,8,18,7,14,32,18,13,3,10,16,49,8,0,18,GER
66385c46,26,19,8,15,3,10,20,10,25,0,25,11,37,9,0,18,GER
6743cef5,16,13,4,8,4,11,22,11,28,0,28,6,22,1,0,18,GER
677da306,42,23,27,13,2,17,24,7,23,10,13,34,76,66,6,18,GER
67cdbc0e,69,51,36,28,5,33,69,36,22,1,21,28,97,20,1,18,GER
68635c10,56,45,40,14,2,30,41,11,35,17,18,37,93,130,3,18,GER
6873f3bc,47,43,31,10,6,25,36,11,22,11,11,16,63,50,0,18,GER
68829001,26,18,7,18,1,5,22,17,23,3,20,10,36,13,1,18,GER
69374ff5,47,37,21,21,5,14,29,15,25,2,23,18,65,23,0,18,GER
699fb8db,60,42,47,13,0,38,64,26,35,17,18,53,113,140,0,18,GER
6a81a181,15,10,3,9,3,9,17,8,9,0,9,8,23,1,0,18,GER
6b85f966,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,18,GER
6bd5cd5d,34,20,26,8,0,25,35,10,36,24,12,25,59,89,1,18,GER
6bd603db,78,63,48,26,4,43,65,22,50,10,40,50,128,80,0,18,GER
6c6a3300,2,2,1,1,0,1,8,7,3,0,3,3,5,4,0,18,GER
6cafd68d,19,16,10,9,0,13,18,5,19,8,11,10,29,50,0,18,GER
6d8f8441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
6e33125f,18,12,13,5,0,12,16,4,21,14,7,20,38,63,1,18,GER
6ec6fde0,47,39,29,16,2,24,35,11,18,4,14,22,69,60,1,18,GER
6fd8a334,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,18,GER
70dcf94d,62,49,20,34,8,23,57,34,43,1,42,30,92,42,0,18,GER
710fbdd1,5,4,0,3,2,4,7,3,2,0,2,0,5,1,0,18,GER
7124239e,2,2,1,1,0,0,0,0,0,0,0,0,2,0,0,18,GER
715bf047,35,27,10,15,10,15,30,15,16,1,15,12,47,4,0,18,GER
71a20ce8,19,17,2,11,6,4,16,12,16,1,15,4,23,33,0,18,GER
733fecf1,5,5,1,3,1,4,11,7,6,0,6,1,6,8,0,18,GER
7364c4d1,9,5,2,6,1,4,6,2,4,0,4,3,12,0,0,18,GER
73e2f6eb,1,0,1,0,0,1,2,1,2,0,2,0,1,8,5,18,GER
7483d9f9,3,1,2,1,0,2,2,0,1,0,1,1,4,1,0,18,GER
74c7c2db,17,14,1,10,6,7,11,4,16,2,14,7,24,9,0,18,GER
74ced675,8,5,3,5,0,4,8,4,5,0,5,2,10,5,0,18,GER
74d70fb5,22,15,13,9,0,15,22,7,14,9,5,29,51,76,1,18,GER
76e5da9d,16,10,7,7,2,6,7,1,10,2,8,2,18,13,0,18,GER
77e84962,45,35,11,25,9,15,26,11,22,3,19,27,72,6,1,18,GER
78952998,5,4,1,3,1,1,2,1,0,0,0,1,6,0,0,18,GER
78e68b4d,39,32,27,11,1,22,31,9,21,9,12,32,71,64,0,18,GER
791abba1,57,43,46,10,1,40,64,24,49,29,20,57,114,238,6,18,GER
791af558,40,32,12,23,5,17,36,19,18,0,18,8,48,2,0,18,GER
79c90e45,44,30,22,18,4,20,44,24,27,8,19,34,78,45,1,18,GER
79ca3e23,16,12,7,6,3,6,14,8,15,0,15,4,20,8,0,18,GER
79fa1799,2,2,2,0,0,2,2,0,1,1,0,1,3,0,0,18,GER
7aac47fe,17,15,8,8,1,8,12,4,4,2,2,9,26,26,0,18,GER
7c104bb7,5,4,2,3,0,0,0,0,3,0,3,2,7,2,0,18,GER
7cd6badb,52,39,11,29,12,14,38,24,53,4,49,31,83,32,1,18,GER
7d3e7da6,1,0,1,0,0,1,1,0,0,0,0,3,4,6,1,18,GER
7d841904,2,1,0,1,1,0,0,0,1,1,0,1,3,0,0,18,GER
7e689867,31,24,12,13,6,21,39,18,16,0,16,9,40,19,0,18,GER
7f609bfc,28,21,18,7,3,15,27,12,15,4,11,24,52,30,0,18,GER
7f73bdf4,1,1,0,1,0,0,2,2,0,0,0,1,2,0,0,18,GER
7f97771d,31,22,11,15,5,9,19,10,16,5,11,33,64,40,1,18,GER
7fe12375,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,GER
80f36c88,50,40,12,33,5,28,55,27,11,1,10,18,68,7,1,18,GER
815c314f,13,12,9,4,0,5,8,3,7,7,0,17,30,52,0,18,GER
81aeb1dd,2,2,0,0,2,0,1,1,3,1,2,1,3,0,0,18,GER
821233cc,9,9,5,3,1,6,7,1,6,2,4,5,14,16,0,18,GER
826e8b63,65,47,36,19,10,34,59,25,27,8,19,33,98,65,1,18,GER
8279c033,14,11,5,9,0,2,4,2,6,1,5,3,17,5,0,18,GER
834d0be5,16,10,2,12,2,3,8,5,17,4,13,4,20,16,0,18,GER
83e0eeb4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,GER
8494acc4,37,29,23,11,3,22,39,17,23,10,13,25,62,55,1,18,GER
849c826a,17,12,6,6,5,7,16,9,4,0,4,7,24,4,0,18,GER
857a5abe,36,25,23,13,0,27,39,12,35,18,17,46,82,123,2,18,GER
8593f88c,73,54,45,21,7,38,63,25,38,7,31,20,93,68,0,18,GER
861e0116,1,1,1,0,0,0,0,0,1,0,1,0,1,2,0,18,GER
863ff1ee,20,15,4,15,1,6,16,10,11,2,9,9,29,15,0,18,GER
86b30561,2,2,1,1,0,1,1,0,0,0,0,0,2,5,0,18,GER
86e119e0,51,41,23,23,5,25,57,32,31,4,27,28,79,34,0,18,GER
8778c910,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,GER
88d4144a,19,11,14,4,1,10,19,9,8,1,7,9,28,11,0,18,GER
88e357ef,32,22,10,18,4,13,24,11,15,1,14,8,40,9,2,18,GER
8954fddc,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,18,GER
89565ac5,35,27,21,12,2,20,30,10,27,6,21,30,65,57,1,18,GER
896c126c,17,12,9,8,0,5,9,4,11,2,9,3,20,17,0,18,GER
89ac64a6,22,15,14,8,0,15,17,2,11,4,7,7,29,43,2,18,GER
8b6e0db2,8,6,3,4,1,3,4,1,4,0,4,9,17,26,1,18,GER
8be4fd6a,2,2,0,0,2,1,4,3,7,1,6,1,3,10,0,18,GER
8c90fd7a,4,4,3,1,0,2,5,3,2,1,1,2,6,7,0,18,GER
8d78e732,5,3,1,1,3,0,3,3,6,0,6,5,10,10,0,18,GER
8e235926,35,27,13,15,7,11,26,15,27,1,26,10,45,56,0,18,GER
8e58987d,58,46,25,29,4,23,45,22,23,3,20,16,74,21,0,18,GER
8e92be30,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,18,GER
8ed9b33a,27,21,10,16,1,9,23,14,14,5,9,41,68,43,0,18,GER
8f0f2230,16,13,9,6,1,6,7,1,10,4,6,1,17,17,0,18,GER
8ff2354e,29,19,16,9,4,15,19,4,15,1,14,23,52,42,1,18,GER
9050ddc4,55,42,28,23,4,27,42,15,31,1,30,20,75,53,0,18,GER
923f4dda,3,3,0,2,1,1,5,4,9,1,8,1,4,11,0,18,GER
92948149,25,20,16,8,1,16,24,8,11,2,9,13,38,28,1,18,GER
92ffb8f9,8,6,2,6,0,4,9,5,2,1,1,4,12,0,0,18,GER
931b7c30,60,54,36,24,0,41,69,28,54,35,19,43,103,181,2,18,GER
94302c52,11,10,9,2,0,9,15,6,13,8,5,9,20,31,0,18,GER
94c18565,33,25,9,18,6,9,19,10,23,0,23,17,50,13,0,18,GER
95173427,4,4,4,0,0,3,4,1,3,2,1,3,7,3,0,18,GER
97655ccd,45,38,21,22,2,24,33,9,38,10,28,33,78,60,0,18,GER
97bfa797,16,11,4,11,1,3,7,4,17,1,16,4,20,4,0,18,GER
9853983f,13,8,2,4,7,3,9,6,4,0,4,2,15,13,0,18,GER
99b7584f,17,10,4,10,3,4,25,21,21,2,19,8,25,26,0,18,GER
99be8fb5,4,3,0,2,2,1,1,0,2,0,2,0,4,6,0,18,GER
99d6044d,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,18,GER
99de6b6f,71,56,43,27,1,31,46,15,40,18,22,51,122,114,0,18,GER
99f7e9aa,62,45,35,25,2,34,57,23,20,3,17,35,97,51,1,18,GER
9a2e0ccc,24,17,3,15,6,9,21,12,19,1,18,8,32,4,0,18,GER
9a493fb7,28,21,6,21,1,10,21,11,9,0,9,10,38,5,1,18,GER
9ab16552,38,23,19,19,0,21,33,12,40,19,21,25,63,74,0,18,GER
9ab48bde,39,23,19,11,9,16,33,17,33,0,33,10,49,34,0,18,GER
9b285700,7,6,1,3,3,4,8,4,6,0,6,0,7,1,0,18,GER
9b88e120,31,25,21,9,1,15,25,10,8,2,6,21,52,25,2,18,GER
9d12e142,1,1,1,0,0,1,3,2,1,0,1,0,1,10,4,18,GER
9efa1d25,50,43,19,24,7,14,34,20,17,1,16,8,58,9,0,18,GER
9f381d8b,13,10,0,11,2,1,5,4,6,2,4,1,14,9,0,18,GER
9f979eb2,34,23,25,9,0,23,35,12,25,13,12,34,68,110,1,18,GER
9fb640a8,22,15,7,12,3,8,15,7,10,0,10,16,38,17,1,18,GER
9fec8860,45,34,22,20,3,22,32,10,25,3,22,39,84,53,0,18,GER
a0606ae8,1,1,1,0,0,1,1,0,2,0,2,1,2,14,5,18,GER
a0e209bc,17,12,7,9,1,10,14,4,5,1,4,12,29,22,1,18,GER
a165a577,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18,GER
a167537f,24,18,11,9,4,11,29,18,23,1,22,16,40,12,1,18,GER
a2a85828,11,11,6,4,1,5,7,2,8,2,6,2,13,3,0,18,GER
a2e7de6f,59,41,32,24,3,22,38,16,29,12,17,38,97,71,1,18,GER
a3ddb1b9,32,23,4,21,7,5,22,17,30,3,27,9,41,19,0,18,GER
a4e14205,7,5,3,3,1,0,3,3,5,0,5,5,12,1,0,18,GER
a4effc55,9,8,5,3,1,6,7,1,9,0,9,11,20,20,1,18,GER
a4f94a0d,91,67,35,44,12,44,84,40,41,5,36,35,126,52,0,18,GER
a53b661f,37,29,15,17,5,14,27,13,34,3,31,24,61,27,0,18,GER
a572e291,28,18,7,19,2,11,21,10,8,2,6,18,46,15,0,18,GER
a5ae8f8e,45,32,30,13,2,30,52,22,34,12,22,34,79,134,1,18,GER
a5d77c4e,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,18,GER
a5ec3ede,46,34,25,19,2,24,37,13,31,18,13,26,72,87,2,18,GER
a63a995f,47,34,26,20,1,21,31,10,31,12,19,24,71,74,1,18,GER
a7813ac4,45,35,21,18,6,22,44,22,46,11,35,24,69,75,2,18,GER
a93b6f4e,3,3,3,0,0,1,2,1,5,2,3,1,4,8,0,18,GER
a96e5dc0,32,21,18,13,1,21,35,14,20,2,18,12,44,48,0,18,GER
aad48be9,49,31,32,17,0,22,30,8,39,14,25,34,83,165,0,18,GER
ab700320,29,23,12,16,1,18,24,6,19,3,16,24,53,20,0,18,GER
abb42ce6,33,23,14,18,1,17,29,12,15,7,8,26,59,24,1,18,GER
acc7b7ec,12,9,4,3,5,4,12,8,5,1,4,7,19,1,1,18,GER
ad00b1a8,3,2,2,1,0,2,3,1,0,0,0,0,3,1,0,18,GER
ad3389d5,0,0,0,0,0,0,2,2,0,0,0,0,0,23,3,18,GER
aeda1f69,48,38,20,21,7,23,50,27,29,4,25,8,56,28,0,18,GER
afb0c500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,GER
b1823b08,2,2,1,1,0,1,2,1,1,0,1,2,4,1,0,18,GER
b1cd37e6,48,38,16,21,11,20,41,21,42,1,41,10,58,12,0,18,GER
b3325a30,59,47,21,26,12,27,64,37,38,3,35,21,80,17,1,18,GER
b3b7f5a6,27,21,11,13,3,11,17,6,15,0,15,33,60,52,0,18,GER
b48215cd,25,16,13,10,2,12,25,13,4,0,4,9,34,11,0,18,GER
b500b384,24,20,9,12,3,6,15,9,14,1,13,14,38,8,0,18,GER
b5920350,4,4,2,1,1,2,5,3,2,0,2,3,7,2,0,18,GER
b5f63410,7,6,4,3,0,5,6,1,6,2,4,2,9,5,0,18,GER
b682dcf6,65,47,50,13,2,39,47,8,36,11,25,30,95,112,0,18,GER
b69261a0,54,40,31,19,4,30,45,15,46,12,34,27,81,71,0,18,GER
b6a6e0a7,40,30,22,13,5,26,41,15,18,3,15,17,57,27,0,18,GER
b742cc0d,28,19,16,12,0,15,24,9,14,2,12,28,56,43,1,18,GER
b825a650,43,34,17,20,6,17,40,23,37,2,35,33,76,33,0,18,GER
b82880c6,34,30,23,10,1,19,31,12,37,15,22,58,92,134,1,18,GER
b883006f,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,GER
b93b7882,35,30,16,15,4,20,35,15,26,3,23,19,54,32,1,18,GER
