id,att_tackle,cmp_tackle,att_tackle_def,att_tackle_mid,att_tackle_att,cmp_drib_tackle,att_drib_tackle,uns_drib_tackle,block,block_shot,block_pass,intercept,tackle_plus_intercept,clearance,error,season,comp
71a08f97,15,11,6,8,1,5,13,8,8,2,6,9,24,22,0,19,ENG
71ef519e,70,44,35,27,8,19,47,28,34,11,23,51,121,76,1,19,ENG
723ba189,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,ENG
72a0fb65,69,36,48,16,5,29,58,29,62,28,34,81,150,179,4,19,ENG
72c812f3,142,89,70,63,9,38,76,38,52,8,44,74,216,48,1,19,ENG
7314bba4,35,20,23,7,5,14,25,11,57,47,10,36,71,244,3,19,ENG
73489527,8,4,2,4,2,3,14,11,11,3,8,8,16,7,0,19,ENG
73d9bdc7,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,19,ENG
74b2cd7e,31,13,23,6,2,14,23,9,29,19,10,35,66,101,0,19,ENG
74e12f1e,51,27,12,34,5,18,46,28,39,16,23,29,80,82,2,19,ENG
758dd7f0,27,19,14,11,2,9,14,5,9,1,8,17,44,58,0,19,ENG
75a72a99,118,66,66,40,12,54,112,58,60,6,54,60,178,130,1,19,ENG
75f2c59f,21,12,10,10,1,7,24,17,26,0,26,24,45,27,2,19,ENG
76c131da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
76dd1480,56,36,20,25,11,16,47,31,38,4,34,28,84,24,0,19,ENG
76eca7e2,0,0,0,0,0,0,2,2,0,0,0,0,0,5,1,19,ENG
76fa5f80,9,5,8,1,0,6,9,3,5,4,1,9,18,25,2,19,ENG
77128f7e,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,ENG
78803d03,25,16,20,3,2,14,18,4,7,2,5,11,36,30,1,19,ENG
78e68b4d,12,6,11,1,0,8,9,1,5,3,2,17,29,32,1,19,ENG
7914b9fe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,ENG
79b0d6a0,2,0,2,0,0,2,3,1,0,0,0,1,3,7,4,19,ENG
79c0821a,45,29,23,19,3,20,46,26,19,2,17,8,53,18,1,19,ENG
7a11550b,18,11,10,7,1,9,15,6,10,5,5,14,32,42,0,19,ENG
7a2e46a8,2,1,2,0,0,2,2,0,0,0,0,1,3,14,6,19,ENG
7b4de647,0,0,0,0,0,0,3,3,1,0,1,1,1,15,7,19,ENG
7ba6d84e,0,0,0,0,0,0,2,2,1,0,1,0,0,11,4,19,ENG
7c104bb7,15,7,7,5,3,4,6,2,10,0,10,7,22,2,0,19,ENG
7d2d3329,24,10,13,10,1,9,15,6,12,3,9,15,39,13,0,19,ENG
7d41b619,11,6,6,5,0,3,13,10,20,7,13,10,21,34,1,19,ENG
7eb67dad,43,23,26,13,4,18,41,23,25,11,14,29,72,96,1,19,ENG
7f3b388c,59,31,17,38,4,24,59,35,34,6,28,28,87,27,2,19,ENG
7fe90ccd,0,0,0,0,0,0,1,1,0,0,0,3,3,5,0,19,ENG
7fec31a0,57,23,27,21,9,28,53,25,33,11,22,20,77,46,1,19,ENG
80c31c97,27,15,14,12,1,6,7,1,24,10,14,32,59,109,1,19,ENG
810e3c74,29,18,8,11,10,7,28,21,18,2,16,10,39,9,1,19,ENG
819aa8e7,59,22,24,28,7,17,63,46,55,4,51,42,101,33,1,19,ENG
819b3158,19,12,4,12,3,6,31,25,12,3,9,28,47,19,1,19,ENG
82dbf623,4,2,3,0,1,2,3,1,7,2,5,1,5,10,0,19,ENG
82e34b69,24,14,8,10,6,7,32,25,22,4,18,7,31,29,0,19,ENG
8397a50c,4,3,3,1,0,2,3,1,5,2,3,6,10,8,0,19,ENG
839c14e1,22,16,15,6,1,9,15,6,21,5,16,22,44,60,2,19,ENG
849c826a,4,1,2,1,1,4,6,2,4,1,3,2,6,4,2,19,ENG
862a1c15,20,12,7,10,3,4,10,6,14,1,13,8,28,5,0,19,ENG
867239d3,47,30,21,21,5,17,43,26,30,9,21,18,65,39,0,19,ENG
86dd77d1,40,26,20,20,0,24,38,14,19,5,14,36,76,58,2,19,ENG
874125a3,3,2,2,0,1,2,3,1,4,3,1,0,3,2,0,19,ENG
87575fd9,21,13,11,9,1,9,17,8,9,5,4,4,25,34,1,19,ENG
875898c7,28,12,23,5,0,17,26,9,20,13,7,23,51,79,2,19,ENG
87935cf3,25,16,22,3,0,11,18,7,26,16,10,41,66,136,2,19,ENG
87f7500e,5,2,1,2,2,1,3,2,8,0,8,2,7,1,1,19,ENG
8816329f,24,15,9,11,4,5,16,11,13,3,10,7,31,16,0,19,ENG
892d5bb1,14,7,3,7,4,6,18,12,18,1,17,9,23,3,1,19,ENG
89d10e53,49,31,26,16,7,20,32,12,24,4,20,24,73,28,3,19,ENG
89e4b358,50,31,36,11,3,21,37,16,42,30,12,38,88,184,4,19,ENG
8a08491a,10,7,2,4,4,2,11,9,4,0,4,1,11,5,0,19,ENG
8a7ff278,12,7,7,4,1,3,10,7,2,0,2,10,22,35,0,19,ENG
8aa5f52c,35,22,29,6,0,16,32,16,23,15,8,26,61,120,2,19,ENG
8ae9869d,61,36,46,14,1,27,47,20,69,34,35,70,131,138,4,19,ENG
8aec0537,27,12,12,12,3,11,36,25,20,8,12,13,40,23,0,19,ENG
8b04d6c1,71,49,20,44,7,24,73,49,51,8,43,60,131,30,1,19,ENG
8b788c01,9,7,2,5,2,1,11,10,12,0,12,3,12,8,0,19,ENG
8b9ebd03,35,21,11,15,9,9,25,16,16,1,15,14,49,12,2,19,ENG
8d228291,13,7,3,6,4,6,11,5,12,2,10,2,15,13,0,19,ENG
8d3c902d,59,33,23,31,5,9,33,24,29,11,18,16,75,33,0,19,ENG
8df7a2fb,55,24,38,17,0,35,44,9,59,50,9,48,103,235,4,19,ENG
8e65a5e5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,ENG
8f62b6ee,1,0,1,0,0,0,2,2,0,0,0,0,1,13,5,19,ENG
8f866fe8,6,2,1,4,1,1,2,1,5,0,5,3,9,6,0,19,ENG
914ab9a1,25,14,20,5,0,10,23,13,21,16,5,38,63,111,0,19,ENG
91b43c98,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,19,ENG
9228b07c,27,17,9,17,1,7,23,16,15,1,14,16,43,9,1,19,ENG
92e7e919,23,12,7,12,4,10,34,24,26,2,24,8,31,4,1,19,ENG
9306d5ea,78,41,18,51,9,27,69,42,46,7,39,73,151,19,1,19,ENG
9319781b,1,0,1,0,0,0,1,1,0,0,0,1,2,5,0,19,ENG
9328b835,1,0,1,0,0,1,3,2,0,0,0,1,2,10,1,19,ENG
935e6b8f,46,36,20,22,4,16,39,23,27,3,24,30,76,17,0,19,ENG
939bc634,0,0,0,0,0,0,1,1,1,0,1,2,2,12,2,19,ENG
94b2001f,20,16,6,12,2,12,17,5,5,0,5,15,35,22,1,19,ENG
96bb8cc2,15,7,5,5,5,6,17,11,7,1,6,7,22,18,1,19,ENG
96e0490d,14,8,10,4,0,4,11,7,9,0,9,7,21,20,0,19,ENG
97333cf5,28,20,14,6,8,8,42,34,14,0,14,12,40,12,0,19,ENG
979b811d,5,4,3,1,1,1,14,13,12,0,12,4,9,5,0,19,ENG
980522ec,41,25,8,20,13,17,59,42,26,3,23,15,56,13,0,19,ENG
984a5a64,7,4,4,2,1,3,4,1,5,1,4,4,11,6,0,19,ENG
989d5705,24,12,13,7,4,9,32,23,20,5,15,12,36,31,0,19,ENG
98be0d02,1,1,0,1,0,0,0,0,2,0,2,1,2,0,0,19,ENG
99813635,16,9,6,7,3,5,12,7,10,1,9,5,21,4,0,19,ENG
99b1d0e6,15,9,5,4,6,9,16,7,11,4,7,9,24,25,1,19,ENG
9a104dee,13,9,3,6,4,4,13,9,12,0,12,5,18,3,0,19,ENG
9a28eba4,16,13,11,3,2,4,9,5,11,0,11,6,22,7,0,19,ENG
9a9c05db,56,35,21,31,4,32,60,28,29,7,22,30,86,80,1,19,ENG
9aa186b2,30,17,10,18,2,13,37,24,21,7,14,21,51,37,1,19,ENG
9b5ce51a,45,31,20,20,5,14,54,40,35,19,16,54,99,88,1,19,ENG
9c318325,7,4,1,4,2,2,6,4,3,1,2,7,14,0,0,19,ENG
9c74fa25,26,18,18,7,1,14,26,12,16,9,7,9,35,20,1,19,ENG
9c94165b,55,29,17,31,7,28,47,19,42,12,30,21,76,93,2,19,ENG
9d107085,25,15,18,6,1,13,22,9,14,4,10,20,45,56,2,19,ENG
9dbb75ca,35,16,6,19,10,5,28,23,27,1,26,15,50,31,0,19,ENG
9dc69d38,15,10,5,7,3,8,22,14,5,2,3,15,30,9,0,19,ENG
9e525177,129,90,90,33,6,55,65,10,49,16,33,84,213,161,0,19,ENG
9f1893b9,89,49,33,44,12,31,101,70,71,0,71,41,130,18,1,19,ENG
9f4647e9,44,27,18,24,2,13,46,33,24,4,20,11,55,23,0,19,ENG
9f472354,15,8,4,5,6,3,16,13,10,1,9,7,22,18,0,19,ENG
9f736ed2,6,5,0,5,1,2,7,5,2,0,2,4,10,4,0,19,ENG
9fbbcf39,39,26,23,14,2,20,37,17,25,12,13,26,65,61,0,19,ENG
a0666d3e,74,43,27,35,12,25,59,34,55,6,49,25,99,30,0,19,ENG
a1232f4e,15,9,14,1,0,8,10,2,9,4,5,13,28,39,1,19,ENG
a179d516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,ENG
a1d5bd30,24,12,4,12,8,7,29,22,27,0,27,3,27,24,0,19,ENG
a2b105e0,17,13,6,11,0,9,24,15,19,4,15,10,27,7,0,19,ENG
a300ac7e,6,4,3,2,1,1,3,2,2,1,1,2,8,2,0,19,ENG
a39bb753,14,9,2,1,11,5,17,12,10,0,10,13,27,6,1,19,ENG
a3b03921,1,0,0,1,0,0,0,0,1,0,1,1,2,0,0,19,ENG
a48da055,11,3,4,7,0,5,8,3,5,0,5,3,14,6,0,19,ENG
a4ac4b8f,85,52,49,34,2,34,56,22,55,32,23,72,157,177,6,19,ENG
a53649b7,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,19,ENG
a67a09fb,4,3,0,4,0,1,2,1,0,0,0,4,8,8,0,19,ENG
a6de6361,0,0,0,0,0,0,2,2,0,0,0,0,0,8,2,19,ENG
a712ca2b,68,38,47,21,0,37,57,20,58,36,22,64,132,161,4,19,ENG
a8748947,37,21,9,22,6,12,16,4,21,5,16,10,47,13,1,19,ENG
a9142dc3,18,7,12,6,0,8,13,5,11,5,6,12,30,30,1,19,ENG
aa1a8c7e,10,9,5,5,0,2,4,2,4,0,4,5,15,4,0,19,ENG
aa5859cb,6,4,2,3,1,0,3,3,9,0,9,2,8,8,0,19,ENG
aaf1bf05,46,29,22,19,5,22,54,32,21,1,20,24,70,12,1,19,ENG
ab070c55,5,1,0,4,1,1,4,3,7,2,5,0,5,14,0,19,ENG
ab13a5aa,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,19,ENG
ab4b3e35,49,30,19,22,8,15,55,40,37,2,35,27,76,14,1,19,ENG
ab651565,45,22,14,19,12,14,41,27,54,2,52,20,65,23,1,19,ENG
abe66106,17,13,6,7,4,5,14,9,14,0,14,7,24,1,0,19,ENG
ac05f970,23,14,12,6,5,6,12,6,38,3,35,18,41,26,1,19,ENG
ac861941,26,16,7,15,4,19,47,28,27,12,15,21,47,46,1,19,ENG
ad1ffcfd,4,1,1,3,0,0,7,7,1,0,1,8,12,4,1,19,ENG
ae0a7ddf,54,32,36,14,4,19,41,22,36,10,26,28,82,88,0,19,ENG
af245161,1,1,1,0,0,0,0,0,0,0,0,0,1,3,2,19,ENG
af341b88,39,25,27,11,1,15,27,12,18,12,6,18,57,60,0,19,ENG
af69e7f0,61,41,35,21,5,24,42,18,34,12,22,31,92,82,1,19,ENG
af721f98,12,3,1,5,6,4,9,5,7,0,7,2,14,7,0,19,ENG
afef14da,0,0,0,0,0,0,1,1,2,1,1,2,2,5,0,19,ENG
b017b770,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,ENG
b18095b6,8,6,4,3,1,4,6,2,2,0,2,2,10,8,0,19,ENG
b217ef29,39,26,23,12,4,13,24,11,12,7,5,32,71,78,0,19,ENG
b28bbd58,62,35,38,16,8,35,89,54,48,5,43,38,100,28,0,19,ENG
b2bc3b1f,39,20,11,23,5,12,34,22,19,0,19,10,49,4,0,19,ENG
b2d03887,28,15,8,15,5,6,31,25,17,2,15,33,61,28,1,19,ENG
b30c7426,26,17,15,7,4,9,29,20,30,0,30,11,37,17,0,19,ENG
b318a643,8,3,2,4,2,4,24,20,14,3,11,5,13,39,0,19,ENG
b400bde0,32,16,11,12,9,9,25,16,28,3,25,17,49,4,0,19,ENG
b4b2f632,34,25,18,12,4,12,26,14,17,1,16,13,47,20,0,19,ENG
b561db50,30,18,5,17,8,6,23,17,25,3,22,26,56,40,0,19,ENG
b581987a,4,2,1,3,0,1,4,3,3,2,1,1,5,8,0,19,ENG
b66315ae,10,3,5,2,3,0,5,5,16,2,14,3,13,4,0,19,ENG
b682dcf6,42,25,30,11,1,15,28,13,34,17,17,26,68,112,1,19,ENG
b6964eb6,30,17,21,9,0,11,17,6,37,25,12,26,56,109,1,19,ENG
b73e459a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
b7d082af,76,46,35,36,5,16,54,38,42,9,33,30,106,39,1,19,ENG
b827d5b3,35,22,18,14,3,13,31,18,26,3,23,23,58,30,0,19,ENG
b853e0ad,29,17,12,16,1,15,33,18,26,2,24,16,45,14,2,19,ENG
b937e490,14,9,7,7,0,2,5,3,10,2,8,14,28,16,1,19,ENG
b9e1436c,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,ENG
b9fbae28,75,41,21,41,13,23,67,44,63,6,57,44,119,32,1,19,ENG
ba1e04b3,41,23,23,16,2,18,43,25,27,9,18,12,53,18,0,19,ENG
ba23a904,39,24,17,20,2,14,24,10,18,11,7,32,71,81,0,19,ENG
bb5fbd2b,56,24,27,16,13,19,45,26,34,4,30,27,83,44,0,19,ENG
bc7dc64d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
bcfb0142,1,1,1,0,0,0,0,0,1,1,0,0,1,2,0,19,ENG
be4fede9,0,0,0,0,0,0,1,1,0,0,0,3,3,4,0,19,ENG
be927d03,52,32,34,16,2,20,39,19,36,10,26,55,107,74,0,19,ENG
c067631c,38,23,33,5,0,21,32,11,15,5,10,13,51,49,1,19,ENG
c0e27d1a,41,31,27,13,1,21,28,7,33,18,15,35,76,149,1,19,ENG
c24dba2a,3,1,0,2,1,1,6,5,3,1,2,2,5,6,0,19,ENG
c2846353,4,2,3,1,0,3,4,1,0,0,0,0,4,4,0,19,ENG
c3e39f12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,ENG
c596fcb0,9,7,4,3,2,0,8,8,14,4,10,4,13,16,0,19,ENG
c5b7c315,41,25,22,16,3,19,32,13,30,22,8,43,84,185,4,19,ENG
c6896eab,34,18,17,15,2,12,33,21,21,3,18,23,57,56,0,19,ENG
c691bfe2,35,29,12,17,6,14,43,29,28,4,24,15,50,10,1,19,ENG
c73ada83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
c8aa95da,60,39,37,19,4,24,50,26,40,16,24,67,127,145,2,19,ENG
c92e1a31,6,5,4,1,1,1,5,4,5,0,5,2,8,3,0,19,ENG
c951a6df,73,43,19,45,9,23,41,18,32,4,28,40,113,30,0,19,ENG
ca2bc3df,15,9,9,4,2,10,20,10,7,1,6,5,20,7,0,19,ENG
caa1a7f0,1,1,0,0,1,0,0,0,1,1,0,1,2,0,0,19,ENG
caffaf5a,16,12,5,10,1,4,13,9,24,20,4,42,58,103,1,19,ENG
cb4f24c6,0,0,0,0,0,0,1,1,0,0,0,0,0,11,3,19,ENG
cc2d7ad5,55,26,37,15,3,24,50,26,74,35,39,40,95,120,0,19,ENG
cd1acf9d,61,39,31,22,8,36,68,32,19,3,16,35,96,68,0,19,ENG
ce4246f5,32,21,16,14,2,4,11,7,27,12,15,54,86,126,2,19,ENG
ce5143da,3,2,0,2,1,0,0,0,2,0,2,1,4,2,0,19,ENG
cea4ee8f,33,19,6,14,13,5,24,19,33,5,28,19,52,20,0,19,ENG
cee31595,84,51,38,32,14,30,78,48,64,22,42,39,123,55,0,19,ENG
cf15bbb1,2,2,0,2,0,0,0,0,2,0,2,1,3,5,0,19,ENG
cf623c78,35,22,24,8,3,14,33,19,26,6,20,41,76,42,0,19,ENG
cfb29823,2,1,0,1,1,0,3,3,3,1,2,0,2,9,0,19,ENG
cfd5e123,16,10,7,6,3,6,10,4,16,6,10,25,41,57,2,19,ENG
d0042ab9,5,4,4,1,0,1,1,0,3,2,1,3,8,32,0,19,ENG
d07e3b41,2,0,2,0,0,0,1,1,2,0,2,0,2,0,0,19,ENG
d0b3ceb9,2,2,2,0,0,2,6,4,0,0,0,2,4,34,3,19,ENG
d0f72bf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
d1c509d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
d2424d1b,55,29,34,18,3,24,55,31,37,7,30,38,93,156,0,19,ENG
d2583bce,21,14,7,7,7,5,26,21,23,2,21,8,29,29,0,19,ENG
d2bff301,16,10,11,3,2,8,9,1,11,8,3,16,32,55,0,19,ENG
d328a254,73,44,26,39,8,19,42,23,57,16,41,53,126,43,0,19,ENG
d368feb8,11,7,7,4,0,6,10,4,20,17,3,19,30,64,1,19,ENG
d4cb83cc,35,17,21,9,5,15,25,10,28,10,18,31,66,62,0,19,ENG
d557d734,67,42,48,15,4,35,58,23,49,7,42,60,127,107,2,19,ENG
d56543a0,19,11,9,8,2,10,32,22,23,6,17,22,41,33,0,19,ENG
d5dd5f1f,21,17,6,9,6,8,28,20,26,0,26,8,29,22,0,19,ENG
d6f88a1d,2,2,0,1,1,0,2,2,1,0,1,1,3,1,0,19,ENG
d7492450,21,13,18,2,1,14,19,5,18,12,6,11,32,88,1,19,ENG
d79a8c87,11,7,9,2,0,2,8,6,9,7,2,12,23,40,0,19,ENG
d822a850,0,0,0,0,0,0,3,3,0,0,0,1,1,3,2,19,ENG
d8931174,31,17,21,9,1,11,17,6,32,18,14,36,67,155,4,19,ENG
d93c2511,10,9,3,6,1,4,10,6,9,4,5,15,25,16,0,19,ENG
d9565625,24,12,8,14,2,14,19,5,15,2,13,10,34,35,1,19,ENG
d9ba39fc,14,9,8,2,4,4,12,8,13,2,11,14,28,20,0,19,ENG
d9cfca3d,3,1,1,1,1,1,4,3,3,0,3,1,4,3,0,19,ENG
da052c14,38,23,12,19,7,6,20,14,16,0,16,7,45,6,0,19,ENG
da23d58d,1,1,0,0,1,1,5,4,1,0,1,0,1,0,0,19,ENG
da7b447d,37,20,28,9,0,20,37,17,17,9,8,30,67,103,2,19,ENG
da8b19e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
dc008610,10,2,3,4,3,1,6,5,9,1,8,3,13,12,0,19,ENG
dc10b26c,18,7,11,4,3,9,16,7,9,3,6,17,35,16,1,19,ENG
dc31b84c,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,ENG
dc3a9a0d,14,5,3,7,4,3,18,15,10,1,9,7,21,4,1,19,ENG
dc4cae05,37,26,12,19,6,19,44,25,36,7,29,24,61,28,0,19,ENG
dc6f5bdd,64,36,32,27,5,16,48,32,37,12,25,69,133,113,4,19,ENG
dc936144,50,29,34,16,0,22,38,16,30,8,22,60,110,93,0,19,ENG
dd0daf32,28,22,8,17,3,6,22,16,34,2,32,16,44,13,0,19,ENG
de0f152c,30,17,16,13,1,13,25,12,19,4,15,17,47,40,0,19,ENG
de112b84,6,2,4,2,0,2,4,2,5,2,3,1,7,7,0,19,ENG
def899bd,19,13,12,7,0,8,13,5,16,11,5,23,42,67,3,19,ENG
e06683ca,38,28,26,11,1,14,14,0,29,18,11,40,78,201,1,19,ENG
e082af5b,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,19,ENG
e0900238,13,13,8,5,0,6,12,6,9,3,6,7,20,11,0,19,ENG
e0991c04,5,3,3,2,0,1,6,5,3,2,1,6,11,9,1,19,ENG
e0bc6fdc,14,9,6,5,3,6,10,4,11,1,10,8,22,14,0,19,ENG
e2533c20,51,29,23,25,3,23,84,61,40,12,28,38,89,55,1,19,ENG
e2716bd0,30,18,12,11,7,1,20,19,18,1,17,22,52,15,0,19,ENG
e28868f3,79,43,42,33,4,31,60,29,45,8,37,60,139,64,2,19,ENG
e342ad68,21,9,3,11,7,5,16,11,9,0,9,5,26,6,0,19,ENG
e3a5814e,33,22,19,12,2,14,28,14,22,4,18,19,52,15,2,19,ENG
e3e6502a,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,19,ENG
e46012d4,22,15,6,12,4,7,21,14,13,1,12,3,25,2,1,19,ENG
e514ab62,27,19,15,7,5,12,26,14,19,3,16,27,54,42,0,19,ENG
e5d01ecf,48,30,34,12,2,24,51,27,24,6,18,36,84,68,0,19,ENG
e608ed4c,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,ENG
e61b8aee,52,29,29,20,3,24,59,35,35,9,26,36,88,56,3,19,ENG
e726e11e,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,ENG
e77dc3b2,8,3,1,4,3,1,8,7,4,1,3,2,10,9,0,19,ENG
e7ca0439,34,20,27,7,0,15,28,13,23,10,13,34,68,184,3,19,ENG
e9208654,26,13,14,11,1,10,25,15,12,4,8,18,44,25,0,19,ENG
e92cd3f7,2,1,0,0,2,1,2,1,0,0,0,0,2,3,0,19,ENG
e97fd090,18,12,7,7,4,3,12,9,10,4,6,11,29,5,0,19,ENG
eaeca114,66,35,42,21,3,22,35,13,51,35,16,32,98,241,0,19,ENG
eb58eef0,41,28,14,20,7,14,27,13,21,7,14,21,62,24,0,19,ENG
eb7822d7,50,30,27,19,4,30,59,29,39,18,21,31,81,53,4,19,ENG
eba42d2b,33,18,14,18,1,11,20,9,6,0,6,15,48,19,0,19,ENG
ec9a28ce,0,0,0,0,0,0,0,0,4,1,3,1,1,2,0,19,ENG
ecbb3fdf,30,19,14,10,6,12,42,30,16,1,15,8,38,17,1,19,ENG
ed1e53f3,7,6,1,3,3,2,9,7,1,0,1,4,11,1,0,19,ENG
ee38d9c5,48,32,20,25,3,14,58,44,20,4,16,12,60,10,1,19,ENG
ef619b0b,34,18,11,15,8,7,25,18,7,1,6,9,43,3,0,19,ENG
f13d02a6,18,14,7,7,4,7,23,16,15,0,15,9,27,6,0,19,ENG
f1e8372d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
f25b010f,16,12,12,4,0,10,18,8,19,12,7,25,41,106,1,19,ENG
f25c8e3a,37,15,13,19,5,14,42,28,29,4,25,12,49,16,1,19,ENG
f2f29dda,17,7,4,7,6,4,20,16,20,3,17,2,19,17,1,19,ENG
f4290206,73,46,44,22,7,33,58,25,25,2,23,39,112,101,0,19,ENG
f522d7ec,20,9,8,8,4,5,14,9,11,0,11,1,21,4,0,19,ENG
f573a8bf,15,12,4,8,3,2,5,3,6,0,6,2,17,11,0,19,ENG
f5a00fa4,113,58,50,56,7,44,126,82,56,11,45,40,153,50,0,19,ENG
f5deef4c,40,27,28,12,0,13,23,10,21,12,9,24,64,121,3,19,ENG
f5e6d08d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ENG
f5efb153,19,11,9,9,1,10,16,6,20,15,5,30,49,72,0,19,ENG
f72293fc,27,11,14,10,3,16,34,18,25,4,21,33,60,34,0,19,ENG
f7750aa0,48,34,29,16,3,21,33,12,45,24,21,42,90,153,0,19,ENG
f7d50789,37,23,25,10,2,12,22,10,41,22,19,24,61,175,0,19,ENG
f7ee69fb,13,9,6,6,1,4,7,3,4,1,3,7,20,5,2,19,ENG
f874dd44,15,12,8,4,3,6,13,7,17,5,12,20,35,37,3,19,ENG
f8fcd2a5,24,13,20,4,0,13,18,5,28,10,18,33,57,152,3,19,ENG
fa031b34,49,34,19,20,10,8,24,16,30,2,28,16,65,39,0,19,ENG
fc15fb84,36,22,16,17,3,13,44,31,30,3,27,13,49,35,0,19,ENG
fd3f57ce,8,5,2,5,1,1,7,6,3,1,2,3,11,8,0,19,ENG
fd5888a0,4,4,2,1,1,2,6,4,8,1,7,7,11,5,0,19,ENG
fdd85f94,50,28,23,21,6,16,52,36,21,6,15,53,103,37,0,19,ENG
fe558029,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,ENG
fed96827,9,3,9,0,0,7,11,4,12,5,7,14,23,57,2,19,ENG
ff527768,47,26,19,24,4,17,52,35,17,2,15,21,68,13,0,19,ENG
ff9fcd4d,36,24,10,18,8,10,35,25,26,2,24,17,53,9,0,19,ENG
005ca692,1,1,0,1,0,0,2,2,0,0,0,1,2,0,0,19,EL
00672021,2,1,1,0,1,1,8,7,5,1,4,3,5,3,0,19,EL
0076ab7f,16,10,4,11,1,2,3,1,5,2,3,4,20,1,1,19,EL
00bc97e8,1,0,0,1,0,1,2,1,0,0,0,3,4,13,0,19,EL
01834aa0,8,4,6,1,1,5,6,1,7,2,5,9,17,12,0,19,EL
023efc8b,6,5,2,4,0,2,7,5,5,0,5,5,11,3,1,19,EL
02ce2030,9,7,7,2,0,3,8,5,11,9,2,14,23,28,1,19,EL
02df3a4b,8,7,8,0,0,4,6,2,3,1,2,8,16,17,0,19,EL
0331786b,1,0,1,0,0,1,1,0,0,0,0,0,1,3,0,19,EL
0366fc78,9,5,2,6,1,2,8,6,6,0,6,5,14,3,0,19,EL
0375723e,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,19,EL
03df04ff,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,EL
04965583,7,4,5,1,1,3,5,2,2,0,2,7,14,4,0,19,EL
04da2b40,1,1,1,0,0,1,1,0,0,0,0,1,2,2,0,19,EL
0538066d,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,EL
0562b7f1,3,3,1,0,2,1,4,3,2,1,1,2,5,8,0,19,EL
059a0231,1,1,0,1,0,0,0,0,1,1,0,1,2,0,0,19,EL
05a6c38b,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,19,EL
05e19d6a,2,1,1,1,0,0,0,0,2,1,1,2,4,1,0,19,EL
0630eb63,0,0,0,0,0,0,0,0,1,0,1,2,2,1,0,19,EL
0638becf,3,2,3,0,0,1,2,1,6,2,4,3,6,3,0,19,EL
06972405,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,19,EL
06b2765c,6,2,3,3,0,2,4,2,0,0,0,3,9,3,0,19,EL
06e5b0e4,16,10,10,5,1,4,11,7,9,6,3,20,36,41,0,19,EL
06fee814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,EL
070ec0b1,4,3,3,1,0,1,3,2,7,4,3,9,13,7,0,19,EL
07ab6542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
07abb358,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,19,EL
07f8bcc8,6,5,1,4,1,1,2,1,0,0,0,0,6,1,0,19,EL
080440a4,24,14,13,11,0,10,16,6,8,6,2,12,36,29,0,19,EL
08593525,32,25,16,14,2,10,22,12,18,1,17,29,61,14,0,19,EL
086d7db3,0,0,0,0,0,0,0,0,1,0,1,2,2,3,0,19,EL
088e6424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,EL
089550f5,7,5,4,2,1,6,7,1,1,0,1,2,9,4,1,19,EL
08990838,1,1,0,1,0,1,3,2,2,1,1,3,4,17,0,19,EL
08a2c314,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,EL
