id,live_pass,dead_pass,fk_pass,tb_pass,sw_pass,cross_pass,throw_in,ck,ck_in,ck_out,ck_straight,offside_pass,blocked_pass,season,comp
0b90bb97,76,3,0,1,1,1,0,0,0,0,0,0,3,19,EL
0be28faf,241,4,4,0,2,0,0,0,0,0,0,1,0,19,EL
0be3255b,240,77,25,0,3,0,0,0,0,0,0,5,0,19,EL
0be95d34,65,0,0,0,0,7,0,0,0,0,0,0,5,19,EL
0c09c984,219,4,3,0,4,1,1,0,0,0,0,1,5,19,EL
0d10333c,225,5,5,1,3,1,0,0,0,0,0,1,2,19,EL
0e100630,43,11,0,0,0,1,11,0,0,0,0,1,2,19,EL
0e21fc3c,198,9,8,0,3,1,0,1,1,0,0,0,2,19,EL
0e4fef6e,89,1,1,0,0,0,0,0,0,0,0,0,1,19,EL
0e7ccfc4,81,40,1,0,0,9,39,0,0,0,0,0,7,19,EL
0eb03d5b,57,3,3,0,4,0,0,0,0,0,0,0,1,19,EL
0eeafda5,11,1,1,0,0,0,0,0,0,0,0,0,0,19,EL
0ef05b3e,19,10,2,0,0,0,0,0,0,0,0,0,0,19,EL
0efacb06,66,13,0,0,0,9,1,0,0,0,0,1,5,19,EL
0f276764,29,16,6,0,0,0,0,0,0,0,0,1,0,19,EL
0f5e0b8a,10,5,0,0,0,0,5,0,0,0,0,0,0,19,EL
0fbecd11,329,2,2,0,4,3,0,0,0,0,0,2,7,19,EL
1001ae82,17,2,0,0,0,3,0,2,0,2,0,0,0,19,EL
10549b49,38,6,0,0,0,0,0,0,0,0,0,1,0,19,EL
10b9fa99,119,5,0,0,0,0,5,0,0,0,0,1,0,19,EL
110a95ca,116,119,22,0,1,0,0,0,0,0,0,1,0,19,EL
114b510e,115,32,4,0,1,16,27,1,0,1,0,0,1,19,EL
115b7ab9,2,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
11c0fa9d,34,5,0,0,0,0,0,0,0,0,0,0,0,19,EL
121101a4,107,6,6,0,1,0,0,0,0,0,0,0,1,19,EL
1232e1dc,110,1,1,0,0,0,0,0,0,0,0,0,0,19,EL
1295552e,240,67,4,0,2,9,63,0,0,0,0,0,14,19,EL
129af0db,49,1,0,0,0,1,0,0,0,0,0,0,1,19,EL
12c50af5,38,5,0,0,0,5,3,2,1,1,0,0,0,19,EL
130a7a3f,131,13,5,0,1,20,1,7,3,1,0,0,6,19,EL
1321d6f0,174,5,5,0,2,0,0,0,0,0,0,0,4,19,EL
133faa84,155,6,4,0,1,0,2,0,0,0,0,1,1,19,EL
13a78e01,253,1,1,0,2,0,0,0,0,0,0,2,5,19,EL
13b0c150,121,7,7,0,2,0,0,0,0,0,0,0,2,19,EL
13b44b02,288,114,9,1,4,16,105,0,0,0,0,1,14,19,EL
13d74bff,155,2,0,0,1,12,2,0,0,0,0,1,2,19,EL
13ea2544,331,8,7,0,10,1,1,0,0,0,0,2,1,19,EL
1453e3cf,3,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
146f2615,117,11,0,1,1,4,11,0,0,0,0,2,5,19,EL
150a572c,82,27,0,0,0,4,27,0,0,0,0,0,3,19,EL
156afd6f,4,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
157c5e0b,120,5,0,0,0,1,1,0,0,0,0,0,2,19,EL
15b6e8d7,272,85,15,1,5,37,60,10,2,7,0,5,3,19,EL
15d0c248,224,8,2,0,2,1,6,0,0,0,0,2,2,19,EL
15e9c7e6,169,15,1,1,2,12,7,7,1,3,0,1,6,19,EL
15f3ec41,232,12,0,3,4,15,4,8,4,0,1,2,8,19,EL
16380240,443,29,12,0,1,13,1,15,3,1,1,1,7,19,EL
163bbd4a,10,1,0,0,0,0,0,0,0,0,0,0,0,19,EL
167c1bb0,409,4,4,0,0,0,0,0,0,0,0,1,0,19,EL
16b9d5cf,194,16,6,0,1,1,10,0,0,0,0,0,3,19,EL
16ceb862,300,8,1,2,0,1,2,0,0,0,0,1,6,19,EL
16daec92,360,10,1,4,2,13,1,8,3,4,0,2,10,19,EL
17145c90,423,74,3,0,1,16,71,0,0,0,0,0,4,19,EL
173db1f4,180,5,0,1,2,8,4,0,0,0,0,2,8,19,EL
17695062,101,0,0,1,0,4,0,0,0,0,0,0,7,19,EL
179d2851,303,132,43,0,2,0,0,0,0,0,0,2,0,19,EL
17e3e467,258,6,2,0,7,7,2,1,0,0,0,2,14,19,EL
18abe173,319,10,9,0,0,0,1,0,0,0,0,0,3,19,EL
18b896d6,356,13,11,1,6,0,2,0,0,0,0,0,1,19,EL
19003991,30,3,0,0,0,0,2,0,0,0,0,0,1,19,EL
1978a39a,219,12,1,1,1,3,0,0,0,0,0,0,7,19,EL
199cd404,148,1,0,0,0,16,1,0,0,0,0,0,8,19,EL
19b776e9,74,2,0,0,1,2,0,0,0,0,0,0,5,19,EL
19c9e24e,58,1,1,0,0,0,0,0,0,0,0,0,1,19,EL
19f8e480,115,31,0,1,1,8,31,0,0,0,0,0,6,19,EL
1a4b9094,158,36,4,0,1,20,32,0,0,0,0,0,6,19,EL
1a799243,493,162,28,0,5,56,102,32,10,17,0,2,23,19,EL
1ac58ba6,127,16,6,0,5,0,10,0,0,0,0,1,3,19,EL
1adcf39e,78,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
1ae8b66d,178,35,21,0,0,35,6,8,4,3,0,0,8,19,EL
1b09b065,130,5,3,0,0,9,1,1,1,0,0,0,5,19,EL
1b4f1169,25,1,1,0,0,0,0,0,0,0,0,0,0,19,EL
1b82f8df,182,5,5,0,3,2,0,0,0,0,0,1,4,19,EL
1bcca8b8,182,32,12,2,3,30,0,20,9,10,0,0,0,19,EL
1c07b06e,146,4,4,2,3,0,0,0,0,0,0,0,3,19,EL
1c0ddebb,111,98,27,0,1,0,0,0,0,0,0,3,0,19,EL
1c37137f,66,4,1,0,0,9,0,3,0,2,0,0,1,19,EL
1c529186,104,19,3,0,2,4,16,0,0,0,0,1,5,19,EL
1c639185,41,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
1c78737d,168,0,0,1,0,5,0,0,0,0,0,4,1,19,EL
1c96ad85,163,46,5,0,1,13,41,0,0,0,0,0,8,19,EL
1cb49278,1076,28,25,1,5,1,3,0,0,0,0,0,8,19,EL
1d2d5cc8,25,4,0,0,0,0,0,0,0,0,0,0,0,19,EL
1d5cab82,121,2,1,0,0,2,1,0,0,0,0,2,4,19,EL
1e064bfb,178,117,25,0,0,0,0,0,0,0,0,3,0,19,EL
1e101451,41,14,3,0,0,0,0,0,0,0,0,0,0,19,EL
1e9bde92,127,87,21,0,0,0,0,0,0,0,0,0,0,19,EL
1ec5df8f,49,1,1,0,2,0,0,0,0,0,0,0,0,19,EL
1ec7e1c5,431,15,13,0,5,0,1,0,0,0,0,4,3,19,EL
1eec640e,99,12,0,1,0,3,0,0,0,0,0,0,6,19,EL
1ef6f38d,50,10,8,0,0,3,0,2,0,1,0,1,0,19,EL
1f44ac21,1,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
1f9328da,95,0,0,0,0,2,0,0,0,0,0,0,3,19,EL
1fa665d0,18,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
1fb1c435,129,6,0,1,2,2,1,0,0,0,0,0,2,19,EL
1fbbfbde,397,11,10,0,5,0,1,0,0,0,0,4,3,19,EL
20030c06,206,11,11,0,1,0,0,0,0,0,0,1,0,19,EL
20094685,422,18,13,0,2,10,2,3,2,1,0,2,5,19,EL
2054d037,100,7,0,0,1,5,2,1,0,0,0,2,7,19,EL
2077ae86,8,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
20b9f052,51,14,3,0,0,0,0,0,0,0,0,0,0,19,EL
20c1ef47,16,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
20e73fac,298,19,4,2,4,30,2,13,4,4,0,5,9,19,EL
2146785a,221,46,6,0,0,19,39,1,0,0,0,0,7,19,EL
21519148,210,23,6,1,1,8,7,0,0,0,0,4,6,19,EL
21a4bd09,112,23,2,1,0,8,21,0,0,0,0,0,8,19,EL
2224380e,16,1,0,0,0,2,0,0,0,0,0,0,1,19,EL
2233ef48,80,36,1,0,0,7,35,0,0,0,0,0,5,19,EL
2249e65b,33,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
22517bbe,187,57,5,1,2,10,52,0,0,0,0,1,11,19,EL
22721b88,160,24,0,0,1,6,24,0,0,0,0,1,4,19,EL
228f73ae,34,2,0,1,0,2,1,1,1,0,0,1,1,19,EL
22db7a5e,66,41,10,0,0,0,0,0,0,0,0,0,1,19,EL
23135233,90,16,0,0,0,4,15,1,1,0,0,0,1,19,EL
23c5db70,78,0,0,0,0,1,0,0,0,0,0,0,0,19,EL
24228180,190,7,1,3,2,4,0,0,0,0,0,0,8,19,EL
2434f24a,128,66,18,0,1,0,0,0,0,0,0,1,0,19,EL
243f4a0b,193,4,4,0,4,0,0,0,0,0,0,1,2,19,EL
244a31b9,204,9,8,0,3,0,1,0,0,0,0,0,3,19,EL
245d9bfc,87,11,0,0,1,3,1,0,0,0,0,2,3,19,EL
24b98f95,13,3,0,0,0,2,3,0,0,0,0,0,0,19,EL
24c1439d,3,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
24d9435b,221,64,4,0,3,4,60,0,0,0,0,0,6,19,EL
24f59bb2,136,21,0,0,2,4,21,0,0,0,0,1,7,19,EL
2535e885,148,5,5,0,3,0,0,0,0,0,0,3,5,19,EL
254147d4,104,4,1,1,1,0,3,0,0,0,0,1,1,19,EL
2557c196,46,9,1,0,0,1,0,0,0,0,0,0,3,19,EL
2580854e,53,6,2,0,0,6,2,2,2,0,0,0,0,19,EL
258aff54,87,10,0,0,0,0,0,0,0,0,0,1,2,19,EL
258b0d9b,165,25,6,0,3,5,19,0,0,0,0,1,3,19,EL
25b74470,22,4,0,0,0,1,4,0,0,0,0,0,3,19,EL
25e8594b,290,15,11,2,12,1,2,2,0,0,0,0,3,19,EL
2628fd2b,71,39,9,0,1,0,0,0,0,0,0,0,0,19,EL
26383ea5,45,18,5,0,0,0,0,0,0,0,0,1,0,19,EL
2648e18f,218,21,8,3,1,18,1,12,4,7,0,4,7,19,EL
26b3d752,204,38,4,0,1,36,26,8,0,8,0,1,8,19,EL
26ce2263,251,8,4,0,3,7,1,3,0,3,0,2,6,19,EL
271b8617,2,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
273c483b,119,1,0,1,0,6,0,1,1,0,0,0,2,19,EL
27669186,6,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
27af684a,53,0,0,0,0,1,0,0,0,0,0,0,1,19,EL
27f54333,43,1,0,0,0,4,0,0,0,0,0,0,2,19,EL
27fc233a,45,12,2,0,0,1,10,0,0,0,0,2,0,19,EL
27ff9bdb,137,2,1,2,5,2,1,0,0,0,0,1,11,19,EL
284f2ce6,50,13,0,0,0,2,13,0,0,0,0,0,4,19,EL
28d596a0,330,107,27,0,1,0,0,0,0,0,0,3,1,19,EL
292a652a,27,1,1,0,0,0,0,0,0,0,0,0,1,19,EL
29a506e1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
29d8ad3f,249,19,17,0,8,0,2,0,0,0,0,2,3,19,EL
29e33bf3,50,6,1,0,0,16,0,3,3,0,0,0,5,19,EL
2a5fab54,0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
2a6cd437,295,10,10,1,4,0,0,0,0,0,0,1,1,19,EL
2a709dc0,138,10,8,0,7,5,0,2,1,0,0,2,1,19,EL
2b15a82a,141,28,2,0,0,9,26,0,0,0,0,0,2,19,EL
2b3efa4a,451,151,5,1,5,15,145,0,0,0,0,3,20,19,EL
2b9fdeea,139,9,2,2,2,13,0,5,4,0,0,3,4,19,EL
2ba38347,110,62,9,0,1,6,52,1,0,1,0,1,2,19,EL
2c44a35d,63,18,0,0,0,6,18,0,0,0,0,0,6,19,EL
2c8b7022,183,7,7,0,0,0,0,0,0,0,0,1,4,19,EL
2ccd89a3,30,2,0,0,0,3,2,0,0,0,0,0,1,19,EL
2e2ec9cf,68,16,3,0,0,0,13,0,0,0,0,0,1,19,EL
2e8fc160,161,5,5,0,3,0,0,0,0,0,0,0,3,19,EL
2ebc1b44,162,9,4,0,0,4,1,0,0,0,0,0,5,19,EL
2f3452eb,238,55,8,0,6,1,47,0,0,0,0,1,7,19,EL
2f557579,181,10,4,1,2,6,3,2,0,0,0,2,3,19,EL
2f7407fa,7,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
2f7af524,280,16,7,0,7,0,9,0,0,0,0,3,1,19,EL
2fabebc0,29,12,2,0,0,0,0,0,0,0,0,0,0,19,EL
305a3820,270,9,7,0,9,0,2,0,0,0,0,3,3,19,EL
30643ce2,162,11,0,4,1,0,4,0,0,0,0,0,4,19,EL
307fcd26,166,131,26,0,0,0,0,0,0,0,0,0,0,19,EL
30c220c3,472,92,8,0,2,25,84,0,0,0,0,0,16,19,EL
30d4a2e5,309,121,15,1,1,31,106,0,0,0,0,3,18,19,EL
30f5ffa9,173,7,6,0,2,0,1,0,0,0,0,1,1,19,EL
314bdac5,195,7,7,0,1,1,0,0,0,0,0,0,1,19,EL
314c2af0,143,63,26,0,0,0,1,0,0,0,0,0,1,19,EL
314f2124,100,2,2,0,0,0,0,0,0,0,0,0,0,19,EL
316de854,86,2,0,0,0,4,2,0,0,0,0,0,1,19,EL
31c07205,30,2,0,0,0,0,0,0,0,0,0,1,1,19,EL
31c69ef1,340,15,13,1,1,0,2,0,0,0,0,1,5,19,EL
321f83a2,36,3,1,0,0,3,1,1,1,0,0,0,1,19,EL
322ba2df,277,52,6,0,0,14,46,0,0,0,0,1,6,19,EL
32c0491f,160,58,7,0,3,7,51,0,0,0,0,1,8,19,EL
32e7ce92,110,53,12,0,0,0,0,0,0,0,0,1,0,19,EL
3300c14c,36,8,1,0,0,2,7,0,0,0,0,0,1,19,EL
33182cb8,163,6,0,1,1,1,0,0,0,0,0,2,5,19,EL
33508c78,537,18,17,11,5,2,1,0,0,0,0,6,2,19,EL
339fe0e8,70,46,14,0,0,0,1,0,0,0,0,1,0,19,EL
33b11df6,123,4,2,0,0,1,2,0,0,0,0,0,1,19,EL
33b8d077,129,10,9,1,1,2,0,1,0,1,0,0,2,19,EL
33bd3dae,114,22,9,0,0,15,1,10,2,7,0,0,3,19,EL
3423f250,102,6,1,0,2,13,4,1,1,0,0,0,6,19,EL
3470f44e,16,10,1,0,0,0,0,0,0,0,0,0,0,19,EL
34c3b935,45,29,6,0,0,0,0,0,0,0,0,0,0,19,EL
34c3ec17,246,41,24,0,4,17,1,16,7,4,2,4,3,19,EL
3519df17,254,62,9,0,3,11,53,0,0,0,0,0,10,19,EL
35375f7c,13,1,1,0,0,1,0,0,0,0,0,0,0,19,EL
356c9002,87,9,2,1,1,18,2,5,1,4,0,0,4,19,EL
35862524,78,3,2,0,2,4,1,0,0,0,0,1,2,19,EL
35af81f5,5,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
35bd124a,30,2,2,0,0,0,0,0,0,0,0,0,0,19,EL
35c54115,199,8,8,1,2,1,0,0,0,0,0,1,0,19,EL
35cf43aa,115,2,0,1,1,0,0,0,0,0,0,1,3,19,EL
360e3062,212,4,4,1,2,2,0,0,0,0,0,1,4,19,EL
3628b9b9,346,22,22,1,5,0,0,0,0,0,0,1,4,19,EL
36334b41,211,17,13,1,6,6,2,0,0,0,0,0,6,19,EL
3640af28,143,19,4,0,1,3,15,0,0,0,0,0,0,19,EL
365836c9,449,8,6,0,5,2,2,0,0,0,0,1,7,19,EL
367d7444,143,3,3,0,1,1,0,0,0,0,0,0,1,19,EL
378825c7,332,94,8,1,3,17,86,0,0,0,0,4,7,19,EL
37f827ec,81,3,3,0,3,0,0,0,0,0,0,1,0,19,EL
387750b7,147,106,33,0,0,0,0,0,0,0,0,2,1,19,EL
38cd5b8f,219,99,24,0,0,0,0,0,0,0,0,5,0,19,EL
38ceb24a,214,14,6,2,6,13,5,3,2,1,0,1,2,19,EL
38d14822,64,44,12,0,2,0,0,0,0,0,0,0,0,19,EL
390ab439,113,3,3,0,2,0,0,0,0,0,0,0,0,19,EL
392a7aea,114,21,12,0,10,8,5,4,4,0,0,1,6,19,EL
3935e52e,376,89,2,0,2,22,87,0,0,0,0,1,20,19,EL
3958025f,4,1,0,0,0,1,0,1,0,1,0,0,0,19,EL
3a233281,283,43,9,0,3,60,4,30,13,10,5,0,10,19,EL
3a24769f,544,11,3,3,3,1,2,0,0,0,0,2,5,19,EL
3aa4a3be,66,11,0,0,1,3,2,0,0,0,0,0,2,19,EL
3b571db6,36,13,0,0,0,4,13,0,0,0,0,0,2,19,EL
3b57f7f8,57,6,0,0,0,8,6,0,0,0,0,0,3,19,EL
3bf81c50,27,0,0,0,0,0,0,0,0,0,0,1,0,19,EL
3ca7254a,563,19,3,2,4,27,4,12,2,6,4,1,14,19,EL
3d13d9e4,3,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
3d68d631,261,34,7,1,9,42,3,23,4,15,2,4,5,19,EL
3da8cba0,12,1,0,0,1,2,0,1,0,1,0,0,0,19,EL
3dab8efd,77,7,5,0,0,9,1,1,0,1,0,1,1,19,EL
3de25195,146,17,14,0,3,6,0,3,3,0,0,2,2,19,EL
3e975352,9,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
3ead85f9,191,7,6,0,2,0,1,0,0,0,0,0,1,19,EL
3ef0af0d,127,5,4,0,2,3,1,0,0,0,0,1,3,19,EL
3effaa34,77,7,0,1,0,1,1,0,0,0,0,2,3,19,EL
3f10bd22,332,69,5,1,1,36,64,0,0,0,0,3,9,19,EL
3f2d59fe,273,20,14,0,5,1,6,0,0,0,0,1,2,19,EL
3f359b33,232,11,10,0,4,2,1,0,0,0,0,0,3,19,EL
3f65d5ce,50,17,8,0,0,0,0,0,0,0,0,0,0,19,EL
41b9d0c0,45,1,0,1,1,2,1,0,0,0,0,1,2,19,EL
41f32541,66,3,3,0,2,1,0,0,0,0,0,0,1,19,EL
42276181,88,7,0,0,0,4,0,0,0,0,0,0,1,19,EL
42353de8,160,3,3,0,0,0,0,0,0,0,0,0,1,19,EL
42a55711,50,2,0,0,0,2,0,0,0,0,0,0,2,19,EL
42a632ba,51,8,3,0,0,9,5,0,0,0,0,0,0,19,EL
42dcf26d,353,13,12,0,2,4,1,0,0,0,0,4,2,19,EL
42fe6b05,56,1,1,0,1,3,0,0,0,0,0,0,3,19,EL
43688fa3,37,11,0,0,0,3,9,2,1,1,0,0,5,19,EL
4383b0da,75,8,0,1,3,0,1,0,0,0,0,1,2,19,EL
438ae11e,54,4,0,0,2,1,1,3,0,1,0,0,2,19,EL
43b23d3a,77,3,1,0,1,8,0,2,0,0,0,0,5,19,EL
441197b8,335,9,7,0,1,5,2,0,0,0,0,1,5,19,EL
4431aed2,130,8,0,3,1,4,1,0,0,0,0,0,10,19,EL
448a3608,171,9,0,2,1,6,3,1,0,0,0,1,6,19,EL
44ac04e9,238,2,2,2,5,1,0,0,0,0,0,0,6,19,EL
44c3d1d2,28,2,0,0,0,2,0,2,0,2,0,0,0,19,EL
44eb9093,99,25,3,0,4,1,22,0,0,0,0,0,7,19,EL
44f050bc,590,7,6,0,11,0,1,0,0,0,0,1,8,19,EL
4574720b,154,3,0,2,1,1,2,0,0,0,0,2,8,19,EL
45b9b619,184,7,1,6,4,3,6,0,0,0,0,2,7,19,EL
45db685d,599,18,17,4,2,0,1,0,0,0,0,2,3,19,EL
45f5aa2f,336,63,12,0,2,11,51,0,0,0,0,1,7,19,EL
460976a2,106,2,1,1,1,7,1,0,0,0,0,0,4,19,EL
467bae22,353,6,4,3,7,6,1,1,0,0,0,2,11,19,EL
46e58246,174,34,7,0,1,15,27,0,0,0,0,0,4,19,EL
474cf8e0,75,0,0,0,0,0,0,0,0,0,0,0,2,19,EL
479ccb18,56,5,0,0,1,0,0,0,0,0,0,1,0,19,EL
47a34c4f,369,14,4,0,1,8,1,9,2,3,0,2,3,19,EL
47dbe004,136,1,1,2,0,1,0,0,0,0,0,0,4,19,EL
47fd5136,202,22,14,0,8,9,2,6,3,3,0,3,0,19,EL
4802f157,163,64,12,0,3,35,31,21,8,8,3,2,10,19,EL
487d9b09,192,29,2,0,3,22,27,0,0,0,0,1,2,19,EL
489e5d93,122,3,1,0,0,7,0,0,0,0,0,1,5,19,EL
48d5bd33,478,31,18,2,4,17,0,13,6,5,0,3,12,19,EL
48e4c485,88,4,2,0,1,2,1,1,0,1,0,0,0,19,EL
494bff86,55,26,1,0,0,3,25,0,0,0,0,0,3,19,EL
49fe9070,23,0,0,0,0,2,0,0,0,0,0,0,1,19,EL
4a1abff3,215,12,1,1,2,9,7,3,2,0,1,3,7,19,EL
4a537185,26,0,0,1,0,2,0,0,0,0,0,0,0,19,EL
4adc7b42,188,21,0,1,0,10,19,0,0,0,0,0,18,19,EL
4aea5077,547,110,2,0,4,45,105,3,0,0,0,5,23,19,EL
4b3c863f,202,10,9,1,3,0,1,0,0,0,0,0,1,19,EL
4b3e1a38,177,80,3,0,0,8,77,0,0,0,0,2,5,19,EL
4b6960d2,81,25,1,0,0,6,24,0,0,0,0,1,3,19,EL
4b751020,51,4,2,1,0,3,2,0,0,0,0,0,4,19,EL
4b803b3c,24,10,0,0,0,2,10,0,0,0,0,0,4,19,EL
4bd00a50,23,0,0,0,1,0,0,0,0,0,0,0,0,19,EL
4c5039bd,85,58,7,0,0,0,0,0,0,0,0,0,0,19,EL
4c537d70,34,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
4c5b14d2,262,36,8,2,1,23,14,14,7,2,0,1,2,19,EL
4c5e78da,362,4,0,1,3,9,4,0,0,0,0,1,8,19,EL
4c700f46,182,7,6,0,3,0,0,0,0,0,0,2,0,19,EL
4c78b5ed,154,14,10,1,2,7,0,4,3,1,0,1,1,19,EL
4c82730b,143,4,0,1,0,10,1,1,1,0,0,1,5,19,EL
4cc82fe1,37,0,0,0,0,0,0,0,0,0,0,0,1,19,EL
4d1666ff,233,12,10,1,0,0,2,0,0,0,0,2,2,19,EL
4d425e6e,289,2,2,1,2,2,0,0,0,0,0,2,3,19,EL
4d8cd038,228,20,1,2,3,13,2,0,0,0,0,2,8,19,EL
4e219ad2,143,11,1,2,1,22,5,5,3,0,0,2,3,19,EL
4e3f5992,18,1,1,0,0,0,0,0,0,0,0,0,0,19,EL
4e6dbac4,221,2,1,2,1,4,1,0,0,0,0,1,5,19,EL
4e80a8ef,306,42,14,3,5,45,6,20,8,9,0,5,16,19,EL
4f0fbd15,93,23,1,0,1,13,22,0,0,0,0,0,1,19,EL
4f255115,124,5,5,0,1,1,0,0,0,0,0,0,3,19,EL
4f56170e,142,50,3,0,1,7,47,0,0,0,0,1,4,19,EL
4f5a953e,102,3,3,0,4,0,0,0,0,0,0,0,3,19,EL
4fe7e935,191,52,6,0,0,12,41,4,1,2,1,2,5,19,EL
500cd987,49,3,1,0,0,4,0,2,2,0,0,1,3,19,EL
50310821,27,10,2,0,1,0,0,0,0,0,0,0,0,19,EL
507c7bdf,433,47,15,3,6,36,11,17,5,10,0,8,13,19,EL
509a4ccb,9,1,0,0,0,0,0,0,0,0,0,0,0,19,EL
516dc25b,117,2,0,0,2,1,0,2,1,0,0,0,2,19,EL
51960957,61,2,0,1,0,5,0,2,1,0,0,1,0,19,EL
51a56075,133,5,5,0,3,0,0,0,0,0,0,0,0,19,EL
51e3954c,91,12,1,0,1,1,11,0,0,0,0,1,0,19,EL
51e9bb3f,81,4,0,0,0,1,3,0,0,0,0,1,2,19,EL
51ffa295,325,5,5,1,2,11,0,0,0,0,0,0,9,19,EL
520c318f,111,10,2,0,1,0,1,0,0,0,0,3,3,19,EL
52611641,367,21,7,2,2,13,2,12,3,7,1,2,10,19,EL
5294a83f,146,16,5,3,1,7,2,4,3,1,0,2,4,19,EL
52e101a8,181,5,5,0,0,0,0,0,0,0,0,2,2,19,EL
52eab58c,72,14,0,0,2,5,14,0,0,0,0,1,3,19,EL
52fdf512,170,9,7,0,2,0,2,0,0,0,0,0,1,19,EL
53070b63,139,9,2,0,0,1,7,0,0,0,0,1,4,19,EL
536cebe5,169,3,0,1,3,13,1,0,0,0,0,3,15,19,EL
5384e3bf,69,2,2,0,0,0,0,0,0,0,0,0,0,19,EL
539230cf,71,1,1,0,0,0,0,0,0,0,0,0,0,19,EL
53cad200,453,83,8,1,1,11,75,0,0,0,0,0,13,19,EL
53de807a,141,5,3,0,1,2,2,0,0,0,0,0,1,19,EL
546bb36e,17,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
54771b10,114,24,2,1,2,9,22,0,0,0,0,1,1,19,EL
54c9ed15,292,52,13,0,5,6,39,0,0,0,0,1,8,19,EL
55043155,2,2,1,0,0,2,0,1,1,0,0,0,0,19,EL
5512b1a9,10,8,2,0,0,0,0,0,0,0,0,0,0,19,EL
55305521,2,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
55537f53,146,26,7,1,1,32,2,15,3,9,0,2,3,19,EL
55ae91f0,111,45,2,0,0,3,43,0,0,0,0,1,6,19,EL
5626f324,57,14,2,0,0,5,12,0,0,0,0,0,5,19,EL
562893c2,169,63,4,0,1,7,59,0,0,0,0,1,3,19,EL
563a68ad,335,8,7,2,3,0,1,0,0,0,0,1,8,19,EL
5640992b,131,104,35,0,0,0,0,0,0,0,0,0,0,19,EL
56413b1f,262,12,7,0,7,5,1,4,4,0,0,2,2,19,EL
565bf0da,258,11,7,1,4,3,4,0,0,0,0,0,3,19,EL
568de36f,36,0,0,0,0,0,0,0,0,0,0,0,2,19,EL
56901a62,46,21,7,0,0,0,0,0,0,0,0,1,0,19,EL
56923ba9,101,12,1,0,0,3,11,0,0,0,0,0,0,19,EL
56f6f826,235,17,16,0,4,1,1,0,0,0,0,1,0,19,EL
5710a281,109,5,5,0,1,0,0,0,0,0,0,0,0,19,EL
572498c7,238,13,1,0,4,5,12,0,0,0,0,1,11,19,EL
57376761,130,9,2,0,0,5,1,4,2,1,0,2,0,19,EL
5832ebfe,121,4,1,0,1,0,3,0,0,0,0,0,1,19,EL
58640e66,150,37,8,0,1,10,27,2,1,1,0,3,2,19,EL
586b19eb,279,6,6,0,0,2,0,0,0,0,0,0,2,19,EL
58ae47b2,216,48,14,2,4,49,5,27,7,17,0,2,3,19,EL
58b154d6,38,0,0,0,0,0,0,0,0,0,0,0,2,19,EL
58f077c0,169,142,49,0,0,0,0,0,0,0,0,4,0,19,EL
5906ab00,0,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
597d0f13,53,1,0,0,4,7,0,1,0,0,0,0,1,19,EL
59bf127b,241,1,1,0,1,2,0,0,0,0,0,0,4,19,EL
59d53e8a,62,14,0,0,0,7,14,0,0,0,0,0,1,19,EL
5a28b2d9,311,13,13,0,4,0,0,0,0,0,0,0,2,19,EL
5a2cb25d,61,6,0,0,0,4,6,0,0,0,0,0,5,19,EL
5a969ba8,55,2,0,0,0,2,0,0,0,0,0,0,0,19,EL
5af687a1,109,3,3,1,4,0,0,0,0,0,0,0,2,19,EL
5b6cf07c,44,2,0,0,0,2,0,0,0,0,0,1,2,19,EL
5b887c7a,75,2,2,0,1,0,0,0,0,0,0,2,1,19,EL
5bf476ad,3,1,0,0,0,0,0,0,0,0,0,0,0,19,EL
5c6ba09a,320,100,18,0,1,19,75,7,4,0,1,1,10,19,EL
5c97684b,65,3,0,0,0,1,3,0,0,0,0,1,0,19,EL
5c9ac7f0,60,2,0,0,0,1,0,0,0,0,0,0,4,19,EL
5caa62a7,296,30,17,2,1,18,4,8,2,5,0,4,18,19,EL
5ceba7fc,102,4,0,0,0,4,0,0,0,0,0,0,5,19,EL
5cef5a64,19,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
