id,fk_ag,ck_ag,og_ag,ps_xg,ps_xg_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,att_launch_non_goal_kick,att_pass_non_goal_kick,season,comp
0a1cb833,0,6,2,42.0,4.0,234,576,915,185,35319.0,256,12697.6,482,27,181,10.7,167,320,659,18,GER
0d55d942,1,7,4,41.4,-7.6,313,779,1041,123,42472.8,307,19371.7,529,28,312,14.2,268,472,734,18,GER
0d8a37c2,0,0,0,10.2,0.2,31,88,153,15,5676.3,34,1812.2,63,3,74,14.8,25,54,119,18,GER
16b8fabd,0,1,0,1.5,-2.5,3,25,33,0,1257.3,8,451.2,15,1,12,12.8,7,17,25,18,GER
17376543,0,0,0,1.5,-1.5,28,57,52,7,2542.8,23,1522.6,41,2,14,14.5,22,34,29,18,GER
1e43fad8,1,3,1,35.3,-0.7,190,476,714,126,27346.2,236,11186.4,456,53,196,10.9,150,240,478,18,GER
2628fd2b,2,3,0,35.2,-4.8,194,536,995,134,34825.0,250,11525.0,366,29,489,14.4,143,286,745,18,GER
27d2618c,0,7,1,35.8,-7.2,286,761,882,101,38808.0,249,14417.1,483,37,178,11.9,219,512,633,18,GER
2e7ff968,2,11,0,42.0,0.0,264,552,881,150,33301.8,267,11908.2,440,29,212,12.5,155,285,614,18,GER
3cd9e95a,0,7,0,66.5,-3.5,302,746,787,84,34706.7,299,17132.7,592,25,424,13.7,251,447,488,18,GER
420c18a1,0,6,1,39.3,-1.7,178,482,1009,143,33599.7,246,10996.2,524,42,255,11.6,142,236,763,18,GER
47064058,1,9,2,42.6,-3.4,223,590,1181,179,39445.4,261,12501.9,480,37,350,12.5,163,329,920,18,GER
4a15e95b,0,4,1,36.8,-0.2,135,409,506,79,20543.6,199,11104.2,332,20,266,14.8,149,210,307,18,GER
5b52d1f7,0,0,0,0.7,0.7,4,18,48,9,1531.2,9,384.3,18,1,20,20.3,5,9,39,18,GER
5c4bf6ba,1,3,1,21.3,-4.7,100,279,386,75,14938.2,126,6904.8,211,11,271,14.3,94,153,260,18,GER
73e2f6eb,1,11,0,42.1,-2.9,230,518,875,161,30712.5,275,11137.5,508,24,248,12.4,142,243,600,18,GER
7d3e7da6,1,2,3,25.3,2.3,137,328,795,141,25837.5,153,6089.4,247,15,569,15.4,65,175,642,18,GER
7fe12375,0,0,0,3.5,-0.5,10,26,65,12,2086.5,14,495.6,31,5,6,6.6,5,12,51,18,GER
83e0eeb4,0,0,0,6.8,-2.2,23,51,97,20,3395.0,25,987.5,55,8,37,12.6,11,26,72,18,GER
8778c910,0,0,0,2.6,0.6,12,23,78,11,2480.4,17,537.2,15,1,60,15.1,3,6,61,18,GER
9d12e142,2,3,0,45.5,2.5,163,481,1050,185,34020.0,237,11778.9,404,40,532,14.0,148,244,813,18,GER
a0606ae8,2,2,0,40.7,4.7,296,834,1029,123,44041.2,300,17700.0,547,34,503,13.6,245,534,729,18,GER
a165a577,0,0,0,4.1,0.1,3,10,33,6,1023.0,6,162.0,14,0,17,17.0,0,4,27,18,GER
ad3389d5,2,7,2,41.3,-1.7,271,662,1058,164,39357.6,241,13520.1,483,46,896,15.2,186,421,817,18,GER
afb0c500,0,0,0,0.3,0.3,5,13,13,3,509.6,9,471.6,7,0,30,30.0,7,4,4,18,GER
bb25c778,0,0,0,3.5,1.5,30,79,108,5,4482.0,28,1237.6,39,0,72,18.2,15,51,80,18,GER
bcb2ccd8,0,8,0,47.1,-4.9,223,545,895,152,32220.0,206,10423.6,440,36,458,13.9,153,339,689,18,GER
cbac6ec9,0,2,0,6.6,-0.4,21,85,116,25,4408.0,41,2320.6,81,1,61,15.3,36,44,75,18,GER
d6f6ce93,1,1,0,15.5,0.5,51,168,480,49,15696.0,65,2652.0,114,16,228,15.2,26,103,415,18,GER
db401046,1,4,2,50.4,4.4,248,654,1043,210,39634.0,288,14976.0,522,57,363,12.1,193,366,755,18,GER
dc29b608,0,0,0,1.1,0.1,11,18,35,6,1144.5,7,333.2,11,0,30,15.3,4,11,28,18,GER
f71890f5,0,5,0,14.0,-4.0,78,216,322,55,11688.6,117,6423.3,209,19,338,15.4,90,99,205,18,GER
10072610,0,0,0,1.6,0.6,4,9,61,16,1543.3,10,395.0,21,2,46,15.4,5,-1,51,18,ENG
1148323a,0,0,1,4.6,-0.4,16,36,41,12,1861.4,14,865.2,24,0,160,20.1,13,22,27,18,ENG
1840e36d,0,2,2,31.6,-0.4,153,430,949,214,32076.2,248,11234.4,446,26,316,13.2,126,182,701,18,ENG
1bebde9d,0,0,1,0.5,0.5,2,4,17,2,450.5,9,291.6,14,0,34,17.0,3,-5,8,18,ENG
1e26e376,0,0,0,0.9,0.9,6,14,18,5,673.2,7,408.1,18,1,0,4.0,6,7,11,18,ENG
32e7ce92,0,2,0,13.3,-0.7,66,227,524,106,17082.4,103,4717.4,199,10,577,17.5,54,124,421,18,ENG
36c2ca73,0,4,0,20.5,-5.5,99,340,304,56,13436.8,158,9401.0,311,19,109,10.9,146,182,146,18,ENG
3a949a25,0,0,0,14.2,3.2,61,198,255,32,9817.5,93,5208.0,184,13,167,12.9,75,105,162,18,ENG
3bb7b8b4,1,1,2,23.9,-0.1,110,230,935,167,24497.0,160,7376.0,265,19,1635,18.8,85,70,775,18,ENG
4535e4bb,1,15,5,48.8,-0.2,345,875,823,122,36623.5,352,20380.8,623,38,173,10.2,328,523,471,18,ENG
4806ec67,0,6,0,56.1,-1.9,322,945,984,162,47035.2,340,22848.0,591,27,759,14.9,315,605,644,18,ENG
4b40d9ca,0,3,1,42.5,8.5,351,997,920,118,47932.0,297,19809.9,600,57,475,12.5,281,700,623,18,ENG
53af52f3,3,11,1,39.5,-6.5,304,792,866,107,37930.8,273,17444.7,500,28,880,16.3,258,519,593,18,ENG
63d17038,0,0,0,0.7,0.7,3,7,17,3,559.3,8,247.2,10,2,12,12.3,2,-1,9,18,ENG
71672fa0,0,6,0,45.9,-2.1,149,414,809,223,27829.6,225,10620.0,426,33,748,14.4,136,189,584,18,ENG
76eca7e2,1,7,2,38.2,-0.8,226,587,554,92,26204.2,227,14800.4,435,31,294,13.4,209,360,327,18,ENG
7b4de647,2,7,1,54.8,-5.2,223,647,832,215,32364.8,328,18204.0,611,35,183,10.2,267,319,504,18,ENG
7ba6d84e,1,5,2,38.5,12.5,232,613,799,147,31640.4,290,16182.0,483,16,268,12.8,225,323,509,18,ENG
7ca2d989,0,0,0,0.3,-0.7,7,16,12,0,602.4,7,373.8,22,3,0,7.5,6,9,5,18,ENG
82b1198a,0,0,0,2.5,-0.5,15,46,116,27,3398.8,28,1330.0,82,6,91,13.1,20,18,88,18,ENG
85b011bb,0,2,0,19.8,-4.2,121,321,323,31,15568.6,81,4698.0,182,10,120,13.4,75,240,242,18,ENG
8e65a5e5,0,4,0,13.3,-0.7,86,239,223,18,10079.6,89,5064.1,177,6,137,13.7,85,150,134,18,ENG
8f62b6ee,1,7,0,33.7,-1.3,154,386,938,169,31329.2,227,9420.5,428,17,1170,15.6,106,159,711,18,ENG
9328b835,1,5,2,59.5,5.5,315,812,914,159,38570.8,358,21444.2,615,42,250,11.4,314,454,556,18,ENG
939bc634,0,6,1,51.7,-5.3,360,891,1083,103,48951.6,304,17601.6,493,31,792,14.4,248,587,779,18,ENG
9dab6e3b,0,1,0,4.8,-2.2,25,60,69,14,2960.1,23,1334.0,39,1,74,18.6,19,37,46,18,ENG
a179d516,0,0,0,3.5,-0.5,16,38,85,12,2482.0,15,775.5,33,1,88,17.7,11,23,70,18,ENG
a6de6361,0,1,0,4.8,0.8,31,77,84,22,3964.8,32,1942.4,62,2,22,11.2,25,45,52,18,ENG
b1b25949,0,3,1,18.8,-1.2,154,371,378,46,16669.8,159,8872.2,258,15,198,13.2,131,212,219,18,ENG
c3e39f12,1,2,0,25.8,-4.2,101,343,360,62,15624.0,146,8628.6,258,10,197,14.1,128,197,214,18,ENG
cb4f24c6,0,4,0,32.8,-6.2,175,469,441,52,21653.1,155,10385.0,284,4,143,13.0,151,314,286,18,ENG
cc70a1d5,0,8,2,61.7,2.7,377,969,934,103,45205.6,338,21091.2,609,25,534,13.7,305,631,596,18,ENG
cde3309f,0,0,2,15.8,2.8,78,232,247,37,10670.4,87,5037.3,159,11,46,11.7,78,145,160,18,ENG
d0b3ceb9,2,7,2,45.7,-7.3,346,904,811,70,39333.5,338,22206.6,592,37,345,12.8,323,566,473,18,ENG
d436eb94,0,3,0,23.0,-1.0,64,208,499,102,15968.0,101,4009.7,194,15,591,17.4,41,107,398,18,ENG
d596e193,1,7,1,36.0,-3.0,199,483,566,115,23941.8,179,10113.5,342,15,219,12.2,141,304,387,18,ENG
d822a850,0,0,0,6.4,-0.6,18,47,66,15,2580.6,20,1126.0,39,0,57,14.3,16,27,46,18,ENG
f76e6b4e,1,6,1,27.8,-0.2,154,445,383,47,18269.1,184,10911.2,316,13,496,16.0,166,261,199,18,ENG
03de83d9,0,0,0,4.9,-0.1,19,55,79,13,2646.5,41,2123.8,52,0,41,13.9,31,14,38,18,EL
0810b6df,0,0,0,11.4,0.4,32,68,205,29,5986.0,38,1694.8,73,5,18,9.4,23,30,167,18,EL
08f5afaa,0,1,0,8.9,-0.1,28,52,205,29,5145.5,51,1723.8,64,0,300,20.0,14,1,154,18,EL
0b221abd,1,1,0,6.4,-1.6,23,61,66,13,2772.0,26,1417.0,35,1,101,16.9,22,35,40,18,EL
0be3255b,1,2,0,13.3,0.3,73,194,342,52,12825.0,90,4311.0,207,7,145,13.2,53,104,252,18,EL
0e61c46b,0,0,0,0.8,-0.2,12,29,37,8,1531.8,8,479.2,7,0,14,14.7,8,21,29,18,EL
110a95ca,1,1,1,16.0,1.0,37,110,119,26,4462.5,64,3590.4,103,6,46,11.5,56,46,55,18,EL
136e7649,0,0,0,0.5,0.5,2,5,14,4,410.2,7,228.2,7,1,40,20.3,2,-2,7,18,EL
1c98558c,0,0,0,2.8,-1.2,13,45,71,15,2414.0,23,1393.8,46,2,169,21.2,20,22,48,18,EL
1d2d5cc8,0,0,0,7.5,-0.5,55,130,171,24,6908.4,57,2718.9,79,4,11,11.3,39,73,114,18,EL
1e064bfb,0,2,0,7.3,2.3,23,68,76,17,3055.2,31,1869.3,83,4,46,11.6,29,37,45,18,EL
1e29552f,0,1,0,1.6,0.6,12,22,41,1,1529.3,3,189.0,2,0,0,10.5,3,19,38,18,EL
27d2618c,1,1,0,2.2,0.2,14,24,43,5,1535.1,6,357.0,14,0,0,12.8,5,18,37,18,EL
27d902c8,0,0,0,0.0,0.0,2,3,21,2,539.7,3,75.9,5,0,0,14.5,0,0,18,18,EL
3061e1ec,0,1,1,9.4,1.4,32,118,147,25,5791.8,62,3496.8,105,6,158,13.2,50,56,85,18,EL
314c2af0,0,0,0,1.8,-0.2,22,48,64,4,2880.0,14,807.8,33,1,29,14.7,11,34,50,18,EL
31e3ab68,0,0,0,7.8,-3.2,44,102,123,12,4981.5,45,2412.0,68,1,83,16.7,34,57,78,18,EL
3392603d,0,2,1,6.8,-2.2,34,92,172,26,6106.0,38,2071.0,69,8,49,12.3,28,54,134,18,EL
339fe0e8,0,1,0,9.9,-3.1,41,109,203,36,6597.5,94,3741.2,101,0,113,16.2,40,15,109,18,EL
3470f44e,0,0,0,2.4,-0.6,4,6,15,6,358.5,4,201.2,10,0,17,17.0,3,2,11,18,EL
3cd9e95a,0,0,0,6.5,-1.5,34,125,146,19,6088.2,61,3531.9,63,2,124,15.6,50,64,85,18,EL
42ec696a,0,1,0,10.2,1.2,53,116,131,21,5908.1,43,2223.1,56,2,47,11.8,31,73,88,18,EL
47064058,0,0,0,5.3,-3.7,21,56,150,31,4440.0,41,1611.3,71,4,66,13.2,15,15,109,18,EL
4806ec67,0,0,0,5.7,-1.3,20,68,72,11,3448.8,28,1685.6,35,2,143,17.9,23,40,44,18,EL
4841ba80,0,0,0,3.3,-2.7,17,45,76,15,2644.8,20,1150.0,27,2,0,11.2,18,25,56,18,EL
4d64b28e,1,1,0,2.0,-2.0,2,8,38,14,976.6,16,540.8,27,2,15,15.0,4,-8,22,18,EL
4e034598,0,0,0,6.2,0.2,15,50,52,8,2210.0,20,1160.0,43,3,22,11.4,18,30,32,18,EL
50310821,0,0,1,1.5,-0.5,8,16,31,7,1134.6,5,226.0,3,0,0,11.6,3,11,26,18,EL
53b03dac,0,2,2,5.5,1.5,60,180,162,27,7614.0,66,4125.0,97,7,144,14.4,63,114,96,18,EL
58ad9383,0,0,0,7.3,-0.7,42,109,186,29,7012.2,57,2616.3,66,2,328,20.5,31,52,129,18,EL
59f0c185,0,1,0,3.0,1.0,22,53,53,14,2236.6,29,1583.4,50,4,10,10.8,24,24,24,18,EL
5a5d394c,0,1,0,3.5,-0.5,7,61,59,11,2784.8,25,1505.0,36,1,9,9.3,24,36,34,18,EL
5e8936be,0,0,0,7.9,4.9,60,169,162,19,7986.6,59,3599.0,125,7,67,13.5,57,110,103,18,EL
5e91ddf8,0,2,1,10.5,0.5,55,122,166,27,6308.0,60,3108.0,92,3,7,7.9,43,62,106,18,EL
5f9970a0,0,1,0,7.2,0.2,7,16,33,11,897.6,15,762.0,25,2,0,6.3,12,1,18,18,EL
60713cb3,0,1,0,3.7,-1.3,22,47,58,9,2285.2,24,1356.0,28,3,0,10.4,18,23,34,18,EL
625c144a,0,1,1,8.2,-0.8,21,56,230,28,6210.0,38,1493.4,54,3,130,16.3,17,18,192,18,EL
6503ae16,0,0,0,4.2,1.2,25,61,91,8,3803.8,27,1212.3,62,1,23,11.6,14,34,64,18,EL
6bfaecc4,0,1,0,6.1,0.1,17,44,74,14,2553.0,26,1190.8,60,2,10,10.6,17,18,48,18,EL
6c228bb6,0,0,1,2.5,0.5,20,35,55,14,1958.0,19,1024.1,26,1,0,11.0,14,16,36,18,EL
6cd38213,0,3,0,16.9,-3.1,25,78,99,30,3415.5,62,2752.8,111,4,60,12.0,38,16,37,18,EL
6e905b8d,0,0,0,2.2,0.2,3,14,56,16,1411.2,16,633.6,26,4,36,12.0,6,-2,40,18,EL
705f5269,0,0,0,0.0,0.0,9,18,19,5,737.2,8,491.2,18,1,0,12.0,8,10,11,18,EL
71672fa0,1,0,0,3.3,0.3,18,59,66,23,2640.0,29,1731.3,36,2,21,10.9,26,30,37,18,EL
76806215,0,0,1,5.5,-0.5,75,167,211,48,8123.5,74,3811.0,88,6,119,13.3,61,93,137,18,EL
7750462c,0,2,0,10.0,-1.0,19,60,144,28,4752.0,38,1387.0,55,4,52,13.2,12,22,106,18,EL
79b0d6a0,0,3,0,7.4,-0.6,59,118,194,19,7294.4,47,2190.2,65,1,11,11.1,28,71,147,18,EL
82b1198a,0,0,0,11.1,2.1,57,118,247,54,7780.5,72,3168.0,98,5,158,14.4,46,46,175,18,EL
87c7c2b1,0,0,0,1.8,0.8,15,42,37,6,1672.4,19,1208.4,32,1,8,8.7,19,23,18,18,EL
88b748d2,0,0,0,12.4,-0.6,44,153,153,25,6533.1,64,3584.0,142,11,56,11.2,56,89,89,18,EL
8a2248b4,2,0,1,5.1,0.1,15,40,69,18,2007.9,33,1465.2,46,1,13,13.4,19,7,36,18,EL
8a6ab963,0,1,0,11.1,4.1,45,103,181,43,6316.9,54,2732.4,117,9,29,9.7,36,49,127,18,EL
8b3fd3af,0,1,0,7.7,-1.3,14,33,76,23,2356.0,29,1261.5,47,3,28,14.3,15,4,47,18,EL
9109185e,0,1,0,13.7,0.7,92,212,221,21,10298.6,59,3835.0,123,7,112,14.0,59,153,162,18,EL
92c62328,0,1,1,10.4,3.4,49,123,245,40,8109.5,79,3555.0,142,12,157,13.1,51,44,166,18,EL
950ff24d,0,1,0,7.0,2.0,14,35,86,20,2408.0,39,1466.4,42,0,9,9.9,16,-4,47,18,EL
972d595a,0,0,0,0.5,-0.5,14,27,28,4,1402.8,7,426.3,16,2,0,9.0,6,20,21,18,EL
9d0f626a,1,1,0,10.5,0.5,35,144,209,15,8151.0,38,2033.0,73,4,36,12.2,32,106,171,18,EL
9d12e142,0,1,0,6.2,1.2,19,82,145,19,5176.5,34,1788.4,39,5,78,13.0,22,48,111,18,EL
9f0ea33f,0,0,0,4.3,0.3,11,26,29,10,1151.3,12,708.0,19,0,57,19.0,11,14,17,18,EL
a3b0ed18,0,0,0,8.2,2.2,42,107,116,36,4582.0,65,3373.5,129,8,103,14.8,51,42,51,18,EL
a4bd9edd,0,0,0,0.1,0.1,7,15,35,5,1067.5,11,388.3,12,1,0,12.0,4,4,24,18,EL
a565da59,0,2,0,6.4,2.4,44,120,103,11,4686.5,53,3158.8,99,1,59,14.9,51,67,50,18,EL
a9a3b55d,0,0,0,5.7,0.7,26,62,81,12,3183.3,34,1727.2,45,7,10,10.4,25,28,47,18,EL
aad4f74f,0,1,0,5.9,-0.1,22,54,106,32,3201.2,44,2296.8,89,0,24,12.3,31,10,62,18,EL
b583aef5,0,1,0,4.9,-1.1,23,67,131,16,4847.0,29,1145.5,67,5,33,11.1,12,38,102,18,EL
bb25c778,0,0,0,5.0,1.0,49,104,155,9,6014.0,32,1542.4,51,2,54,13.6,23,72,123,18,EL
bcb2ccd8,1,0,1,9.2,0.2,53,132,160,18,6688.0,44,2494.8,79,3,184,18.4,37,88,116,18,EL
c089980e,0,1,0,12.9,0.9,68,181,177,22,8460.6,61,3586.8,125,7,105,13.2,58,120,116,18,EL
c0b1a6da,0,1,0,0.6,-0.4,2,8,20,9,540.0,7,384.3,21,0,0,0.0,6,1,13,18,EL
c2e41cfb,0,0,0,1.6,0.6,9,32,40,3,1624.0,8,467.2,18,2,13,13.3,8,24,32,18,EL
cd59b9df,0,0,0,0.6,-0.4,2,18,30,4,1089.0,13,509.6,15,2,0,9.3,5,5,17,18,EL
cda0b317,0,3,0,3.8,-1.2,20,50,51,6,2381.7,19,1010.8,24,0,0,12.6,14,31,32,18,EL
d0c41b99,0,0,1,4.7,0.7,33,82,78,18,3151.2,48,2769.6,69,1,49,12.3,39,34,30,18,EL
d3149135,0,2,0,6.0,1.0,31,98,113,17,4599.1,42,2272.2,71,6,9,9.4,35,56,71,18,EL
da1c9094,0,0,0,0.5,0.5,9,20,24,6,996.0,9,549.0,13,0,0,6.0,8,11,15,18,EL
dc4511f3,0,0,0,0.1,0.1,2,10,7,0,364.7,3,156.9,5,0,0,10.0,3,7,4,18,EL
e358587b,0,0,0,3.0,0.0,15,22,62,15,1593.4,16,649.6,16,2,151,18.9,9,6,46,18,EL
e66a1ad7,0,0,0,5.3,-0.7,34,90,87,19,3923.7,34,2046.8,64,5,23,11.5,32,56,53,18,EL
e704919e,0,1,0,2.8,-0.2,15,32,41,6,1611.3,11,504.9,26,0,11,11.0,8,21,30,18,EL
e7ee38c3,0,2,0,4.8,-1.2,45,98,138,28,5354.4,41,2537.9,54,3,84,14.1,34,57,97,18,EL
e8ce5a3e,0,0,0,3.2,1.2,0,4,13,5,497.9,3,81.0,10,0,31,31.0,0,1,10,18,EL
e961d3ac,0,0,0,3.7,-1.3,18,49,87,14,2931.9,30,1374.0,26,1,46,15.5,17,19,57,18,EL
eb2b33aa,0,0,0,4.6,0.6,18,60,78,7,3393.0,24,1116.0,61,1,11,11.4,14,36,54,18,EL
ee833569,0,0,0,9.1,1.1,56,123,146,34,6029.8,44,2468.4,110,9,42,10.6,42,79,102,18,EL
ee8508c0,0,1,0,4.5,2.5,40,100,92,21,3744.4,56,3427.2,105,3,40,13.4,53,44,36,18,EL
ef3909cd,1,2,1,12.3,2.3,54,119,181,44,6570.3,66,3201.0,123,8,36,12.3,44,53,115,18,EL
f00de885,1,1,0,10.0,2.0,38,121,197,25,6816.2,87,3941.1,129,5,31,10.4,47,34,110,18,EL
f4eb377b,1,1,0,15.1,3.1,81,198,274,41,10110.6,105,5418.0,124,1,73,12.2,76,93,169,18,EL
f7b10c66,1,0,0,4.7,-2.3,30,82,94,15,3619.0,33,1943.7,65,6,70,14.0,30,49,61,18,EL
fb5eb6e0,1,0,0,0.6,-1.4,3,7,27,4,799.2,4,159.2,5,0,17,17.0,2,3,23,18,EL
fcd24f5f,0,0,0,3.9,-0.1,14,52,64,4,2611.2,19,1081.1,38,2,7,7.9,15,33,45,18,EL
fefce889,0,1,0,3.4,0.4,6,8,27,9,783.0,6,151.2,12,1,26,13.2,0,2,21,18,EL
011d8c56,0,1,0,9.0,1.0,76,147,291,24,10214.1,70,2898.0,127,9,222,14.8,41,77,221,18,SPA
04ac8285,0,0,0,0.7,-0.3,1,6,21,5,585.9,10,304.0,7,0,0,7.7,1,-4,11,18,SPA
113fb4ea,0,0,0,10.3,0.3,30,89,76,3,3693.6,33,2112.0,57,1,0,11.1,33,56,43,18,SPA
1fa85681,0,2,0,2.7,-1.3,3,14,18,2,694.8,10,457.0,17,1,0,3.0,5,4,8,18,SPA
20b9f052,1,5,0,36.5,5.5,182,507,578,133,24044.8,237,13840.8,422,27,301,13.1,199,270,341,18,SPA
24279b8b,3,9,2,47.3,-8.7,167,421,474,106,18817.8,234,12589.2,443,23,135,11.3,172,187,240,18,SPA
26f2473f,1,0,2,13.3,2.3,63,162,196,47,8565.2,52,2979.6,77,5,214,15.3,45,110,144,18,SPA
28d596a0,3,5,3,43.4,3.4,318,644,843,112,35574.6,206,11968.6,395,23,294,13.4,168,438,637,18,SPA
307fcd26,0,2,0,5.0,-1.0,10,34,42,9,1344.0,27,1301.4,45,0,80,16.1,18,7,15,18,SPA
581c5276,0,1,0,1.8,0.8,12,31,22,2,1185.8,11,649.0,21,2,0,7.8,10,20,11,18,SPA
58bc7d18,0,1,1,10.5,0.5,31,76,195,48,6045.0,72,2973.6,118,4,66,13.3,33,4,123,18,SPA
5f0241b2,1,5,0,34.3,-4.7,96,305,475,118,15960.0,192,9580.8,349,18,156,12.0,128,113,283,18,SPA
60713cb3,0,0,0,1.2,0.0,11,26,29,9,1084.6,19,1033.6,27,0,0,9.3,13,7,10,18,SPA
61bb7498,0,0,0,1.3,1.3,13,38,28,1,1467.2,12,816.0,19,0,64,21.4,12,26,16,18,SPA
625c144a,2,5,1,38.9,-5.1,143,361,959,114,30592.1,151,6553.4,301,18,523,15.4,81,210,808,18,SPA
65d62814,0,5,4,41.8,-7.2,176,490,1002,130,32865.6,253,11233.2,468,17,321,14.6,151,237,749,18,SPA
6f51e382,0,1,0,36.3,8.3,129,304,1040,192,28600.0,262,10925.4,404,15,619,15.1,122,42,778,18,SPA
6fb59070,1,3,0,16.3,1.3,108,248,228,33,10898.4,95,5966.0,185,8,302,17.8,90,153,133,18,SPA
73683fa9,0,0,2,10.7,1.7,55,166,178,39,6995.4,92,4986.4,146,4,11,11.3,80,74,86,18,SPA
75751c99,3,4,0,44.4,1.4,311,894,859,89,42434.6,258,16460.4,481,29,737,15.7,248,636,601,18,SPA
7956236f,0,2,0,6.4,-0.6,49,128,103,11,5407.5,48,3153.6,70,4,29,9.9,47,80,55,18,SPA
7a9fae62,1,0,0,4.7,-1.3,19,43,38,4,1759.4,19,1107.7,21,1,32,16.0,18,24,19,18,SPA
7c218bf9,0,0,0,1.5,1.5,8,40,94,10,3243.0,20,728.0,62,3,20,10.4,8,20,74,18,SPA
8875b8c9,0,4,1,23.3,-4.7,110,285,494,48,17932.2,129,6527.4,214,8,253,14.1,85,156,365,18,SPA
8d957256,1,4,1,50.8,4.8,156,443,907,175,30928.7,230,10833.0,376,23,969,17.0,124,213,677,18,SPA
8f8c6934,0,1,1,17.4,-0.6,69,150,279,70,9039.6,98,4645.2,199,12,169,13.0,62,52,181,18,SPA
9109185e,0,0,0,8.5,2.5,89,196,223,28,9722.8,65,3971.5,130,6,127,14.2,58,131,158,18,SPA
967f34d3,0,4,0,26.2,-4.8,137,415,660,76,25608.0,151,8335.2,325,6,276,13.8,114,264,509,18,SPA
97852360,2,7,2,49.2,1.2,325,773,698,101,30293.2,355,20057.5,646,17,237,12.5,317,418,343,18,SPA
983ccabe,0,0,0,2.7,0.7,8,26,25,1,1362.5,8,572.0,9,1,0,8.0,8,18,17,18,SPA
9970da54,0,0,0,0.2,0.0,5,13,10,2,486.0,5,332.0,11,0,0,9.0,5,8,5,18,SPA
9f0ea33f,1,2,0,32.0,2.0,124,346,454,118,16979.6,200,10560.0,399,26,332,12.8,147,146,254,18,SPA
a9dc785c,1,4,0,43.7,10.7,170,488,541,150,21477.7,277,15678.2,541,21,67,9.6,219,211,264,18,SPA
aad4f74f,0,2,0,13.8,-0.2,46,152,230,57,7452.0,105,5680.5,243,5,50,10.0,82,47,125,18,SPA
ab13a5aa,0,1,0,35.8,9.8,243,797,710,69,34932.0,284,18204.4,479,21,510,15.0,275,513,426,18,SPA
ac295d9e,2,2,3,44.7,-1.3,334,888,942,93,48418.8,216,15141.6,339,21,1843,19.0,206,672,726,18,SPA
b5bdf144,0,4,3,38.0,2.0,168,481,501,78,22094.1,225,12195.0,402,22,338,14.7,181,256,276,18,SPA
ba3ca78f,1,3,0,56.3,5.3,278,733,717,88,33412.2,279,16907.4,480,28,236,11.8,257,454,438,18,SPA
bfa29677,0,2,0,4.7,-3.3,15,47,143,23,3961.1,39,1552.2,54,5,65,13.0,17,8,104,18,SPA
bfb15d99,0,1,0,3.7,-0.3,4,16,19,2,769.5,10,439.0,14,0,27,13.5,7,6,9,18,SPA
c0b1a6da,0,0,0,0.5,0.5,3,15,10,1,512.0,7,394.8,16,1,13,13.5,7,8,3,18,SPA
c818c4d9,0,0,0,1.8,-0.2,0,2,24,6,595.2,8,223.2,7,2,0,10.5,1,-6,16,18,SPA
c9cb972b,0,1,0,6.9,1.9,18,48,106,31,3095.2,34,1659.2,81,2,35,11.9,21,14,72,18,SPA
c9e39d91,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,18,SPA
cfd68aa7,0,0,0,2.9,0.9,10,37,30,6,1380.0,18,995.4,36,2,12,12.0,16,19,12,18,SPA
d24e154c,1,0,1,8.3,0.3,45,101,117,25,4609.8,49,2528.4,77,4,0,11.0,35,52,68,18,SPA
dc4511f3,0,1,0,4.8,-1.2,15,51,106,11,3286.0,25,1325.0,42,1,0,7.8,20,26,81,18,SPA
ecada4fc,0,6,1,33.1,3.1,74,199,537,130,16271.1,163,7563.2,309,12,496,16.0,90,36,374,18,SPA
ee8508c0,1,2,1,32.7,11.7,191,566,632,108,26796.8,275,14795.0,534,25,154,11.9,218,291,357,18,SPA
f6798fc3,2,2,1,44.5,-0.5,226,635,633,86,29118.0,243,14774.4,411,9,417,14.4,218,392,390,18,SPA
f69e9eee,0,3,0,22.9,-4.1,42,116,288,64,8294.4,94,4004.4,157,7,124,13.8,50,22,194,18,SPA
01b8a2b2,0,0,0,2.0,1.0,5,9,26,6,821.6,7,216.3,15,0,0,0.0,2,2,19,18,CL
04ac8285,0,0,0,1.1,1.1,6,11,34,6,982.6,4,190.0,10,2,0,10.0,2,7,30,18,CL
0ef05b3e,0,1,0,6.5,-1.5,17,43,71,11,2648.3,19,853.1,24,0,71,17.9,11,24,52,18,CL
10072610,0,0,0,1.1,-0.9,5,8,40,5,908.0,4,156.0,3,0,123,24.7,2,4,36,18,CL
110338ae,0,0,0,5.3,-0.7,26,59,51,6,2106.3,32,2006.4,51,4,0,11.0,30,27,19,18,CL
1840e36d,0,1,0,8.8,-3.2,26,88,170,43,6137.0,58,2453.4,65,3,40,13.5,23,30,112,18,CL
1bebde9d,0,0,0,0.0,0.0,0,0,10,3,222.0,5,138.0,12,0,0,10.0,0,-5,5,18,CL
1ddbb0da,0,0,0,2.7,-0.3,14,54,93,20,3301.5,25,1292.5,48,5,8,8.1,18,29,68,18,CL
