id,fk_ag,ck_ag,og_ag,ps_xg,ps_xg_delta,cmp_launch,att_launch,att_gk_pass,att_gk_throw,gk_pass_len,att_goal_kick,goal_kick_len,att_cross_ag,stop_cross_ag,def_outside_pen,def_outside_pen_dist,goal_kicks_launched,att_launch_non_goal_kick,att_pass_non_goal_kick,season,comp
af104654,4,8,0,57.9,-10.1,204,586,977,166,35074.3,235,12760.5,486,33,1316,18.8,171,351,742,23,GER
b56dd813,0,2,0,7.9,-4.1,24,60,278,35,7589.4,44,1540.0,91,8,356,19.8,15,16,234,23,GER
b90c4a43,0,1,0,1.0,0.0,1,3,21,7,611.1,4,88.0,15,1,11,11.5,1,-1,17,23,GER
bcb2ccd8,0,2,1,10.1,1.1,11,37,179,37,4725.6,36,1065.6,61,3,194,19.4,9,1,143,23,GER
bdedffac,0,1,1,1.8,0.8,11,33,83,9,2788.8,15,550.5,28,0,0,12.5,6,18,68,23,GER
c631f952,0,0,0,18.1,0.1,57,177,638,74,18310.6,100,3530.0,220,15,296,14.8,35,77,538,23,GER
cbac6ec9,2,3,0,27.2,-6.8,98,212,599,98,17490.8,133,4867.8,260,6,529,18.9,51,79,466,23,GER
cd59b9df,0,5,1,33.8,2.8,100,252,855,122,24709.5,192,7008.0,295,15,632,17.1,73,60,663,23,GER
ce17b5eb,1,7,1,42.3,-7.7,80,326,664,128,23107.2,219,7467.9,401,17,345,14.4,66,107,445,23,GER
d28339cb,0,3,1,20.1,-1.9,55,129,503,86,13882.8,91,3048.5,203,12,228,15.2,27,38,412,23,GER
db401046,0,5,3,43.9,-1.1,257,588,1326,183,44686.2,258,12255.0,489,29,841,16.5,147,330,1068,23,GER
dc366c36,1,0,2,22.0,2.0,77,225,414,48,15111.0,96,5040.0,176,10,369,16.8,68,129,318,23,GER
dee3013b,0,3,0,13.5,-2.5,48,139,226,38,8271.6,54,2943.0,158,17,110,13.8,42,85,172,23,GER
fa4cabd1,0,1,0,11.4,0.4,11,37,123,25,3751.5,36,752.4,59,6,51,12.9,2,1,87,23,GER
10d221cd,2,2,1,18.9,-2.1,38,194,261,49,9709.2,114,5266.8,203,16,61,10.3,71,80,147,23,ENG
17acc2ed,0,0,0,2.0,0.0,16,47,46,3,2116.0,15,900.0,26,1,28,14.0,13,32,31,23,ENG
2628fd2b,1,8,2,58.0,9.0,124,391,1153,190,34590.0,242,8712.0,464,35,685,14.9,91,149,911,23,ENG
28300a16,0,2,3,18.5,-1.5,34,74,483,48,11688.6,55,764.5,126,10,298,15.7,2,19,428,23,ENG
28d596a0,1,4,3,35.0,5.0,68,213,864,151,22723.2,182,5733.0,332,15,878,16.9,65,31,682,23,ENG
2f965a72,0,1,0,7.3,0.3,14,37,61,14,2037.4,30,990.0,47,2,10,10.3,13,7,31,23,ENG
33887998,0,4,0,11.9,-2.1,27,77,226,47,6237.6,63,2167.2,128,9,150,13.7,27,14,163,23,ENG
36c2ca73,0,1,1,10.9,-5.1,22,113,194,29,7081.0,52,1612.0,92,6,94,13.5,19,61,142,23,ENG
3a949a25,0,0,1,1.9,1.9,6,10,39,14,807.3,15,529.5,30,1,0,12.4,6,-5,24,23,ENG
3bb7b8b4,1,4,1,26.2,-4.8,117,263,1104,147,30912.0,152,4909.6,286,19,518,15.7,47,111,952,23,ENG
3f847d95,0,0,0,2.3,-2.7,8,27,68,8,2046.8,15,550.5,25,1,46,15.4,7,12,53,23,ENG
466fb2c5,0,6,1,40.0,-2.0,109,429,956,174,31834.8,153,7527.6,381,22,692,16.1,91,276,803,23,ENG
4806ec67,2,4,0,60.0,3.0,270,801,992,151,42656.0,315,16600.5,566,22,842,16.2,225,486,677,23,ENG
4b40d9ca,0,8,1,31.3,0.3,120,368,683,232,22539.0,207,10494.9,411,34,1346,18.2,142,161,476,23,ENG
62d7ef38,0,0,0,2.9,-1.1,2,2,22,7,534.6,2,41.0,3,0,0,9.0,0,0,20,23,ENG
68db6358,0,0,0,3.9,0.9,10,29,57,14,1875.3,23,740.6,37,5,8,8.0,7,6,34,23,ENG
6a713852,0,4,3,24.2,-2.8,60,205,645,103,18640.5,131,4598.1,229,17,159,12.3,49,74,514,23,ENG
6b625ac2,1,7,1,53.6,-12.4,106,449,794,194,26757.8,242,10527.0,432,34,1042,15.8,136,207,552,23,ENG
76eca7e2,0,1,0,3.9,-1.1,23,58,72,13,3110.4,25,1362.5,35,1,34,17.0,19,33,47,23,ENG
7956236f,1,6,4,36.6,2.6,199,523,1171,135,38643.0,212,8628.4,483,60,1211,16.6,107,311,959,23,ENG
7a2e46a8,0,0,2,51.1,10.1,116,283,1256,210,33786.4,193,6040.9,397,23,1762,19.8,52,90,1063,23,ENG
7b4de647,0,0,0,0.5,0.5,4,13,22,5,767.8,8,374.4,23,1,0,5.0,5,5,14,23,ENG
7ba6d84e,2,6,1,41.3,-0.7,141,449,1032,128,33333.6,179,8430.9,526,15,473,14.8,113,270,853,23,ENG
8f62b6ee,0,3,1,33.9,-4.1,77,218,539,109,16924.6,186,4798.8,322,20,397,13.7,47,32,353,23,ENG
903b6e8b,0,6,1,48.4,-5.6,120,435,935,182,28891.5,260,12012.0,540,43,352,12.6,161,175,675,23,ENG
9328b835,0,3,1,45.9,-1.1,198,516,677,153,26606.1,249,11155.2,513,29,325,13.0,149,267,428,23,ENG
98ea5115,1,9,3,48.1,5.1,347,882,1367,160,53996.5,269,13934.2,598,52,847,15.7,189,613,1098,23,ENG
9e5708be,0,4,1,10.0,1.0,30,99,233,41,7409.4,46,1968.8,104,2,169,15.4,25,53,187,23,ENG
a9dc785c,0,8,1,39.7,1.7,160,437,601,136,22717.8,231,10302.6,510,35,302,12.1,152,206,370,23,ENG
ab13a5aa,0,4,2,32.4,0.4,115,320,635,140,20510.5,206,7704.4,410,26,340,13.1,101,114,429,23,ENG
c1242d4e,0,0,0,4.1,3.1,11,24,155,16,3704.5,12,243.6,26,1,147,21.1,1,12,143,23,ENG
c3e39f12,1,4,0,21.3,-2.7,36,124,269,71,8123.8,93,3496.8,193,5,243,15.2,46,31,176,23,ENG
c91441dc,1,7,4,35.4,-16.6,212,629,935,144,35623.5,237,11850.0,456,36,724,15.1,160,392,698,23,ENG
cda0b317,0,0,0,10.5,-0.5,18,71,90,20,3699.0,32,1580.8,43,2,34,11.6,24,39,58,23,ENG
d3ce0e89,2,6,4,36.5,-5.5,94,303,750,154,22800.0,190,6669.0,355,20,667,15.9,80,113,560,23,ENG
e5a76dfe,1,5,0,26.9,-4.1,108,334,513,107,19750.5,156,7066.8,291,20,421,15.6,92,178,357,23,ENG
e7ee38c3,0,3,0,6.2,-1.8,15,62,101,18,3797.6,28,1310.4,45,5,42,14.2,17,34,73,23,ENG
ecada4fc,1,3,0,29.3,-2.7,106,320,378,65,15611.4,151,7263.1,295,14,81,9.0,107,169,227,23,ENG
fe558029,0,8,2,24.0,-6.0,71,154,250,54,7975.0,118,5168.4,229,5,52,10.5,65,36,132,23,ENG
00b86f5e,0,1,1,9.1,0.1,35,101,148,24,5994.0,55,2117.5,91,3,50,12.5,24,46,93,23,EL
01b8a2b2,0,0,0,7.3,2.3,22,70,146,29,4686.6,56,2010.4,176,4,148,14.8,23,14,90,23,EL
072e68ed,0,0,0,6.7,-2.3,29,86,189,40,6898.5,35,1561.0,69,5,247,19.0,15,51,154,23,EL
0880e10b,0,1,0,3.1,-0.9,7,27,56,11,1820.0,23,936.1,24,0,13,13.3,11,4,33,23,EL
10072610,1,3,0,7.6,-0.4,29,100,143,31,5948.8,34,1625.2,82,5,48,12.0,23,66,109,23,EL
10161491,0,1,1,11.4,-0.6,28,93,176,32,6283.2,64,2451.2,71,4,0,7.9,27,29,112,23,EL
1d2d5cc8,0,0,1,6.3,-0.7,36,98,194,21,6634.8,40,2044.0,70,4,21,10.8,29,58,154,23,EL
1e064bfb,1,0,0,2.7,-0.3,12,28,60,11,1980.0,20,804.0,25,1,0,9.7,9,8,40,23,EL
277da414,0,0,0,9.9,-1.1,35,66,201,31,6351.6,47,1508.7,48,3,302,18.9,14,19,154,23,EL
2edbd8d5,0,0,0,1.8,-1.2,4,23,14,1,771.4,15,778.5,12,0,0,0.0,12,8,-1,23,EL
2f18d0b8,0,1,0,0.9,-1.1,2,5,33,4,815.1,7,167.3,7,0,48,16.0,1,-2,26,23,EL
31139973,0,0,0,3.1,0.1,2,6,14,4,463.4,5,170.0,11,0,42,42.0,1,1,9,23,EL
374ee424,0,1,0,5.7,1.7,41,85,229,29,7328.0,29,1162.9,58,1,194,19.4,13,56,200,23,EL
37998008,0,0,0,0.1,0.1,2,10,7,0,396.2,4,277.2,11,0,0,9.0,4,6,3,23,EL
4030c7ae,0,0,0,12.9,-0.1,33,86,196,44,6526.8,62,2101.8,133,0,49,12.4,23,24,134,23,EL
41f0b196,0,1,0,10.2,-0.8,31,66,157,13,5024.0,23,1168.4,59,3,46,11.5,14,43,134,23,EL
466fb2c5,0,1,0,2.9,-0.1,18,55,86,13,3285.2,19,1235.0,25,2,122,17.5,16,36,67,23,EL
4a51ba65,0,1,0,4.8,1.8,25,61,143,22,4661.8,23,924.6,32,2,215,16.6,11,38,120,23,EL
4c5039bd,0,1,0,2.0,1.0,8,46,57,11,2451.0,30,1152.0,47,6,88,14.7,14,16,27,23,EL
4c62d0c8,0,0,0,1.3,1.3,2,6,16,6,432.0,4,183.2,10,0,0,0.0,2,2,12,23,EL
4e7db402,0,1,1,14.7,0.7,43,117,170,34,6188.0,62,3329.4,96,0,61,12.3,45,55,108,23,EL
510c6a3f,0,0,0,0.9,-0.1,6,11,32,3,1062.4,9,123.3,19,0,0,4.0,0,2,23,23,EL
53d93280,0,0,0,12.9,-0.1,31,92,268,48,8040.0,66,2461.8,116,8,56,11.3,28,26,202,23,EL
54bb5c3f,0,1,0,4.6,-1.4,7,47,43,5,2038.2,28,1327.2,32,2,22,11.4,18,19,15,23,EL
595ccab1,0,0,0,5.7,0.7,33,74,184,28,5759.2,44,2151.6,70,2,70,14.1,26,30,140,23,EL
5e8936be,1,2,1,6.5,-3.5,30,88,162,23,5913.0,43,1483.5,65,4,80,16.1,18,45,119,23,EL
60713cb3,0,1,0,8.9,1.9,32,112,118,18,5699.4,50,2750.0,78,2,0,10.8,34,62,68,23,EL
60831426,0,1,1,11.5,2.5,25,77,216,30,6372.0,49,2082.5,72,2,162,16.2,26,28,167,23,EL
6115fddd,0,2,1,12.6,-2.4,36,95,195,23,6532.5,59,2301.0,87,2,51,12.9,25,36,136,23,EL
625c144a,0,1,0,3.3,0.3,3,13,47,9,1339.5,10,418.0,28,2,0,7.9,5,3,37,23,EL
65d62814,0,3,1,6.8,1.8,20,80,200,26,6740.0,45,1368.0,68,5,47,11.8,11,35,155,23,EL
6f51e382,0,0,1,2.7,-0.3,8,14,75,16,2032.5,14,368.2,15,2,0,11.6,1,0,61,23,EL
79b0d6a0,0,0,1,7.0,-1.0,98,216,282,49,11110.8,118,5687.6,172,14,55,11.0,76,98,164,23,EL
7b456af7,0,1,0,3.3,-1.7,3,18,51,12,1392.3,20,860.0,36,5,8,8.6,10,-2,31,23,EL
7ba6d84e,0,2,2,11.9,1.9,29,94,310,48,9331.0,52,1965.6,119,5,239,17.1,19,42,258,23,EL
8a2248b4,0,1,0,7.6,1.6,32,101,139,19,5212.5,58,2644.8,72,3,12,12.5,35,43,81,23,EL
9052e98c,0,0,0,2.9,-2.1,9,30,64,7,2220.8,10,387.0,24,0,45,22.6,5,20,54,23,EL
939bc634,0,3,1,11.8,-0.2,40,130,224,27,8624.0,71,3322.8,104,3,71,14.3,40,59,153,23,EL
99351886,1,0,0,13.5,-1.5,65,164,298,39,11204.8,60,2868.0,141,12,86,12.3,33,104,238,23,EL
9e17ccff,1,0,0,1.7,-1.3,9,27,34,4,1438.2,10,659.0,17,1,0,9.5,9,17,24,23,EL
a04e2dd2,0,0,0,5.0,0.0,14,39,49,14,2111.9,18,847.8,36,0,13,13.0,11,21,31,23,EL
a70b8345,0,0,0,8.8,-0.2,52,148,283,36,9622.0,53,2687.1,95,11,252,18.0,37,95,230,23,EL
a9107589,0,1,0,8.5,2.5,27,63,101,28,3605.7,38,1884.8,69,5,45,15.3,28,25,63,23,EL
a92ab7be,0,0,0,7.5,2.5,37,104,235,25,7825.5,49,2753.8,62,2,93,15.5,35,55,186,23,EL
ac295d9e,0,0,0,3.6,0.6,22,92,110,11,5016.0,22,1357.4,44,3,11,11.3,21,70,88,23,EL
ad3389d5,0,0,1,6.5,-0.5,15,54,179,35,5244.7,55,1479.5,82,5,185,18.5,11,-1,124,23,EL
afb0c500,1,2,1,12.4,0.4,45,99,205,41,6457.5,67,2767.1,68,5,202,16.9,33,32,138,23,EL
b69dfb42,0,1,0,7.9,-2.1,27,63,150,24,5145.0,47,1616.8,56,0,105,15.1,14,16,103,23,EL
bcf5058a,0,0,0,1.7,-0.3,6,10,21,7,623.7,8,316.8,7,0,27,13.8,4,2,13,23,EL
be855308,0,0,0,7.8,-1.2,20,55,197,30,5673.6,45,1656.0,64,3,28,14.3,17,10,152,23,EL
cfd68aa7,0,0,0,8.8,2.8,7,51,83,18,2672.6,51,1927.8,46,1,0,9.4,24,0,32,23,EL
dbd1b101,0,0,0,1.0,0.0,4,20,34,7,1264.8,10,613.0,15,0,18,18.0,8,10,24,23,EL
ea83bfa6,0,0,0,1.4,0.4,8,13,42,9,1058.4,19,674.5,12,1,0,12.7,7,-6,23,23,EL
eb2b33aa,0,2,0,3.8,-0.2,15,47,68,14,2985.2,14,747.6,24,3,54,13.7,11,33,54,23,EL
ef3909cd,0,1,0,9.0,2.0,15,67,179,45,5549.0,44,1570.8,95,9,116,14.6,17,23,135,23,EL
f63a8347,0,1,0,6.2,0.2,33,113,149,14,6287.8,50,2680.0,70,3,30,10.0,31,63,99,23,EL
f6798fc3,0,1,0,6.7,1.7,47,115,155,14,6370.5,42,2562.0,80,2,78,15.6,38,73,113,23,EL
ff74841d,0,0,0,3.3,1.3,9,21,39,10,1298.7,13,470.6,38,3,7,7.4,7,8,26,23,EL
0107757e,0,0,0,2.3,-0.7,0,4,44,9,1003.2,11,192.5,18,2,53,13.3,0,-7,33,23,SPA
10072610,0,1,0,11.0,2.0,75,225,288,42,11404.8,101,5302.5,213,4,72,12.1,76,124,187,23,SPA
1840e36d,0,1,0,29.7,0.7,83,214,982,194,27201.4,152,4484.0,366,32,616,15.4,33,62,830,23,SPA
2fa2a875,0,2,1,10.4,-2.6,72,160,192,25,8275.2,80,3760.0,146,4,168,15.3,50,80,112,23,SPA
30061f53,0,0,0,2.2,-0.8,19,34,23,2,1262.7,15,967.5,19,2,0,4.0,14,19,8,23,SPA
3061e1ec,0,1,1,4.5,-1.5,14,27,190,36,4427.0,37,1317.2,54,1,238,21.7,12,-10,153,23,SPA
374ee424,1,3,2,32.8,-0.2,244,572,1090,138,39131.0,216,11080.8,453,18,747,15.9,138,356,874,23,SPA
3f034750,0,4,0,13.8,1.8,46,148,230,50,7843.0,99,4692.6,214,23,64,9.2,62,49,131,23,SPA
58ad9383,0,3,0,39.2,-0.8,323,786,899,125,40814.6,309,16686.0,608,32,222,11.7,230,477,590,23,SPA
5dcf3e90,1,1,3,31.7,-2.3,134,351,762,154,25298.4,186,9188.4,355,18,700,17.5,118,165,576,23,SPA
625c144a,0,1,0,12.5,2.5,50,119,451,70,12988.8,92,3486.8,215,20,325,15.5,32,27,359,23,SPA
63d17038,0,4,0,45.3,8.3,146,400,822,141,26632.8,242,11591.8,477,37,573,15.1,144,158,580,23,SPA
688b96e3,2,1,0,16.7,-1.3,23,64,278,51,7978.6,62,1878.6,120,6,354,16.9,15,2,216,23,SPA
6c4776b1,1,6,0,47.1,-0.9,236,735,824,135,36997.6,285,18268.5,595,42,280,10.8,253,450,539,23,SPA
6f51e382,0,2,3,23.7,8.7,168,335,1215,185,35113.5,197,6934.4,368,18,672,16.4,67,138,1018,23,SPA
73683fa9,0,2,0,1.7,-2.3,2,8,21,5,636.3,8,282.4,12,0,34,17.0,2,0,13,23,SPA
853b7c48,1,4,1,20.7,-7.3,103,267,500,75,17650.0,131,5619.9,253,14,452,18.1,68,136,369,23,SPA
87b498b0,0,0,0,1.8,-1.2,2,6,27,4,585.9,3,141.9,16,2,13,13.0,2,3,24,23,SPA
8f8c6934,0,7,2,45.5,2.5,409,904,782,99,38943.6,347,20750.6,586,36,690,15.0,317,557,435,23,SPA
8fae77ea,0,0,1,45.8,4.8,133,389,722,121,25919.8,239,10014.1,396,15,177,12.7,123,150,483,23,SPA
924ff27e,0,0,0,0.1,0.1,9,21,30,3,1056.0,12,585.6,30,1,34,17.4,9,9,18,23,SPA
97852360,0,4,0,28.200000000000003,-6.800000000000001,130,284,443,64,16140.6,141,6939.2,258,17,291,28.3,96,143,302,23,SPA
9f0ea33f,1,0,0,16.8,-4.2,58,162,260,46,9308.0,92,4710.4,166,5,273,16.1,61,70,168,23,SPA
a01c3d54,0,0,1,17.7,-0.3,191,438,615,87,25276.5,174,9430.8,319,14,603,16.3,125,264,441,23,SPA
a2c1a8d3,0,0,0,5.5,-0.5,37,101,179,33,5459.5,62,3434.8,96,11,154,15.4,48,39,117,23,SPA
a4995f48,1,3,1,21.4,-0.6,151,351,475,58,20282.5,135,6520.5,215,16,370,18.5,85,216,340,23,SPA
ac295d9e,0,2,1,12.2,0.2,103,326,372,44,16368.0,131,8174.4,216,12,122,12.2,110,195,241,23,SPA
be6faae0,0,0,0,0.1,0.1,1,2,7,3,179.9,1,24.0,1,0,66,33.0,0,1,6,23,SPA
c0b1a6da,0,2,0,2.4,-1.6,4,20,53,9,1849.7,16,540.8,26,1,14,14.0,3,4,37,23,SPA
cc1c5035,0,0,0,1.4,-0.6,1,3,23,5,579.6,4,91.2,7,0,33,16.5,0,-1,19,23,SPA
cde52ef5,0,6,0,22.2,-1.8,81,239,435,96,14703.0,157,7033.6,256,8,198,14.2,88,82,278,23,SPA
d4b73232,0,7,2,42.9,-0.1,177,522,843,142,29589.3,239,12953.8,457,35,766,16.3,178,283,604,23,SPA
d9235a45,0,0,0,1.4,-0.6,2,3,3,1,107.1,5,228.0,12,0,0,7.0,2,-2,-2,23,SPA
dabb2827,1,4,1,60.5,0.5,199,557,967,211,35682.3,341,14628.9,614,39,322,12.4,179,216,626,23,SPA
e358587b,0,3,1,28.9,2.9,64,207,736,112,21196.8,118,4212.6,315,15,292,14.6,44,89,618,23,SPA
e4346678,0,4,2,69.5,8.5,191,422,772,166,26402.4,296,12343.2,574,21,254,12.7,161,126,476,23,SPA
ea83bfa6,1,6,1,32.9,1.9,154,410,668,107,23780.8,214,10165.0,369,18,614,16.6,138,196,454,23,SPA
ee8508c0,1,1,0,21.9,1.9,120,374,586,115,21154.6,228,10488.0,358,25,269,14.2,137,146,358,23,SPA
f0f4671c,0,0,0,0.6,-0.4,0,3,2,0,117.0,1,94.0,3,0,0,1.0,1,2,1,23,SPA
f127d782,0,4,1,15.2,-1.8,104,221,253,37,10752.5,103,5644.4,153,5,244,16.3,80,118,150,23,SPA
f6798fc3,1,3,2,37.3,-1.7,115,303,785,92,24256.5,162,6820.2,308,20,678,17.4,84,141,623,23,SPA
fc70e345,0,9,4,44.2,-0.8,152,537,816,199,31497.6,299,13963.3,500,24,837,16.1,170,238,517,23,SPA
fea23125,0,1,0,6.3,1.3,34,94,93,15,4315.2,36,2343.6,56,2,54,13.6,34,58,57,23,SPA
01b8a2b2,0,1,0,6.8,-2.2,10,24,84,16,2394.0,19,625.1,42,2,47,15.8,6,5,65,23,CL
03df04ff,0,1,0,12.1,-0.9,28,93,199,42,6666.5,64,2348.8,140,6,162,14.8,26,29,135,23,CL
08f5afaa,0,2,1,10.1,1.1,13,42,192,41,4819.2,46,1090.2,99,2,106,13.3,9,-4,146,23,CL
1840e36d,1,2,0,16.5,5.5,26,94,316,71,9480.0,54,2316.6,134,9,57,11.5,24,40,262,23,CL
1f994616,0,1,0,4.5,0.5,12,38,48,11,1555.2,22,1104.4,23,2,0,5.3,18,16,26,23,CL
20b9f052,0,1,0,5.4,-2.6,18,56,151,20,4952.8,25,940.0,44,3,187,17.0,10,31,126,23,CL
28d596a0,0,1,0,9.6,1.6,25,84,226,50,6780.0,46,2033.2,88,6,173,17.3,26,38,180,23,CL
3061e1ec,0,0,0,2.1,0.1,0,1,34,9,557.6,9,138.6,13,1,61,20.5,0,-8,25,23,CL
33887998,0,0,0,0.9,-0.1,2,3,22,3,605.0,3,41.1,7,1,45,22.7,0,0,19,23,CL
3392603d,0,3,0,14.6,-1.4,20,101,248,29,8134.4,33,1270.5,85,4,62,12.4,12,68,215,23,CL
3b0108d6,0,1,0,2.5,-1.5,4,12,26,5,813.8,5,199.0,12,1,15,15.3,2,7,21,23,CL
3bb7b8b4,0,2,0,6.5,2.5,45,96,300,45,8880.0,46,1996.4,88,4,145,16.2,23,50,254,23,CL
3f034750,0,0,0,1.8,-0.2,4,14,21,5,699.3,9,516.6,11,0,0,9.3,7,5,12,23,CL
41f0b196,0,0,2,9.0,1.0,22,71,205,25,5535.0,54,2403.0,122,4,17,8.7,29,17,151,23,CL
420c18a1,0,1,0,5.8,1.8,7,19,134,17,3417.0,18,466.2,42,1,47,11.9,4,1,116,23,CL
4535e4bb,0,0,0,2.7,-0.3,14,42,49,6,1915.9,16,1073.6,22,2,13,13.2,16,26,33,23,CL
4c62d0c8,0,0,0,4.6,0.6,6,13,46,11,1485.8,9,147.6,22,0,10,10.7,0,4,37,23,CL
58f077c0,0,0,1,12.5,2.5,34,110,177,27,6318.9,76,3138.8,101,3,32,10.8,35,34,101,23,CL
62182b1d,0,1,1,8.9,0.9,18,59,96,17,3388.8,28,1506.4,54,6,39,13.1,19,31,68,23,CL
65d62814,0,1,0,6.1,1.1,14,69,184,29,5612.0,35,1295.0,82,9,27,9.2,18,34,149,23,CL
663e080e,0,3,0,10.2,-0.8,13,42,226,24,5785.6,35,938.0,83,5,58,14.5,5,7,191,23,CL
6f51e382,0,2,0,9.7,-0.3,24,35,134,22,3577.8,28,859.6,41,0,121,20.2,8,7,106,23,CL
75c2e240,1,2,1,17.7,-2.3,19,49,104,30,3380.0,39,1349.4,82,4,137,17.2,17,10,65,23,CL
7a2e46a8,0,0,0,12.6,0.6,28,51,235,36,6227.5,37,1169.2,56,7,174,17.4,9,14,198,23,CL
7d3e7da6,0,0,0,2.9,0.9,8,19,95,14,2584.0,21,333.9,43,1,49,16.4,0,-2,74,23,CL
8778c910,0,0,0,1.8,1.8,9,24,98,14,3253.6,22,541.2,28,0,0,0.0,3,2,76,23,CL
8f62b6ee,0,3,0,7.9,1.9,20,38,134,30,3685.0,42,1087.8,79,6,223,17.2,9,-4,92,23,CL
93fffbcf,0,1,1,10.7,3.7,56,147,330,44,11913.0,48,2241.6,117,9,108,13.6,28,99,282,23,CL
9413b19f,0,2,0,11.4,3.4,21,47,245,48,6076.0,70,1470.0,129,7,149,13.6,9,-23,175,23,CL
ac295d9e,0,0,0,0.9,0.9,6,29,64,6,2092.8,9,437.4,20,2,0,7.8,6,20,55,23,CL
ad3389d5,0,1,0,7.0,-1.0,22,58,167,28,5143.6,35,1144.5,91,5,20,10.0,12,23,132,23,CL
b056e3da,0,1,0,6.9,1.9,34,65,140,15,4578.0,33,1296.9,56,3,234,21.3,16,32,107,23,CL
b56dd813,0,1,0,5.5,0.5,25,55,153,17,4498.2,44,1526.8,73,4,185,20.6,15,11,109,23,CL
bcb2ccd8,0,0,0,4.2,-1.8,1,10,52,10,1320.8,12,230.4,9,1,17,17.8,1,-2,40,23,CL
c1242d4e,0,1,0,1.1,0.1,3,5,42,6,894.6,10,269.0,5,1,115,23.1,1,-5,32,23,CL
c3e39f12,0,0,0,2.0,1.0,3,9,45,16,1197.0,10,260.0,17,0,75,25.0,1,-1,35,23,CL
cb4f24c6,0,0,0,13.3,-1.7,7,17,142,32,3479.0,32,809.6,59,0,115,19.3,4,-15,110,23,CL
cc1c5035,0,0,0,2.9,0.9,1,3,31,5,620.0,8,195.2,18,1,0,8.0,1,-5,23,23,CL
cd59b9df,0,0,0,5.5,3.5,12,41,124,13,3620.8,18,509.4,48,2,47,11.9,5,23,106,23,CL
ce17b5eb,0,0,0,14.5,1.5,25,99,184,33,6844.8,42,1213.8,81,4,65,13.0,11,57,142,23,CL
d3dc62d1,0,0,0,4.6,-0.4,14,32,37,7,1591.0,13,839.8,5,0,0,9.3,12,19,24,23,CL
d436eb94,0,0,0,15.1,4.1,80,155,247,30,9139.0,76,3062.8,112,6,48,9.6,44,79,171,23,CL
e9c0c1b2,0,2,1,17.6,7.6,84,191,437,63,14858.0,88,3555.2,196,14,30,10.1,40,103,349,23,CL
eca17cf2,0,1,0,18.4,-0.6,40,86,101,17,4181.4,40,2184.0,74,2,136,17.1,31,46,61,23,CL
ee8508c0,0,0,0,8.1,1.1,13,42,78,22,2433.6,34,1516.4,42,3,58,14.5,19,8,44,23,CL
f3a97d02,1,2,0,15.7,-2.3,27,93,143,20,5105.1,51,2453.1,55,1,121,20.2,31,42,92,23,CL
f6798fc3,0,1,0,9.2,-2.8,23,57,165,17,4702.5,43,1874.8,53,6,45,11.4,23,14,122,23,CL
fcb38f57,0,2,0,7.5,1.5,41,79,211,33,6625.4,49,2048.2,107,8,141,14.1,24,30,162,23,CL
ff74841d,0,2,0,9.4,0.4,29,73,111,11,4706.4,32,1276.8,89,2,129,16.2,13,41,79,23,CL
00a17eba,0,2,0,7.5,-1.5,25,75,153,39,5003.1,75,2572.5,134,5,46,11.6,26,0,78,23,ITA
01b8a2b2,0,5,0,26.0,0.0,128,270,634,128,21239.0,153,5859.9,389,11,308,14.7,66,117,481,23,ITA
085e71a7,1,7,3,46.1,-4.9,151,482,975,159,33735.0,196,9114.0,472,13,451,14.1,115,286,779,23,ITA
0acda699,0,0,0,0.6,0.6,5,9,13,5,462.8,9,300.6,10,0,0,0.0,4,0,4,23,ITA
0d422df7,2,3,2,48.7,2.7,144,380,872,142,27904.0,302,10298.2,547,13,256,12.2,102,78,570,23,ITA
10dc46f0,0,0,0,1.0,1.0,6,16,30,9,1131.0,8,334.4,12,0,52,26.3,4,8,22,23,ITA
14ae023f,0,3,0,8.0,-1.0,35,78,99,15,3474.9,43,2420.9,60,0,24,12.3,37,35,56,23,ITA
1e9bde92,1,6,0,34.8,1.8,135,430,556,45,22740.4,200,9460.0,311,11,123,12.3,132,230,356,23,ITA
277da414,0,5,1,31.4,2.4,158,373,1121,166,36096.2,198,6573.6,493,21,907,16.5,66,175,923,23,ITA
30223b33,0,0,0,0.0,0.0,0,0,3,0,81.0,1,15.0,0,0,0,0.0,0,-1,2,23,ITA
3318286e,0,0,0,0.0,0.0,2,3,0,1,0.0,0,0.0,0,0,0,19.0,0,3,0,23,ITA
343f753a,0,0,0,30.3,3.3,76,274,490,84,17591.0,154,6329.4,222,16,184,14.2,75,120,336,23,ITA
3945ac70,0,0,0,2.8,-0.2,0,12,42,2,1289.4,8,146.4,14,0,0,10.0,0,4,34,23,ITA
4c62d0c8,0,1,0,11.2,4.2,32,107,287,54,8839.6,63,2261.7,154,4,172,15.7,25,44,224,23,ITA
4e0c8d66,1,4,1,48.7,0.7,166,476,1265,236,40733.0,247,8620.3,541,14,428,13.4,92,229,1018,23,ITA
54f6afe3,0,0,0,1.7,-0.3,7,21,23,3,807.3,13,664.3,24,1,34,17.0,10,8,10,23,ITA
649b01d8,0,4,2,32.3,-4.7,159,441,714,104,27917.4,200,8840.0,356,24,319,13.9,114,241,514,23,ITA
67f649be,0,3,0,21.0,2.0,38,143,265,34,9884.5,67,3102.1,107,6,130,14.5,34,76,198,23,ITA
74419746,0,1,1,15.0,-2.0,45,87,508,71,12547.6,71,1810.5,149,2,154,15.4,8,16,437,23,ITA
